,TEAM,TIME,ATHLETES,MEET,MEET DATE,EVENT,GENDER
1,Oregon (A),42.68,"Todd, Stevens, Cunliffe, Washington",Mt. SAC Relays,2016-04-14,4x100,W
2,LSU (B),42.77,"Brisco, Johnson, Martin, Harvey",SEC Championships,2016-05-12,4x100,W
3,Florida (A),42.85,"Reynolds, Sanders, Ross-Ransom, Jefferson",Florida Relays,2016-03-31,4x100,W
4,Texas A&M (C),42.94,"Madu, Sparling, Thompson, Brown",SEC Championships,2016-05-12,4x100,W
5,Kentucky (A),43.14,"Oliver, Hitchcock, Carter, Gray",Virginia Challenge,2016-04-22,4x100,W
6,LSU (E),43.20,"Brisco, Johnson, Martin, Hobbs",LSU Invitational,2016-04-30,4x100,W
7,Oregon (C),43.44,"Barbian, Stevens, Cunliffe, Washington",Penn Relays,2016-04-28,4x100,W
8,Tennessee (B),43.45,"Greer, Davis-White, Majors, Brown",Florida Relays,2016-03-31,4x100,W
9,USC (D),43.46,"Brown, Hill, Stepter, Gaither",Pac-12 Outdoor Track & Field Championships,2016-05-14,4x100,W
10,Texas (B),43.55,"Daniels, Okolo, Collins, Akinosun",Power Conference Cardinal & Gold,2016-03-25,4x100,W
10,Kentucky (B),43.55,"Oliver, Hitchcock, Camacho-Quinn, Gray",SEC Championships,2016-05-12,4x100,W
12,USC (C),43.57,"Brown, Hill, Cantrell, Gaither",UCLA vs. USC Dual Meet,2016-05-01,4x100,W
13,USC (B),43.62,"Faulknor, Hill, Brown, Gaither",Power Conference Cardinal & Gold,2016-03-25,4x100,W
14,Miami (B),43.63,"Wimbley, Brown, Stiverne, Morrison",ACC Championships,2016-05-13,4x100,W
15,Texas A&M (E),43.65,"Madu, Owens, Thompson, Spaulding",Michael Johnson Classic,2016-04-23,4x100,W
16,Purdue (A),43.66,"Heath, Cox, Roberson, Carson",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,4x100,W
17,Baylor (A),43.69,"Horton, Bennett, Mainoo, Dayries",Michael Johnson Classic,2016-04-23,4x100,W
18,Alabama (B),43.70,"Clerveaux, Gause, Gholston, Burks",SEC Championships,2016-05-12,4x100,W
19,Tennessee (C),43.72,"McCoy, Davis-White, Majors, Brown",Penn Relays,2016-04-28,4x100,W
20,Texas (C),43.81,"Gordon, Okolo, Smith, Akinosun",LSU Alumni Gold,2016-04-23,4x100,W
21,Arkansas (C),43.85,"Brooks, Ellis-Watson, Harper, Parker",Arkansas Twilight,2016-05-06,4x100,W
22,UCLA (A),43.91,"Acolatse, Maduka, Annelus, Price",UCLA vs. Texas A&M Dual Meet,2016-04-16,4x100,W
22,Texas A&M (B),43.91,"Spaulding, Sparling, Thompson, Brown",UCLA vs. Texas A&M Dual Meet,2016-04-16,4x100,W
24,Mississippi (A),44.03,"Henderson, Tate, Ray, Suleman",Florida Relays,2016-03-31,4x100,W
25,Iowa (A),44.04,"Kwaza, Guster, Guillory, Hernandez",Baldy Castillo Invitational,2016-03-18,4x100,W
26,Texas (D),44.05,"Smith, Okolo, Golden, Akinosun",Big 12 Outdoor Track & Field Championships,2016-05-13,4x100,W
27,Clemson (B),44.12,"Robinson, Parrish, Ricketts, Williams",ACC Championships,2016-05-13,4x100,W
28,UCF (G),44.14,"Vaughn, Martin, Peterson, Williams",The American Outdoor Track & Field Championships,2016-05-12,4x100,W
29,Arkansas (A),44.16,"Parker, Ellis-Watson, Harper, Stumbaugh",John McDonnell Invitational,2016-04-22,4x100,W
30,LSU (C),44.17,"Misher, Hobbs, Duncan, Friar",LSU Battle on the Bayou,2016-04-09,4x100,W
31,Auburn (A),44.20,"Williams, Ambrose, Brown, Atherley",War Eagle Invitational,2016-04-22,4x100,W
32,Tennessee (D),44.21,"Woods, McCoy, Majors, Brown",SEC Championships,2016-05-12,4x100,W
33,Houston (A),44.22,"Carter, Hardnett, Burks, Williams",The American Outdoor Track & Field Championships,2016-05-12,4x100,W
34,Ohio State (D),44.27,"Barrie, Walker, Everson, Cavin",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,4x100,W
35,South Carolina (E),44.28,"Gray, Brockington, Murphy, Haith",Spec Towns Invitational 2016,2016-04-08,4x100,W
36,San Diego St. (D),44.30,"Singleton, Glenn, Auzenne, Henderson",Mountain West Championships,2016-05-11,4x100,W
36,UCF (F),44.30,"Jocelyn, Martin, Peterson, Williams",UNF Twilight,2016-05-04,4x100,W
38,San Diego St. (C),44.36,"Henderson, Glenn, Bunch, Ainsworth",Payton Jordan Invitational,2016-05-01,4x100,W
39,Oklahoma (A),44.38,"Brazil, Pipi, Roberson, Buchanan",LSU Battle on the Bayou,2016-04-09,4x100,W
39,UCLA (B),44.38,"Moore, Maduka, Annelus, Price",Bruin Legends of T&F Invitational,2016-04-02,4x100,W
41,Cincinnati (D),44.39,"Lee, Bisiolu, Robinson, Woodall",The American Outdoor Track & Field Championships,2016-05-12,4x100,W
42,Missouri (B),44.40,"Cody, Jackson, Felton, Farquharson",SEC Championships,2016-05-12,4x100,W
43,Iowa (C),44.41,"Kwaza, Guster, Chapman, Guillory",Jim Click Shootout,2016-04-09,4x100,W
43,USC (A),44.41,"Graham, Hill, Cantrell, Brown",Trojan Invitational,2016-03-18,4x100,W
45,Notre Dame (B),44.43,"Barber, English, Lewis, Bamgbose",ACC Championships,2016-05-13,4x100,W
46,Rutgers (C),44.46,"Francis, Farquharson, Gordon, Saunders",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,4x100,W
47,UC Irvine (A),44.51,"Crutchfield, George, Norman, William-Mensah",Big West Outdoor Track & Field Championships,2016-05-13,4x100,W
48,Missouri (A),44.54,"Cody, Jackson, Felton, Obi",John McDonnell Invitational,2016-04-22,4x100,W
48,Oregon (B),44.54,"Wallace, Johnson, Barbian, Rowlee",Willie Williams Classic,2016-03-18,4x100,W
50,UTEP (D),44.55,"Ragin, Amusan, Roberts, Uwakwe",37th Annual Sun Angel Classic,2016-04-08,4x100,W
50,Oklahoma (B),44.55,"Pipi, Demerson, Roberson, Buchanan",UT Arlington Bobby Lane Invitational,2016-03-26,4x100,W
52,Harvard (A),44.56,"Musa, Miller, Franklin, Thomas",Raleigh Relays,2016-03-25,4x100,W
52,Illinois (F),44.56,"Seymour, Rogers, Stewart, Taylor",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,4x100,W
52,LSU (D),44.56,"Yon, Hobbs, Misher, Friar",Texas Invitational,2016-04-16,4x100,W
55,Nebraska (C),44.59,"McCoy, Harris, Freeman, McIntosh",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,4x100,W
56,UCF (C),44.63,"Vaughn, Martin, Williams, Bellamy",Florida Relays,2016-03-31,4x100,W
57,South Carolina (J),44.71,"Gray, Brockington, Johnson, Stanley",SEC Championships,2016-05-12,4x100,W
58,Texas A&M (D),44.72,"Carter, Desrosiers, Spaulding, Owens",37th Annual Sun Angel Classic,2016-04-08,4x100,W
58,LSU (A),44.72,"Harvey, Yon, Duncan, Friar",Miami Hurricane Twilight Invitational,2016-03-25,4x100,W
60,Grambling (A),44.73,"Simon, Carter, Beverly, Jones",2016 SWAC Outdoor Championship,2016-05-06,4x100,W
61,Jacksonville (A),44.74,"Shufford, Baldwin, Richard, Phillips",ASUN Outdoor Track & Field Championships,2016-05-13,4x100,W
61,UCF (A),44.74,"Jocelyn, Jones, Vaughn, Williams",UCF Black and Gold Challenge,2016-03-18,4x100,W
63,Washington St. (A),44.75,"Gaffney, Darden, Ekelem, Keel",Jim Bush Collegiate Invitational,2016-03-22,4x100,W
64,Alabama State (D),44.76,"Williams, Ferebee, Howard, Wilson",Mt. SAC Relays,2016-04-14,4x100,W
64,Western Kentucky (I),44.76,"Alzola, Valentine, Beasley, Akachukwu",Conference USA Championship,2016-05-12,4x100,W
64,East Carolina (E),44.76,"Rayfield, Warner, Singletary, Salami",The American Outdoor Track & Field Championships,2016-05-12,4x100,W
67,Florida State (A),44.81,"Jean, Helps, Pierce, Freeman",Florida State Relays,2016-03-25,4x100,W
68,Alabama (A),44.83,"Clerveaux, Gause, Gholston, Fotopoulou",Florida State Relays,2016-03-25,4x100,W
69,Florida State (E),44.84,"Setterington, Helps, Pierce, Freeman",ACC Championships,2016-05-13,4x100,W
70,Florida State (C),44.85,"Williams, Helps, Pierce, Freeman",Florida Relays,2016-03-31,4x100,W
71,UNLV (D),44.88,"Coquia, Smith-Barnett, Gales, Austin",Steve Scott Invitational,2016-04-29,4x100,W
71,South Carolina (C),44.88,"Brockington, Haith, Taylor, Dendy",Georgia Tech Yellow Jacket Invitational,2016-03-25,4x100,W
73,Tulane (B),44.89,"Duckett, McMillan, Brazzel, Blocker",The American Outdoor Track & Field Championships,2016-05-12,4x100,W
74,North Texas (D),44.91,"STEWART, LANDRY, OBASUYI, EL-AMIN",Conference USA Championship,2016-05-12,4x100,W
75,TCU (B),44.92,"Paiement, Moore, McGhee, Heard",UF Tom Jones Memorial,2016-04-22,4x100,W
76,South Carolina (A),44.93,"Brockington, Haith, Abrams, Gray",Alan Connie Shamrock Invitational,2016-03-17,4x100,W
77,N. Carolina A&T (A),44.96,"Love, White, Knight, Brown",MEAC Outdoor Track & Field Championships,2016-05-05,4x100,W
78,Kansas (D),44.97,"Valentine, Montgomery, Sanni, Newell",Big 12 Outdoor Track & Field Championships,2016-05-13,4x100,W
78,UCF (D),44.97,"Jocelyn, Bellamy, Williams, Vaughn",UCF vs Illinois Dual,2016-04-09,4x100,W
80,Miami (A),44.98,"Brown, Ford, Leacock, Morrison",Miami Hurricane Invitational,2016-03-18,4x100,W
81,Harvard (B),45.01,"Musa, Scott, Franklin, Miller",Virginia Challenge,2016-04-22,4x100,W
82,Houston (C),45.02,"Carter, Hardnett, Young, Williams",Carolyn & Ron Yokubaitis Invitational,2016-04-23,4x100,W
83,San Diego St. (B),45.03,"Bunch, Glenn, Robinson, Henderson",38th Annual Aztec Invitational,2016-03-24,4x100,W
84,Texas State (A),45.04,"Krenek, Hardy, Stewart, Dorner",Texas State Bobcat Classic,2016-04-29,4x100,W
85,UNLV (C),45.08,"Gales, Austin, Pegram, Anuakpado",UC Riverside Spring Break Invitational,2016-03-24,4x100,W
86,Texas Tech (B),45.09,"Latham, Limp, Johnson, Nesmith",Michael Johnson Classic,2016-04-23,4x100,W
87,Colorado (A),45.10@,"Holland, Brown, Peters, Gehring",CU Invitational,2016-04-08,4x100,W
88,UNLV (E),45.12,"Cooper, Smith-Barnett, Gales, Austin",Bulldog Invitational,2016-04-23,4x100,W
89,Clemson (A),45.13,"Williams, Parrish, Hadley, Ricketts",Georgia Tech Yellow Jacket Invitational,2016-03-25,4x100,W
90,Bethune-Cookman (B),45.14,"McCreath-Tardie, Morrison, Brown, Johnson",MEAC Outdoor Track & Field Championships,2016-05-05,4x100,W
90,Arizona (C),45.14,"Hicks, Gray, Trevisan, Christman",2016 Duel in the Desert,2016-04-30,4x100,W
92,Missouri State (B),45.19,"Cave, Kurtimah, Pattie-Belleli, Husbands",2016 MVC Outdoor Track and Field Championships,2016-05-13,4x100,W
92,Kansas State (A),45.19,"McKenzie, Mitchell, Allen, Jones",Bruin Legends of T&F Invitational,2016-04-02,4x100,W
94,Miami (D),45.20,"Wimbley, Brown, Stiverne, Leacock",LSU Invitational,2016-04-30,4x100,W
95,Virginia (A),45.21,"Smith, Wright, Chaney, McKenzie",ACC Championships,2016-05-13,4x100,W
96,Arkansas-Little Rock (A),45.22,"Dupeh, Hicks, Nickerson, Charles",Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,4x100,W
97,Alabama State (E),45.24,"Horn, Ferebee, Howard, Wilson",War Eagle Invitational,2016-04-22,4x100,W
98,Missouri State (A),45.25,"Cave, Kurtimah, Francois, Husbands",Jace LaCoste- Mississippi State Invitational,2016-04-30,4x100,W
98,Arizona (A),45.25,"Trevisan, Waggoner, Hicks, Johns",Jim Bush Collegiate Invitational,2016-03-22,4x100,W
100,Duke (B),45.26,"Lowe, Maslowski, Kopp, Price",Duke Invitational,2016-04-22,4x100,W
1,USC,42.44,"McGlaston, Annelus, Thomas, Terry",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
2,USC (B),42.45,"Brissett, Annelus, Thomas, Terry",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
3,USC (C),42.77,"Hall, Annelus, Thomas, Terry",USC vs UCLA,2019-04-27,4x100,W
4,LSU,42.93,"Marshall, Johnson, Misher, Richardson",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
5,Arkansas,43.11,"Parker, Chadwick, Brown, Campbell",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
5,Kentucky,43.11,"Barnes, Steiner, Gray, O'Connor",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
7,Alabama,43.32,"Lampkin, Prieto, Darius, Sparling",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
8,Texas A&M,43.35,"McDonald, White, Thompson, Spaulding",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
9,N. Carolina A&T,43.45,"Sturgis, White, Townsend, Debose-Epps",MEAC Outdoor Track & Field Championships,2019-05-02,4x100,W
10,Oregon,43.46,"D'Arpino, Brown, DesRosiers, Duncan",2019 Desert Heat Classic,2019-04-27,4x100,W
10,Texas A&M (B),43.46,"Thompson, White, Spaulding, Madubuike",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,4x100,W
12,LSU (B),43.47,"Marshall, Augustine, Misher, Richardson",Miami Hurricane Alumni Invitational,2019-04-12,4x100,W
13,Oregon (B),43.51,"D'Arpino, D'Arpino, DesRosiers, Duncan",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
14,Miami (Fla.),43.56,"Brown, Steele, Mason, McMinn",Florida Relays,2019-03-28,4x100,W
15,Alabama (B),43.63,"Lampkin, Sparling, Prieto, Clark",Crimson Tide Invitational,2019-04-11,4x100,W
15,Kentucky (B),43.63,"Barnes, Steiner, Ross, Gray",Florida Relays,2019-03-28,4x100,W
17,Ole Miss,43.76,"Rowe, Eckford, Simmons, Presley",LSU Invitational,2019-04-27,4x100,W
18,Alabama (C),43.79,"Lampkin, Prieto, Darius, Clark",LSU Battle on the Bayou,2019-04-06,4x100,W
19,Oregon (C),43.82,"D'Arpino, Duncan, Brown, Reed",41st Annual Aztec Invitational,2019-03-22,4x100,W
20,Texas,43.84,"Simon, Daniels, Alfred, Flannel",Big 12 Outdoor Track and Field Championships,2019-05-10,4x100,W
20,LSU (C),43.84,"Augustine, Johnson, Misher, Richardson",Louisiana Classics,2019-03-15,4x100,W
20,Florida State,43.84,"Davis, Helps, Jones, Seymour",Florida Relays,2019-03-28,4x100,W
23,South Carolina,43.86,"Davis, Stanley, Pennamon, Jonathas",Florida Relays,2019-03-28,4x100,W
23,Miami (Fla.) (B),43.86,"Brown, Steele, Mason, Patterson",Miami Hurricane Invitational,2019-03-15,4x100,W
23,Texas A&M (C),43.86,"Madubuike, Spaulding, Thompson, Martin",2019 Baldy Castillo Invitational,2019-03-15,4x100,W
26,Ohio State,43.99,"Soleyn, Battle, Senior, DeLoach",Big Ten Championships,2019-05-10,4x100,W
26,Texas A&M (D),43.99,"McDonald, Martin, Ivy, Madubuike",Michael Johnson Invitational,2019-04-19,4x100,W
28,Florida State (B),44.02,"Davis, Seymour, Jones, Kirkland",ACC Championships,2019-05-09,4x100,W
29,Arkansas (B),44.05,"Wilson, Chadwick, Brown, Campbell",The Reveille Meet,2019-04-06,4x100,W
30,Houston,44.11,"Taylor, Sample, Tamayo-Garza, Seymour",125th Penn Relays,2019-04-25,4x100,W
31,Colorado St.,44.12,"Sant, Gale, Rocker, Ozoude",Mountain West Outdoor Track & Field Championship,2019-05-08,4x100,W
32,Florida State (C),44.13,"Davis, Kirkland, Helps, Seymour",Mt. SAC Relays,2019-04-18,4x100,W
33,Alabama (D),44.16,"Washington, Darius, Baker, Roberson",Florida Relays,2019-03-28,4x100,W
34,UCF,44.17,"Williams, Hyde, Defreitas, Holback",The American Outdoor Track & Field Championships,2019-05-10,4x100,W
35,South Carolina (B),44.18,"Davis, Abrams, Pennamon, Jonathas",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
36,South Carolina (C),44.26,"Davis, Stanley, Pennamon, Parks",Gamecock Invitational Outdoor,2019-04-13,4x100,W
37,Cincinnati,44.27,"Chandler, Bisiolu, Banks, Lattimore",The American Outdoor Track & Field Championships,2019-05-10,4x100,W
37,Texas A&M (E),44.27,"Martin, White, Thompson, Spaulding",The Reveille Meet,2019-04-06,4x100,W
39,Jacksonville,44.30,"Baldwin, Smiling, Toombs, Smith",UNF Invitational,2019-04-05,4x100,W
40,Texas A&M (F),44.31,"McDonald, Martin, Thompson, Kerley",Texas A&M Alumni Muster,2019-04-27,4x100,W
40,Alabama (E),44.31,"Washington, Prieto, Baker, Roberson",FSU Relays (College),2019-03-22,4x100,W
40,Tennessee,44.31,"Duncan, McCoy, Dyer, Cameron",Miami Power 5 Trailblazer Challenge,2019-03-23,4x100,W
43,Clemson,44.32,"Hill, Smith, Mallard, Lawrence",North Florida Spring Break Invitational,2019-03-21,4x100,W
44,Kansas State,44.33,"Pryce, Cave, McKenzie, Guerrier",Big 12 Outdoor Track and Field Championships,2019-05-10,4x100,W
45,Oregon (D),44.34,"Dunmore, D'Arpino, Reed, Duncan",40th Sun Angel Track Classic,2019-04-05,4x100,W
46,Baylor,44.35,"Grant, Horton, Washington, Carter",Michael Johnson Invitational,2019-04-19,4x100,W
47,Miami (Fla.) (C),44.38,"Brown, Patterson, Mason, McMinn",Miami Hurricane Alumni Invitational,2019-04-12,4x100,W
48,Oregon (E),44.39,"Robinson, Brown, DesRosiers, Waller",40th Sun Angel Track Classic,2019-04-05,4x100,W
49,LSU (D),44.44,"Marshall, Augustine, Misher, Young",LSU Battle on the Bayou,2019-04-06,4x100,W
50,California,44.49,"Wise, Corrales-Nelson, Stevens, Patterson",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
51,Texas A&M (G),44.54,"Spaulding, White, Ivy, Hall",Texas A&M Alumni Muster,2019-04-27,4x100,W
52,Clemson (B),44.55,"Hill, Smith, Williams, Mallard",Florida Relays,2019-03-28,4x100,W
53,Kentucky (C),44.56,"Barnes, Steiner, Ross, Abbott",Vanderbilt Black & Gold Invitational,2019-03-22,4x100,W
54,Oklahoma,44.58,"Van Buren, Merriweather, Giles, Blackmon",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,4x100,W
55,TCU,44.59,"Glenn, Longmire, Spinks, Williams",Jim Click Shootout,2019-04-06,4x100,W
55,Penn State,44.59,"Williams, Thomas, Lester, Holmes",125th Penn Relays,2019-04-25,4x100,W
57,Texas (B),44.61,"Burton, Daniels, Simon, Flannel",National Relay Championships,2019-04-26,4x100,W
57,UCF (B),44.61,"Gallmon, Holback, Defreitas, Hyde",Black and Gold Challange,2019-03-15,4x100,W
59,Houston (B),44.64,"Samuels, Tamayo-Garza, Henderson, Sample",Tom Tellez Invitational,2019-05-03,4x100,W
60,Illinois,44.65,"Carr, Hargrove, Driver, Rogers",Illinois Twilight,2019-04-13,4x100,W
61,Alabama State,44.67,"Evans, Jack, Whittaker, Hackney",Gamecock Invitational Outdoor,2019-04-13,4x100,W
61,Ohio State (B),44.67,"Soleyn, Battle, Kanney, DeLoach",Gamecock Invitational Outdoor,2019-04-13,4x100,W
63,Arkansas State,44.70,"Cook, Smith, Williams, Erewele",Sun Belt Outdoor Track and Field Championships,2019-05-10,4x100,W
64,Texas A&M (H),44.71,"McDonald, Martin, Ivy, Spaulding",Texas A&M Invitational I,2019-04-12,4x100,W
65,Texas Tech,44.72@,"Johnson, Gordon, Johnson, Egharevba",Fearless Champion Open,2019-03-22,4x100,W
66,Nebraska,44.73,"Bridges, Harris, Ingram, McIntosh",2019 Husker Spring Invitational,2019-04-05,4x100,W
67,Purdue,44.76,"Heath, Dorsey, Bracey, Christopher",Big Ten Championships,2019-05-10,4x100,W
68,Texas Tech (B),44.77@,"Johnson, Gordon, Ricks, Johnson",Corky/Crofoot Shootout,2019-04-26,4x100,W
68,Tennessee (B),44.77,"Duncan, Cantrell, Dyer, Turner",SEC Outdoor Track & Field Championships,2019-05-09,4x100,W
68,Houston (C),44.77,"Taylor, Adams, Sample, Seymour",Houston Spring Break Invitational,2019-03-14,4x100,W
71,Wyoming,44.78@,"Davis, Henderson, Howell, Edmonds",Jack Christiansen Invitational,2019-04-26,4x100,W
72,Arizona,44.80,"Bonds, Waggoner, White, Howard",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
72,Alabama State (B),44.80,"Evans, Jack, Toussaint, Hackney",War Eagle Invitational 2019,2019-04-19,4x100,W
74,Hampton,44.81,"Smith, Copeland, Brooks, Pitchford",Big South Outdoor Track and Field Championships,2019-05-08,4x100,W
75,Tennessee (C),44.83,"Duncan, Cameron, Dyer, Cantrell",Tennessee Challenge,2019-05-04,4x100,W
76,San Diego St.,44.85,"Fletcher, Harris, McDonald, Dyer",Jim Bush Legends Invitational,2019-03-30,4x100,W
77,Southern Illinois,44.86,"Harris, Eason, Ewell, Branch",MVC Championship,2019-05-10,4x100,W
78,Ole Miss (B),44.88,"Presley, Eckford, Paul, Rowe",Miami Power 5 Trailblazer Challenge,2019-03-23,4x100,W
79,Southern Illinois (B),44.89,"Branch, Eason, Ewell, Meyer",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,4x100,W
79,UCLA,44.89,"Acolatse, Moses, Moore, Rodney",Mt. SAC Relays,2019-04-18,4x100,W
81,Arizona State,44.91,"Anokye, Bailey, Brown, Larkin",2019 Pac-12 Track & Field Championships,2019-05-04,4x100,W
81,Texas Tech (C),44.91,"Harris, Byrd, Ricks, Egharevba",Michael Johnson Invitational,2019-04-19,4x100,W
83,Oklahoma (B),44.94,"Austin, Merriweather, Giles, Blackmon",Big 12 Outdoor Track and Field Championships,2019-05-10,4x100,W
83,Long Beach St.,44.94,"Brandon, Davis, Golden, Harbin",Jim Bush Legends Invitational,2019-03-30,4x100,W
85,Virginia,44.96,"Leonard, Hazzard, Woodley, Jefferson",ACC Championships,2019-05-09,4x100,W
86,Alabama (F),45.00,"Lampkin, Sparling, Darius, Clark",FSU Relays (College),2019-03-22,4x100,W
87,Bethune-Cookman,45.01,"Morrison, Nichols, Whitfield, McCreath-Tardie",UNF Invitational,2019-04-05,4x100,W
88,Texas Tech (D),45.02,"Johnson, Gordon, Ricks, Byrd",Big 12 Outdoor Track and Field Championships,2019-05-10,4x100,W
89,Alabama State (C),45.03,"Evans, Newsom, Toussaint, Whiley",North Florida Spring Break Invitational,2019-03-21,4x100,W
90,Eastern Michigan,45.04,"Harris, Johnston, Mason, Ganther",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,4x100,W
91,Stephen F. Austin,45.06,"Jackson, Burch, Nave, Teel",Southland Conference Outdoor Track and Field Championship,2019-05-03,4x100,W
92,BYU,45.07@,"Rogers, Quackenbush, Rawlinson, Gardner",2019 BYU Robison Invitational,2019-04-25,4x100,W
93,Oklahoma (C),45.08,"Austin, Merriweather, Giles, Blackmon",2019 TCU Invitational,2019-03-16,4x100,W
94,Northwestern St.,45.09,"Moore, Evans, Giles, Jackson",Southland Conference Outdoor Track and Field Championship,2019-05-03,4x100,W
95,Wichita State,45.10@,"Garcia, Darby, Holmes, McMillian",Corky/Crofoot Shootout,2019-04-26,4x100,W
95,North Carolina St.,45.10,"Pate, Long, Wright, Cunningham",ACC Championships,2019-05-09,4x100,W
97,Florida Atlantic,45.11,"Moorer, Whyte, Shaw, Ambrose",Miami Hurricane Invitational,2019-03-15,4x100,W
98,Sacramento St.,45.13,"Revera, Bedingfield, Jones, Patterson",Causeway Classic,2019-04-26,4x100,W
98,Kansas State (B),45.13,"Taubert, Pryce, McKenzie, Cave",41st Annual Aztec Invitational,2019-03-22,4x100,W
100,Penn State (B),45.14,"Williams, Albury, Lester, Holmes",LSU Battle on the Bayou,2019-04-06,4x100,W
1,Texas A&M (A),42.61,"Madu, Purvis, Brown, Brown",SEC Championships,2015-05-14,4x100,W
2,Florida (A),42.72,"Reynolds, Sanders, Gause, Jefferson",SEC Championships,2015-05-14,4x100,W
3,LSU (D),42.80,"Harvey, Hobbs, Martin, Brisco",SEC Championships,2015-05-14,4x100,W
4,Kentucky (D),42.85,"Bryant, Tyson, Hackworth, Booker",SEC Championships,2015-05-14,4x100,W
5,USC (C),43.10,"Hill, Westbrook, Faulknor, Gaither",Pac-12 Track & Field Championships,2015-05-15,4x100,W
6,Oregon (A),43.31,"Sant, Washington, Prandini, Todd",Trojan Invitational,2015-03-20,4x100,W
7,Alabama (D),43.60,"Kimpel, Burks, Gholston, Burchell",SEC Championships,2015-05-14,4x100,W
8,Texas (D),43.61,"Snow, Okolo, Collins, Akinosun",Texas Invitational,2015-04-11,4x100,W
9,Oregon (D),43.65,"Wallace, Todd, Horsley, Sant",Pac-12 Track & Field Championships,2015-05-15,4x100,W
10,Texas (C),43.70,"Snow, Spencer, Okolo, Akinosun",2015 Clyde Littlefield Texas Relays,2015-03-25,4x100,W
11,Texas A&M (B),43.72,"Little, Purvis, Madu, Brown",2015 Clyde Littlefield Texas Relays,2015-03-25,4x100,W
12,Oregon (C),43.79,"Wallace, Todd, Prandini, Sant",Mt. SAC Relays,2015-04-16,4x100,W
12,USC (E),43.79,"Hill, Cantrell, Hall, Brown",2015 Jim Click Shootout,2015-04-11,4x100,W
14,Mississippi (A),43.80,"Henderson, Ray, Suleman, Hunter",LSU Invitational,2015-05-02,4x100,W
15,Clemson (D),43.85,"Fountain, Parrish, Hadley, Jacobs",ACC Outdoor Track & Field Championships,2015-05-14,4x100,W
16,Texas (E),43.91,"Snow, Baisden, Collins, Smith",Michael Johnson Classic,2015-04-18,4x100,W
17,Kentucky (B),43.99,"Oliver, Booker, Hackworth, Tyson",Pepsi Team Invitational,2015-04-11,4x100,W
18,Alabama (A),44.00,"Kimpel, Burks, Gholston, Thomas",LSU Invitational,2015-05-02,4x100,W
19,Kentucky (A),44.01,"Oliver, Booker, Hackworth, Phillips",Florida Relays,2015-04-02,4x100,W
19,Texas (B),44.01,"Snow, Spencer, Okolo, Smith",2015 Clyde Littlefield Texas Relays,2015-03-25,4x100,W
21,Texas (G),44.11,"Snow, Smith, Akinosun, Baisden",Big 12 Outdoor Track & Field Championships,2015-05-15,4x100,W
22,UCF (F),44.34,"Henry, Vaughn, Peterson, Bellamy",UCF Twilight,2015-04-30,4x100,W
23,Mississippi (D),44.35,"Henderson, Ray, Suleman, Tate",SEC Championships,2015-05-14,4x100,W
24,Texas (F),44.36,"Snow, Baisden, Okolo, Akinosun",2015 Penn Relays,2015-04-23,4x100,W
25,Ohio State (E),44.45,"Barnes, Everson, Hannan, Ray",Ohio State - Jesse Owens Classic,2015-05-01,4x100,W
26,LSU (C),44.46,"Brisco, Hobbs, Martin, Friar",2015 Clyde Littlefield Texas Relays,2015-03-25,4x100,W
26,UCF (A),44.46,"Vaughn, Henry, Bellamy, Nieuwendam",UCF Black and Gold Challenge,2015-03-21,4x100,W
28,UCF (E),44.47,"Nieuwendam, Peterson, Bellamy, Vaughn",The American Outdoor Track & Field Championships,2015-05-14,4x100,W
29,UTEP (C),44.52@,"Ramsay, James, Stiverne, Hardin",Conference USA Outdoor Track & Field Championships,2015-05-14,4x100,W
30,Indiana State (A),44.55,"Marrero, Obasih, Camble, Wise",Pacesetter Sports Invitational,2015-05-02,4x100,W
30,Mississippi (C),44.55,"Alexander, Tate, Tate, Henderson",Al vs MS Border Clash,2015-04-10,4x100,W
32,Washington (A),44.57,"Jacobson, Bouyer, Woodruff, Peterson",Pac-12 Track & Field Championships,2015-05-15,4x100,W
33,Clemson (C),44.58,"Robinson, Parrish, Hadley, Jacobs",Duke Invitational,2015-04-10,4x100,W
