,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
90,"Williams, Chris",SR-4,Washington,14.20,Pac-12 vs Big 10 Invitational,2016-03-25,0.0,110H,W
90,"Johnson, Parker",FR-1,Dartmouth,14.20,Raleigh Relays,2016-03-25,1.6,110H,W
90,"Seward, DaJuan",FR-1,Ohio State,14.20,Jesse Owens Track & Field Classic - Ohio State University,2016-04-22,2.4,110H,W
94,"Stark, William",JR-3,Sam Houston St.,14.21,Southland Conference Outdoor Track & Field Championships,2016-05-06,2.7,110H,W
95,"Akinmoladun, Oladapo",JR-3,Nebraska,14.22,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,-1.1,110H,W
96,"Adams, Terrance",SO-2,Alabama State,14.23,2016 SWAC Outdoor Championship,2016-05-06,-1.1,110H,W
96,"Ragland, Vincent",SO-2,East Carolina,14.23,Raleigh Relays,2016-03-25,1.6,110H,W
96,"Joshi, Aneesh",SR-4,Cal St. Fullerton,14.23,Big West Outdoor Track & Field Championships,2016-05-13,1.7,110H,W
96,"Pope, Ravaughn",SR-4,South Alabama,14.23,Jaguar Opener,2016-03-04,-2.7,110H,W
96,"Douglas, Chris",FR-1,Iowa,14.23,Musco Twilight,2016-04-23,2.6,110H,W
1,"Holloway, Grant",JR-3,Florida,13.07,SEC Outdoor Track & Field Championships,2019-05-09,0.8,110H,W
1,"Roberts, Daniel",JR-3,Kentucky,13.07,SEC Outdoor Track & Field Championships,2019-05-09,1.0,110H,W
3,"Moore, Isaiah",SR-4,South Carolina,13.25,Gamecock Invitational Outdoor,2019-04-13,2.1,110H,W
4,"Cunningham, Trey",SO-2,Florida State,13.43,FSU Relays (College),2019-03-22,2.3,110H,W
5,"Lattin, Amere",SR-4,Houston,13.56,The American Outdoor Track & Field Championships,2019-05-10,1.0,110H,W
6,"Thomas, Damion",SO-2,LSU,13.57,SEC Outdoor Track & Field Championships,2019-05-09,0.9,110H,W
7,"Edwards Jr., Eric",FR-1,Oregon,13.59,2019 Pac-12 Track & Field Championships,2019-05-04,0.0,110H,W
8,"Price, Arthur",SR-4,LSU,13.61,LSU Alumni Gold,2019-04-20,2.6,110H,W
9,"Campbell, LaFranz",SO-2,Clemson,13.62,Gamecock Invitational Outdoor,2019-04-13,0.2,110H,W
9,"Brown, Tai",FR-1,Kentucky,13.62,SEC Outdoor Track & Field Championships,2019-05-09,0.8,110H,W
11,"Nicholls, Michael",SR-4,Georgia,13.64,SEC Outdoor Track & Field Championships,2019-05-09,0.8,110H,W
12,"Dickson, Michael",SR-4,N. Carolina A&T,13.65,Aggie Invitational,2019-04-12,1.4,110H,W
13,"Ojora, Omotade",FR-1,USC,13.68,USC vs UCLA,2019-04-27,1.2,110H,W
14,"Burt, John",SR-4,Texas,13.70,National Relay Championships,2019-04-26,1.4,110H,W
15,"Morris, Marquis",SR-4,USC,13.71,2019 Pac-12 Track & Field Championships,2019-05-04,-0.6,110H,W
15,"Chattoo, Shakiel",SR-4,Arkansas,13.71,SEC Outdoor Track & Field Championships,2019-05-09,1.0,110H,W
15,"Zallow, Chad",SR-4,Youngstown St.,13.71,Akron - Northeast Ohio Quad,2019-04-05,2.1,110H,W
15,"Dunning, Robert",JR-3,Alabama,13.71,SEC Outdoor Track & Field Championships,2019-05-09,1.0,110H,W
15,"Foster, Azariah",SR-4,Jackson State,13.71,2019 SWAC Outdoor T&F Championships,2019-05-03,1.9,110H,W
20,"Tinch, Cordell",FR-1,Kansas,13.72,Big 12 Outdoor Track and Field Championships,2019-05-10,1.5,110H,W
21,"Parker, Caleb",JR-3,Southern Miss.,13.73,Conference USA Outdoor Championships,2019-05-09,0.9,110H,W
22,"Jackson, Dashaun",SR-4,Saint Francis University,13.74,Northeast Conference Championship,2019-05-04,-0.3,110H,W
23,"Agodu, Will",SR-4,Michigan State,13.75,Big Ten Championships,2019-05-10,0.9,110H,W
24,"Owens, Ayden",FR-1,USC,13.76,2019 Pac-12 Track & Field Championships,2019-05-04,0.0,110H,W
25,"Johnson, Nick",JR-3,Washington St.,13.77,Pacific Coast Intercollegiate,2019-04-18,1.5,110H,W
26,"McConico, Jaylan",JR-3,Iowa,13.78,Big Ten Championships,2019-05-10,0.9,110H,W
27,"Elliott, III, Carl",JR-3,Arkansas,13.79,SEC Outdoor Track & Field Championships,2019-05-09,0.9,110H,W
28,"Abdullahi, Bashiru",FR-1,Cal St. Northridge,13.80,Big West Outdoor Track & Field Championships,2019-05-10,-0.5,110H,W
28,"Daniels, Joseph",JR-3,Princeton,13.80,Ivy League Outdoor Track & Field Championships,2019-05-04,2.4,110H,W
28,"Siedhoff, Luke",JR-3,Nebraska,13.80@,Corky/Crofoot Shootout,2019-04-26,2.6,110H,W
28,"Weh, Mason",JR-3,Iowa State,13.80,Big 12 Outdoor Track and Field Championships,2019-05-10,1.5,110H,W
32,"Williams, Anthony",JR-3,Iowa,13.81,Big Ten Championships,2019-05-10,0.9,110H,W
33,"Foster, Jasher",JR-3,California,13.82,2019 Cal Opener,2019-03-02,2.0,110H,W
34,"Adams, Raleigh",JR-3,Long Beach St.,13.83,Big West Outdoor Track & Field Championships,2019-05-10,-0.5,110H,W
35,"Anderson, Joseph",SO-2,Oregon,13.85,2019 Desert Heat Classic,2019-04-27,1.0,110H,W
35,"Wilt, Caleb",SR-4,Kentucky,13.85,SEC Outdoor Track & Field Championships,2019-05-09,0.9,110H,W
37,"Viltz, Misana",SR-4,California,13.86,2019 Pac-12 Track & Field Championships,2019-05-04,0.0,110H,W
38,"Moffo, Shane",SR-4,Central Michigan,13.87,Virginia Challenge,2019-04-19,0.3,110H,W
38,"Lewis, Aaron",JR-3,Coppin State,13.87,MEAC Outdoor Track & Field Championships,2019-05-02,1.0,110H,W
38,"Flagler, Tremayne",SR-4,Northwestern St.,13.87,Southland Conference Outdoor Track and Field Championship,2019-05-03,1.6,110H,W
41,"Young, Justin",FR-1,Army West Point,13.89,Patriot League Outdoor Track & Field Championships,2019-05-03,0.8,110H,W
42,"Moore, Martice",SR-4,Louisville,13.90,ACC Championships,2019-05-09,1.3,110H,W
43,"Highman, Tyricke",SO-2,Florida State,13.91,UF Tom Jones Memorial,2019-04-26,1.5,110H,W
43,"Poole, Cory",SO-2,Florida,13.91,SEC Outdoor Track & Field Championships,2019-05-09,0.8,110H,W
43,"Gibbons, Sidney",SR-4,Albany,13.91,1th Annual Spring Classic,2019-03-15,1.2,110H,W
46,"Akindele, DJ",FR-1,Kennesaw State,13.92,Virginia Challenge,2019-04-19,2.8,110H,W
47,"Douglas, Chris",SR-4,Iowa,13.93,Big Ten Championships,2019-05-10,0.9,110H,W
48,"McCall, Fabian",JR-3,Sam Houston St.,13.94,Beach Invitational,2019-04-19,1.6,110H,W
48,"Keys, Loftin",SO-2,Jackson State,13.94,2019 SWAC Outdoor T&F Championships,2019-05-03,1.9,110H,W
50,"Prince, Patrick",SR-4,UTSA,13.95,Conference USA Outdoor Championships,2019-05-09,1.6,110H,W
50,"Moodie, Roderick",SR-4,LIU Brooklyn,13.95,125th Penn Relays,2019-04-25,0.0,110H,W
52,"Floyd, Richard",SR-4,Syracuse,13.96,ACC Championships,2019-05-09,1.3,110H,W
52,"Wilson, Devion",FR-1,Houston,13.96,The American Outdoor Track & Field Championships,2019-05-10,1.0,110H,W
52,"Braverman , Josh",SO-2,Iowa,13.96,Big Ten Championships,2019-05-10,0.9,110H,W
52,"Kimball, Patrick",SO-2,Akron,13.96,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,2.1,110H,W
56,"Hillard, Joshua",SR-4,Jackson State,13.98,2019 SWAC Outdoor T&F Championships,2019-05-03,1.9,110H,W
57,"Schneider, Logan",SR-4,Iowa State,13.99,Big 12 Outdoor Track and Field Championships,2019-05-10,1.5,110H,W
57,"Lyons, Austin",SR-4,Cornell,13.99,Ivy League Outdoor Track & Field Championships,2019-05-04,0.3,110H,W
57,"Gilbert, Tre'Bien",FR-1,Arkansas,13.99,National Relay Championships,2019-04-26,1.4,110H,W
57,"Broadnax, Kenney",FR-1,Ole Miss,13.99,SEC Outdoor Track & Field Championships,2019-05-09,0.9,110H,W
57,"Mayhue, Job",FR-1,Michigan,13.99,Louisville Invitational,2019-04-12,1.5,110H,W
57,"Brown, Christian",FR-1,Princeton,13.99,Ivy League Outdoor Track & Field Championships,2019-05-04,0.3,110H,W
63,"Moore, Titus",FR-1,Samford,14.00,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,3.3,110H,W
64,"Nelson, Israel",SR-4,Oral Roberts,14.01,Summit League T&F Outdoor Championships,2019-05-08,2.0,110H,W
64,"Beard, Dylan",SO-2,Hampton,14.01,Big South Outdoor Track and Field Championships,2019-05-08,2.3,110H,W
64,"Hubert, Axel",FR-1,Texas Tech,14.01@,Corky/Crofoot Shootout,2019-04-26,2.6,110H,W
67,"Burton, Koty",SO-2,Long Beach St.,14.02,Big West Challenge,2019-04-05,0.5,110H,W
67,"Tait, Emmanuel",JR-3,Samford,14.02,Samford Alabama Track Challenge 2019,2019-04-11,0.8,110H,W
69,"Williams, Paris",JR-3,Kennesaw State,14.03,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,1.8,110H,W
69,"Banks, Jaylen",JR-3,Norfolk State,14.03,MEAC Outdoor Track & Field Championships,2019-05-02,1.0,110H,W
71,"Appling, Hunter",FR-1,South Alabama,14.04,Sun Belt Outdoor Track and Field Championships,2019-05-10,-0.1,110H,W
71,"Miller, Robert",JR-3,N. Carolina A&T,14.04,MEAC Outdoor Track & Field Championships,2019-05-02,1.0,110H,W
71,"Patterson, Kentre",SO-2,Arizona State,14.04,2019 Desert Heat Classic,2019-04-27,1.0,110H,W
71,"Graham, Charles",SR-4,Hampton,14.04,Big South Outdoor Track and Field Championships,2019-05-08,1.9,110H,W
71,"Williams, Jaelen",JR-3,Hampton,14.04,Big South Outdoor Track and Field Championships,2019-05-08,2.3,110H,W
71,"Briggs, Walter",SR-4,Albany,14.04,1th Annual Spring Classic,2019-03-15,1.2,110H,W
77,"Rogers, Bretram",SO-2,Brown,14.05,Ivy League Outdoor Track & Field Championships,2019-05-04,2.4,110H,W
78,"Ham, Connor",JR-3,Northern Iowa,14.06,MVC Championship,2019-05-10,0.9,110H,W
78,"Jones, Christian",SO-2,Jackson State,14.06,2019 SWAC Outdoor T&F Championships,2019-05-03,1.9,110H,W
78,"Richardson, Anthony",SO-2,Charlotte,14.06,Conference USA Outdoor Championships,2019-05-09,1.6,110H,W
81,"Tawiah, Casimir",JR-3,Troy,14.07,Al Schmidt Bulldog Relays Invite,2019-03-22,1.9,110H,W
81,"Finley, Daveon",SO-2,Pittsburgh,14.07,ACC Championships,2019-05-09,1.3,110H,W
83,"Davis, Ian",JR-3,VCU,14.08,Virginia Challenge,2019-04-19,2.7,110H,W
83,"Garcia, Antonio",SR-4,Cal St. Northridge,14.08,Pacific Coast Intercollegiate,2019-04-18,1.5,110H,W
83,"Montgomery IV, Blanchard",FR-1,Purdue,14.08,Jim Click Shootout,2019-04-06,0.8,110H,W
86,"Grant, Christapherson",SR-4,Washington St.,14.09,2019 Pac-12 Track & Field Championships,2019-05-04,0.0,110H,W
86,"Hughes, Tyler",SR-4,UL-Lafayette,14.09,LSU Invitational,2019-04-27,1.8,110H,W
86,"Fontaine, Micah",SR-4,Air Force,14.09@,Air Force Twilight Open,2019-05-03,0.0,110H,W
86,"Thompson, Clayton",SO-2,Navy,14.09,Army vs. Navy Outdoor Star Meet,2019-04-06,1.8,110H,W
86,"Montgomery, Devon",SR-4,Southern Utah,14.09@,2019 BYU Robison Invitational,2019-04-25,0.3,110H,W
91,"Seward, DaJuan",SR-4,Ohio State,14.11,Gamecock Invitational Outdoor,2019-04-13,-0.2,110H,W
91,"Fincher, Victor",SR-4,UT-Arlington,14.11,North Texas Classic,2019-04-06,1.9,110H,W
91,"Schooler, Crockett",FR-1,Pittsburgh,14.11,ACC Championships,2019-05-09,1.3,110H,W
94,"Lewis-Banks, Matthew",FR-1,Indiana State,14.12,Ole Miss Classic,2019-03-30,2.7,110H,W
94,"Jordan, Quivell",SO-2,Houston,14.12,The American Outdoor Track & Field Championships,2019-05-10,1.0,110H,W
96,"Brixey, Sam",JR-3,Washington St.,14.13,2019 Pac-12 Track & Field Championships,2019-05-04,0.0,110H,W
96,"Smith, Joshua",SO-2,Sam Houston St.,14.13,Southland Conference Outdoor Track and Field Championship,2019-05-03,1.1,110H,W
96,"Moore, Matt",JR-3,Syracuse,14.13,Florida Relays,2019-03-28,-1.2,110H,W
99,"Clancy, Kyle",SR-4,UC Davis,14.14,Big West Outdoor Track & Field Championships,2019-05-10,-0.5,110H,W
99,"Smith, Shakeem",JR-3,UTEP,14.14,2019 Desert Heat Classic,2019-04-27,1.0,110H,W
1,"Davis II, Wayne",SR-4,Texas A&M,13.23,SEC Outdoor Championship,2014-05-15,0.4,110H,W
2,"Harris, Aleec",SR-4,USC,13.32,Mt. SAC Relays,2014-04-17,0.1,110H,W
3,"Joseph, Vanier",SR-4,Illinois,13.41,Illinois Twilight,2014-04-12,2.6,110H,W
4,"Swift, Greggmar",SR-4,Indiana State,13.43,Illinois Twilight,2014-04-12,2.6,110H,W
5,"Williams, Isaac",SO-2,Houston,13.44,Mt. SAC Relays,2014-04-17,2.9,110H,W
6,"Lovett, Eddie",SR-4,Florida,13.45,2014 Clyde Littlefield Texas Relays,2014-03-26,2.1,110H,W
7,"Allen, Devon",FR-1,Oregon,13.47,Pac-12 Outdoor Track and Field Championships,2014-05-17,1.0,110H,W
8,"McLeod, Omar",FR-1,Arkansas,13.50,SEC Outdoor Championship,2014-05-15,0.9,110H,W
9,"Busby, Durell",SR-4,Wis.-Milwaukee,13.56,EIU Last Chance Twilight,2014-05-09,2.8,110H,W
10,"Ristic, Milan",SR-4,California,13.59,2014 Clyde Littlefield Texas Relays,2014-03-26,2.1,110H,W
11,"Winters, Brandon",SR-4,Purdue,13.61,Big Ten Outdoor Track & Field Championships,2014-05-16,0.8,110H,W
12,"Brown, Trevor",SR-4,Colorado St.,13.64,Mt. SAC Relays,2014-04-17,0.1,110H,W
12,"Grace, Bryce",SO-2,Baylor,13.64,Longhorn Invitational,2014-05-03,2.2,110H,W
14,"Wyatt, Vincent",JR-3,Radford,13.65,Virginia Challenge,2014-05-09,0.8,110H,W
14,"Collier, Jermaine",SO-2,South Carolina,13.65,SEC Outdoor Championship,2014-05-15,1.8,110H,W
16,"Campbell, Torrey",SO-2,Auburn,13.67,SEC Outdoor Championship,2014-05-15,1.8,110H,W
17,"Moore, Jordan",FR-1,TCU,13.68@,Big 12 Outdoor Track and Field Championships,2014-05-16,3.9,110H,W
18,"Pollitt, Donald",JR-3,Syracuse,13.73,Penn Relays,2014-04-24,0.8,110H,W
19,"Banks, Tremayne",JR-3,Bethune-Cookman,13.77,3rd Annual South Florida Multi-Cultrual Games,2014-04-28,2.4,110H,W
19,"Kanervo, Jussi",FR-1,South Carolina,13.77,USC Weems Baskin Invitational,2014-03-28,2.3,110H,W
19,"Cabral, Johnathan",JR-3,Oregon,13.77,Oregon Preview,2014-03-22,0.9,110H,W
22,"Harris, Jarvis",JR-3,Harvard,13.80,LSU Alumni Gold,2014-04-19,2.4,110H,W
23,"Stigler, Michael",JR-3,Kansas,13.81@,Big 12 Outdoor Track and Field Championships,2014-05-16,0.3,110H,W
24,"Anderson, Nick",FR-1,Kentucky,13.82,Longhorn Invitational,2014-05-03,2.2,110H,W
24,"Echols, Dondre",SO-2,South Carolina,13.82,SEC Outdoor Championship,2014-05-15,0.9,110H,W
26,"Dunkerley-Offor, Spencer",FR-1,Texas,13.84,2014 Clyde Littlefield Texas Relays,2014-03-26,0.5,110H,W
26,"Akinmoladun, Oladapo",SO-2,Nebraska,13.84,Arkansas Spring Invitational,2014-04-04,-0.7,110H,W
28,"Benson, Shujaa",JR-3,Texas Tech,13.85,ACU Wes Kittley Invitational,2014-04-12,3.6,110H,W
