,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
1,"Orji, Keturah",SO-2,Georgia,14.60m,"47' 11""",SEC Championships,2016-05-12,2.9,TJ,W
2,"Charley, Simone",JR-3,Vanderbilt,13.73m,"45' 0.5""",SEC Championships,2016-05-12,1.8,TJ,W
2,"Matthews, Bria",FR-1,Georgia Tech,13.73m,"45' 0.5""",ACC Championships,2016-05-13,1.2,TJ,W
4,"Latham, Viershanie",JR-3,Texas Tech,13.60m,"44' 7.5""",Texas Tech Masked Rider Open,2016-05-06,4.0,TJ,W
5,"Williams, Tierra",JR-3,Nebraska,13.56m,"44' 6""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.6,TJ,W
6,"Hughes, Amber",JR-3,Tennessee St.,13.46m,"44' 2""",Memphis Tiger Invitational,2016-04-29,0.5,TJ,W
6,"Dicks, Natasha",JR-3,South Carolina,13.46m,"44' 2""",SEC Championships,2016-05-12,0.2,TJ,W
8,"Ryan, Marshay",JR-3,Auburn,13.41m,"44' 0""",SEC Championships,2016-05-12,2.3,TJ,W
9,"Garcia, Asa",FR-1,Texas,13.38m,"43' 10.75""",LSU Alumni Gold,2016-04-23,2.1,TJ,W
10,"Black, Jazzelena",SR-4,South Dakota St.,13.35m,"43' 9.75""",Texas State Bobcat Invitational,2016-03-31,1.9,TJ,W
11,"Marten, Isabella",SO-2,California,13.31m,"43' 8""",Pac-12 Outdoor Track & Field Championships,2016-05-14,-0.2,TJ,W
12,"McQueen, Darrielle",SO-2,Florida,13.30m,"43' 7.75""",LSU Invitational,2016-04-30,2.3,TJ,W
13,"Terrell, Anasterasia",JR-3,Clemson,13.27m,"43' 6.5""",ACC Championships,2016-05-13,1.4,TJ,W
14,"Abrahamsson, Rebecka",SO-2,Cincinnati,13.21m,"43' 4.25""",Lenny Lyles-Clark Wood Invitational,2016-04-21,1.0,TJ,W
15,"Lawrence, Shardia",FR-1,Kansas State,13.19m,"43' 3.25""",Big 12 Outdoor Track & Field Championships,2016-05-13,-0.9,TJ,W
15,"Saunders, Sha'Keela",JR-3,Kentucky,13.19m,"43' 3.25""",SEC Championships,2016-05-12,2.7,TJ,W
15,"Amsterdam, Iana",JR-3,Clemson,13.19m,"43' 3.25""",ACC Championships,2016-05-13,2.4,TJ,W
18,"Tibbs, Keyasia",JR-3,Arizona State,13.10m,"42' 11.75""",Mt. SAC Relays,2016-04-14,0.4,TJ,W
18,"Luque, Jhoanmy",SO-2,Iowa State,13.10m,"42' 11.75""",LSU Alumni Gold,2016-04-23,1.6,TJ,W
20,"Allen, Sabina",SO-2,Campbell,13.09m,"42' 11.5""",Campbell University Invitational,2016-04-15,2.0,TJ,W
21,"Gibson, Dannielle",JR-3,Penn State,13.08m,"42' 11""",Pepsi Invitational,2016-04-09,0.0,TJ,W
22,"Hadnot, Jannell",JR-3,New Mexico,13.05m,"42' 9.75""",Bryan Clay Invitational,2016-04-14,1.3,TJ,W
22,"Ebwea-Bile, Marie-Josee",FR-1,Kentucky,13.05m,"42' 9.75""",Spec Towns Invitational 2016,2016-04-08,2.8,TJ,W
22,"Marler, Aasha",SR-4,New Mexico,13.05m,"42' 9.75""",Don Kirby Tailwind Open,2016-04-02,0.0,TJ,W
25,"Greenlee, Chardae",JR-3,Memphis,13.03m,"42' 9""",The American Outdoor Track & Field Championships,2016-05-12,0.9,TJ,W
26,"Johnson, Aliyah",FR-1,Georgia,13.01m,"42' 8.25""",SEC Championships,2016-05-12,3.8,TJ,W
27,"Ding, Daisy",SO-2,Rice,13.00m,"42' 8""",Conference USA Championship,2016-05-12,0.2,TJ,W
28,"Ramos Gandia, Ariadna",JR-3,Akron,12.99m,"42' 7.5""",Akron - Cambell/Wright Open,2016-05-06,1.2,TJ,W
28,"Phillips, Stormm",JR-3,Jacksonville,12.99m,"42' 7.5""",UNF Spring Break Invitational,2016-03-25,1.4,TJ,W
30,"Jackson, Gionna",SR-4,Texas Tech,12.98m,"42' 7""",ACU Oliver Jackson Twilight Meet,2016-04-27,0.5,TJ,W
31,"Obiozor, Cybil",SO-2,Rice,12.96m,"42' 6.25""",Kansas Relays,2016-04-20,1.8,TJ,W
31,"Wallace, Sasha",JR-3,Oregon,12.96m,"42' 6.25""",Pepsi Invitational,2016-04-09,1.5,TJ,W
31,"Nielsen, Kendal",SR-4,Cal Poly,12.96m,"42' 6.25""",Big West Outdoor Track & Field Championships,2016-05-13,0.6,TJ,W
34,"Friar, Nataliyah",JR-3,LSU,12.95m,"42' 6""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,1.8,TJ,W
34,"Delophont, Dior",SR-4,Kent State,12.95m,"42' 6""",Mid-American Conference Championship,2016-05-12,0.0,TJ,W
36,"Belot, Odrine",SR-4,Connecticut,12.94m,"42' 5.5""",The American Outdoor Track & Field Championships,2016-05-12,0.0,TJ,W
37,"Thomas, Porsha",SR-4,Northwestern St.,12.93m,"42' 5.25""",LSU Alumni Gold,2016-04-23,2.4,TJ,W
38,"Hammond, India",SR-4,Mid. Tenn. State,12.90m,"42' 4""",Conference USA Championship,2016-05-12,0.0,TJ,W
38,"Williams, Anna",JR-3,Columbia,12.90m,"42' 4""",Ivy League Outdoor Track & Field Championships,2016-05-07,0.7,TJ,W
40,"Thomas, Jahisha",SO-2,Iowa,12.89m,"42' 3.5""",Musco Twilight,2016-04-23,2.5,TJ,W
41,"Anderson, Ashley",SO-2,California,12.88m,"42' 3.25""",Stanford Invitational,2016-04-01,1.7,TJ,W
42,"Toliver, Rachel",JR-3,Baylor,12.87m,"42' 2.75""",TCU Invitational,2016-03-17,2.3,TJ,W
43,"Iloanya, Nicole",SO-2,San Jose St.,12.86m,"42' 2.25""",Bulldog Invitational,2016-04-23,1.4,TJ,W
43,"Brazzel, Tamika",SR-4,Tulane,12.86m,"42' 2.25""",The American Outdoor Track & Field Championships,2016-05-12,1.2,TJ,W
45,"Flynn, Tiffany",SO-2,Miss State,12.84m,"42' 1.5""",SEC Championships,2016-05-12,2.9,TJ,W
46,"Burks, Tonyecia",SO-2,Houston,12.83m,"42' 1.25""",The American Outdoor Track & Field Championships,2016-05-12,1.3,TJ,W
46,"Townsend, Amber",SR-4,Tennessee St.,12.83m,"42' 1.25""",Ohio Valley Conference Championship,2016-05-13,0.7,TJ,W
48,"Evans, Samantha",JR-3,Montana,12.82m,"42' 0.75""",Oregon Relays,2016-04-15,2.1,TJ,W
49,"Forbes, Carla",SO-2,Stanford,12.78m,"41' 11.25""",Stanford Invitational,2016-04-01,-0.3,TJ,W
49,"Hearn, Mylana",SO-2,Texas State,12.78m,"41' 11.25""",Texas State Bobcat Classic,2016-04-29,0.7,TJ,W
49,"Woods, Cidaea'",SO-2,Tennessee,12.78m,"41' 11.25""",SEC Championships,2016-05-12,2.2,TJ,W
49,"Denson, Breann",SR-4,Northwestern St.,12.78m,"41' 11.25""",Southland Conference Outdoor Track & Field Championships,2016-05-06,3.6,TJ,W
53,"MARTIN, Jazmine",JR-3,North Texas,12.77m,"41' 10.75""",Oklahoma John Jacobs Invitational,2016-04-22,2.5,TJ,W
53,"Beans, Kaitlyn",JR-3,South Alabama,12.77m,"41' 10.75""",Jace LaCoste- Mississippi State Invitational,2016-04-30,1.6,TJ,W
55,"Williams, O'Sha",SR-4,Brown,12.76m,"41' 10.5""",Ivy League Outdoor Track & Field Championships,2016-05-07,-1.2,TJ,W
55,"McNeil, Shamoya",SO-2,West Virginia,12.76m,"41' 10.5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,1.9,TJ,W
55,"Butler, Antonique",JR-3,Marshall,12.76m,"41' 10.5""",UNF Spring Break Invitational,2016-03-25,2.5,TJ,W
55,"Rogers, Brielyn",JR-3,Tennessee,12.76m,"41' 10.5""",SEC Championships,2016-05-12,2.4,TJ,W
59,"Wright, Shanique",FR-1,Minnesota,12.73m,"41' 9.25""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.3,TJ,W
60,"Dreimane, Dace",SO-2,Eastern Michigan,12.71m,"41' 8.5""",Mid-American Conference Championship,2016-05-12,2.8,TJ,W
61,"Seibert, Mikaela",FR-1,Ohio State,12.70m,"41' 8""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,-0.5,TJ,W
61,"Mercurio, Angela",SO-2,Nebraska,12.70m,"41' 8""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.3,TJ,W
63,"Gibbs, Brittney",FR-1,SIU-Edwardsville,12.68m,"41' 7.25""",SIUe Gateway Invite,2016-04-16,2.4,TJ,W
63,"David, Yanis",FR-1,Florida,12.68m,"41' 7.25""",Florida Relays,2016-03-31,0.0,TJ,W
65,"Alsop, Greer",SO-2,Washington St.,12.66m,"41' 6.5""",11th Annual Sam Adams Classic,2016-04-02,-0.9,TJ,W
66,"Ainsworth, Je'Neal",FR-1,San Diego St.,12.61m,"41' 4.5""",Mountain West Championships,2016-05-11,1.6,TJ,W
66,"Allen, Tristyn",FR-1,Sam Houston St.,12.61m,"41' 4.5""",ACU Wes Kittley Invitational,2016-04-09,3.3,TJ,W
68,"Gannon, Alexis",SO-2,North Carolina,12.60m,"41' 4.25""",ACC Championships,2016-05-13,1.6,TJ,W
68,"Campbell, Morgan",JR-3,Kennesaw State,12.60m,"41' 4.25""",Virginia Challenge,2016-04-22,0.3,TJ,W
68,"Gill, Kaytlyn",SO-2,Appalachian State,12.60m,"41' 4.25""",Charlotte Invitational,2016-04-15,1.8,TJ,W
68,"Szabo, Kristina",SO-2,South Alabama,12.60m,"41' 4.25""",Jace LaCoste- Mississippi State Invitational,2016-04-30,1.5,TJ,W
72,"Kwiatkowski, Marisa",SO-2,Stanford,12.59m,"41' 3.75""",Stanford Invitational,2016-04-01,1.9,TJ,W
73,"Stephens, Jenna",SR-4,South Dakota St.,12.58m,"41' 3.25""",Summit League Outdoor T&F Championships,2016-05-12,3.8,TJ,W
74,"Broomfield, Robiann",SR-4,Missouri State,12.57m,"41' 3""",Missouri State Invitational,2016-04-22,0.4,TJ,W
75,"Jones, Danielle",JR-3,Nebraska,12.56m,"41' 2.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.5,TJ,W
75,"Lopez, Kaitlyn",JR-3,Penn State,12.56m,"41' 2.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,-0.3,TJ,W
75,"Cook, Chaquinn",FR-1,Portland State,12.56m,"41' 2.5""",Big Sky Outdoor Track & Field Championships,2016-05-11,-0.5,TJ,W
75,"Williams, Pershawna",SR-4,Mid. Tenn. State,12.56m,"41' 2.5""",2016 Govs Invitational,2016-04-15,-1.2,TJ,W
75,"Ivey, Ashley",JR-3,Florida A&M,12.56m,"41' 2.5""",Seminole Invitational,2016-04-15,0.0,TJ,W
80,"Burnett, Kirsten",JR-3,Oral Roberts,12.55m,"41' 2.25""",Summit League Outdoor T&F Championships,2016-05-12,3.3,TJ,W
80,"Anane, Vania",SR-4,Purdue,12.55m,"41' 2.25""",Rankin/Poehlein Invitational,2016-05-06,0.6,TJ,W
80,"Al-Bayyinah, Amirah",SR-4,Coastal Carolina,12.55m,"41' 2.25""",UNF Spring Break Invitational,2016-03-25,2.3,TJ,W
83,"Davis, Kiana",JR-3,Washington St.,12.54m,"41' 1.75""",Mt. SAC Relays,2016-04-14,3.3,TJ,W
83,"Antoine, Javonne",SO-2,North Carolina St.,12.54m,"41' 1.75""",Dennis Craddock Carolina Relays,2016-03-18,0.9,TJ,W
85,"Giacomucci, Ashley",JR-3,Florida A&M,12.53m,"41' 1.5""",Seminole Invitational,2016-04-15,-0.3,TJ,W
86,"Anumba, Faith",SR-4,UCLA,12.52m,"41' 1""",UCLA vs. USC Dual Meet,2016-05-01,-2.0,TJ,W
86,"Portis, Brion",SO-2,Eastern Illinois,12.52m,"41' 1""",Ohio Valley Conference Championship,2016-05-13,1.9,TJ,W
88,"Howard, Anriel",FR-1,Texas A&M,12.51m,"41' 0.5""",SEC Championships,2016-05-12,0.9,TJ,W
88,"Ford-Holland, Siobhan",SR-4,Hampton,12.51m,"41' 0.5""",MEAC Outdoor Track & Field Championships,2016-05-05,0.0,TJ,W
88,"Schlueter, Alivia",FR-1,UC Santa Barbara,12.51m,"41' 0.5""",Big West Outdoor Track & Field Championships,2016-05-13,1.3,TJ,W
91,"Brooks, Shemiah",JR-3,Arkansas State,12.50m,"41' 0.25""",Memphis Tiger Invitational,2016-04-29,1.2,TJ,W
92,"Kurywchak, Danylle",SR-4,Baylor,12.49m,"40' 11.75""",Big 12 Outdoor Track & Field Championships,2016-05-13,0.0,TJ,W
92,"Wahl, Georgia",FR-1,Texas,12.49m,"40' 11.75""",Texas Invitational,2016-04-16,1.0,TJ,W
94,"McKee, Kelly",FR-1,Kansas,12.48m,"40' 11.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,0.0,TJ,W
94,"Gordon, Kaylyn",SO-2,Stony Brook,12.48m,"40' 11.5""",IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,0.0,TJ,W
96,"Thompson, Ashley",JR-3,South Dakota,12.47m,"40' 11""",Howard Wood Dakota Relays,2016-05-07,1.2,TJ,W
97,"Land, Mimi",SR-4,Clemson,12.46m,"40' 10.5""",ACC Championships,2016-05-13,2.3,TJ,W
97,"Hargrave, Chelsey",SO-2,Appalachian State,12.46m,"40' 10.5""",Charlotte Invitational,2016-04-15,2.0,TJ,W
99,"Warren, Kayla",SR-4,Washington St.,12.45m,"40' 10.25""",WSU-UW Dual Meet,2016-04-23,1.5,TJ,W
99,"Brown, Adriunna",JR-3,UL-Monroe,12.45m,"40' 10.25""",2016 Skechers Carl Kight Invitational,2016-04-08,1.0,TJ,W
1,"Orji, Keturah",JR-3,Georgia,14.31m,"46' 11.5""",Torrin Lawrence Memorial,2017-05-06,0.1,TJ,W
2,"David, Yanis",SO-2,Florida,13.92m,"45' 8""",2017 Horned Frog Invitational,2017-04-15,3.3,TJ,W
3,"Luque, Jhoanmy",JR-3,Iowa State,13.80m,"45' 3.5""",Big 12 Outdoor Track & Field Championships,2017-05-12,3.6,TJ,W
4,"Lawrence, Shardia",SO-2,Kansas State,13.79m,"45' 3""",Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,TJ,W
5,"Amsterdam, Iana",SR-4,Clemson,13.68m,"44' 10.75""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,1.0,TJ,W
6,"Latham, Viershanie",SR-4,Texas Tech,13.67m,"44' 10.25""",Michael Johnson Invitational,2017-04-22,3.3,TJ,W
7,"Hughes, Amber",SR-4,Tennessee St.,13.62m,"44' 8.25""",North Florida Invitational,2017-04-08,0.5,TJ,W
8,"Richardson, Brianna",SR-4,Baylor,13.59m,"44' 7""",Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,TJ,W
9,"Toliver, Rachel",SR-4,Baylor,13.54m,"44' 5.25""",Texas Tech Red Raider Shoot-Out,2017-04-28,3.1,TJ,W
10,"Burks, Tonyecia",JR-3,Houston,13.53m,"44' 4.75""",Mt. SAC Relays,2017-04-13,1.4,TJ,W
11,"Cook, Chaquinn",SO-2,Oregon,13.45m,"44' 1.5""",Pac-12 Championships,2017-05-13,1.8,TJ,W
12,"Williams, Tierra",SR-4,Nebraska,13.42m,"44' 0.5""",Texas Tech Red Raider Shoot-Out,2017-04-28,1.5,TJ,W
13,"Dicks, Natasha",SR-4,South Carolina,13.33m,"43' 9""",Florida Relays,2017-03-30,0.1,TJ,W
13,"Flynn, Tiffany",JR-3,Miss State,13.33m,"43' 9""",Crimson Tide Invitational,2017-04-07,-0.9,TJ,W
15,"Johnson, Aliyah",SO-2,Georgia,13.32m,"43' 8.5""",Virginia Challenge,2017-04-21,2.5,TJ,W
16,"Ebwea-Bile, Marie-Josee",SO-2,Kentucky,13.30m,"43' 7.75""",Texas Invitational,2017-04-14,1.4,TJ,W
17,"Gibson, Dannielle",SR-4,Penn State,13.26m,"43' 6""",Penn Relays,2017-04-27,1.2,TJ,W
17,"Ding, Daisy",SR-4,Rice,13.26m,"43' 6""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,2.5,TJ,W
19,"Hadnot, Jannell",SR-4,New Mexico,13.23m,"43' 5""",Longhorn Invitational,2017-04-28,3.2,TJ,W
19,"Ryan, Marshay",SR-4,Auburn,13.23m,"43' 5""",Texas Invitational,2017-04-14,1.9,TJ,W
21,"Tibbs, Keyasia",SR-4,Arizona State,13.22m,"43' 4.5""",Pac-12 Championships,2017-05-13,2.4,TJ,W
22,"Romaiou, Konstantina",FR-1,Kansas State,13.19m,"43' 3.25""",KSU Ward Haylett Invite,2017-05-06,3.6,TJ,W
23,"McKee, Kelly",SO-2,Virginia,13.17m,"43' 2.5""",ACC Outdoor Track & Field Championships,2017-05-12,0.7,TJ,W
24,"McNeil, Shamoya",JR-3,West Virginia,13.16m,"43' 2.25""",Big 12 Outdoor Track & Field Championships,2017-05-12,2.8,TJ,W
24,"McQueen, Darrielle",JR-3,Florida,13.16m,"43' 2.25""",SEC Outdoor Track & Field Championships,2017-05-11,-0.5,TJ,W
26,"Mercurio, Angela",JR-3,Nebraska,13.13m,"43' 1""",Big Ten Outdoor Championships,2017-05-12,1.4,TJ,W
26,"Maduka, Jessie",JR-3,UCLA,13.13m,"43' 1""",USC vs. UCLA,2017-04-29,2.4,TJ,W
28,"Friar, Nataliyah",SR-4,LSU,13.12m,"43' 0.5""",LSU Alumni Gold,2017-04-22,1.4,TJ,W
29,"Brown, Lajarvia",FR-1,Texas A&M,13.11m,"43' 0.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,3.9,TJ,W
29,"Hand, Jakayla",JR-3,Auburn,13.11m,"43' 0.25""",War Eagle Invititaional,2017-04-21,1.5,TJ,W
31,"Beans, Kaitlyn",SR-4,South Alabama,13.10m,"42' 11.75""",Sun Belt Outdoor Track and Field Championships,2017-05-12,0.0,TJ,W
32,"Anderson, Ashley",JR-3,California,13.08m,"42' 11""",Pac-12 Championships,2017-05-13,1.4,TJ,W
33,"Garcia, Asa",SO-2,Florida,13.06m,"42' 10.25""",Miami Hurricane Collegiate Invitational,2017-03-25,-1.5,TJ,W
34,"Sadokhina, Viktoriia",SR-4,Arkansas State,13.05m,"42' 9.75""",Memphis Invitational 2017,2017-04-28,1.9,TJ,W
34,"Bajnok, Eszter",FR-1,Virginia Tech,13.05m,"42' 9.75""",ACC Outdoor Track & Field Championships,2017-05-12,0.0,TJ,W
36,"Lopez, Kaitlyn",SR-4,Penn State,13.04m,"42' 9.5""",Virginia Challenge,2017-04-21,2.4,TJ,W
37,"Terrell, Anasterasia",SR-4,Clemson,13.03m,"42' 9""",ACC Outdoor Track & Field Championships,2017-05-12,1.1,TJ,W
38,"Evans, Samantha",SR-4,Montana,13.01m,"42' 8.25""",Montana Open,2017-04-27,1.2,TJ,W
39,"Davis, Kiana",SR-4,Washington St.,13.00m,"42' 8""",Pac-12 Championships,2017-05-13,1.1,TJ,W
40,"Bryan, Danique",SO-2,West Virginia,12.99m,"42' 7.5""",Virginia Challenge,2017-04-21,1.4,TJ,W
40,"Dennard, Charrie",SR-4,Alabama A&M,12.99m,"42' 7.5""",War Eagle Invititaional,2017-04-21,3.0,TJ,W
42,"Antoine, Javonne",JR-3,North Carolina St.,12.98m,"42' 7""",Virginia Challenge,2017-04-21,1.4,TJ,W
43,"Okoronkwo, Chinne",FR-1,Wisconsin,12.97m,"42' 6.75""",Wisconsin Alumni Classic,2017-05-05,1.0,TJ,W
44,"Greenlee, Chardae",SR-4,Memphis,12.95m,"42' 6""",Memphis Invitational 2017,2017-04-28,2.6,TJ,W
45,"Obiozor, Cybil",SR-4,Rice,12.94m,"42' 5.5""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3.2,TJ,W
46,"Farley, Alexis",FR-1,Miss State,12.93m,"42' 5.25""",LSU Alumni Gold,2017-04-22,2.3,TJ,W
47,"Thomas, Jahisha",JR-3,Iowa,12.91m,"42' 4.25""",Big Ten Outdoor Championships,2017-05-12,2.8,TJ,W
48,"Stevenson, Ciynamon",FR-1,Texas A&M,12.90m,"42' 4""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.3,TJ,W
48,"Brown, Jasmine",JR-3,Western Illinois,12.90m,"42' 4""",Lee Calhoun Memorial,2017-04-15,1.8,TJ,W
50,"Hearn, Mylana",JR-3,Texas State,12.89m,"42' 3.5""",Texas Invitational,2017-04-14,2.1,TJ,W
51,"Gaudyn, Weronika",SR-4,Akron,12.87m,"42' 2.75""",LSU Alumni Gold,2017-04-22,2.6,TJ,W
52,"Seibert, Mikaela",SO-2,Ohio State,12.86m,"42' 2.25""",Tennessee Relays,2017-04-06,0.2,TJ,W
53,"Hargrave, Chelsey",JR-3,Appalachian State,12.82m,"42' 0.75""",Mountaineer Open Outdoor 2017,2017-04-28,1.0,TJ,W
53,"Ramos Gandia, Ariadna",SR-4,Akron,12.82m,"42' 0.75""",Mid-American Outdoor Track & Field Championships,2017-05-11,2.5,TJ,W
55,"Wright, Shanique",SO-2,Minnesota,12.79m,"41' 11.5""",Big Ten Outdoor Championships,2017-05-12,2.6,TJ,W
55,"Gannon, Alexis",JR-3,North Carolina,12.79m,"41' 11.5""",Tennessee Relays,2017-04-06,1.3,TJ,W
57,"Fajemisin, Simi",FR-1,Harvard,12.78m,"41' 11.25""",Florida Relays,2017-03-30,0.1,TJ,W
57,"Brown, Adriunna",SR-4,UL-Monroe,12.78m,"41' 11.25""",Southern Miss Open,2017-04-28,1.0,TJ,W
59,"Wahl, Georgia",SO-2,Texas,12.77m,"41' 10.75""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.7,TJ,W
59,"Gordon, Kaylyn",JR-3,Stony Brook,12.77m,"41' 10.75""",2017 America East Outdoor Championships,2017-05-06,2.2,TJ,W
61,"Barron, Mia",SO-2,Virginia,12.75m,"41' 10""",Virginia Grand Prix,2017-04-29,0.2,TJ,W
61,"Ilic, Jovana",FR-1,FIU,12.75m,"41' 10""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3.0,TJ,W
63,"Jones, Janae",SR-4,Liberty,12.74m,"41' 9.75""",Penn Relays,2017-04-27,1.4,TJ,W
64,"Allen, Sabina",JR-3,Campbell,12.72m,"41' 8.75""",Campbell Open,2017-04-07,2.1,TJ,W
64,"Lucius, Shauntel",SR-4,Maryland-Eastern Shore,12.72m,"41' 8.75""",Virginia Grand Prix,2017-04-29,1.6,TJ,W
64,"Butler, Antonique",SR-4,Marshall,12.72m,"41' 8.75""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,1.8,TJ,W
67,"Williams, Anna",SR-4,Columbia,12.71m,"41' 8.5""",Virginia Challenge,2017-04-21,1.7,TJ,W
68,"Alsop, Greer",JR-3,Washington St.,12.70m,"41' 8""",Cougar Invitational,2017-04-29,2.0,TJ,W
68,"Mills, Courtney",SR-4,Wichita State,12.70m,"41' 8""",2017 MVC Outdoor Track and Field Championships,2017-05-12,4.0,TJ,W
68,"Pitts, Kaylnn",SR-4,Austin Peay,12.70m,"41' 8""",2017 APSU Govs Invitational,2017-04-14,0.0,TJ,W
71,"Luster, Ebony",FR-1,Florida,12.68m,"41' 7.25""",Miami Hurricane Collegiate Invitational,2017-03-25,-2.3,TJ,W
71,"Kwiatkowski, Marisa",JR-3,Stanford,12.68m,"41' 7.25""",Stanford Invitational,2017-03-31,3.3,TJ,W
73,"Charles, Darlene",FR-1,Miami,12.66m,"41' 6.5""",ACC Outdoor Track & Field Championships,2017-05-12,0.9,TJ,W
74,"Saunders, Sha'Keela",SR-4,Kentucky,12.65m,"41' 6""",SEC Relays,2017-04-28,3.1,TJ,W
75,"Hill, Niara",JR-3,Miami,12.64m,"41' 5.75""",ACC Outdoor Track & Field Championships,2017-05-12,1.4,TJ,W
76,"Dreimane, Dace",JR-3,Eastern Michigan,12.63m,"41' 5.25""",Mid-American Outdoor Track & Field Championships,2017-05-11,0.8,TJ,W
76,"Allen, Tristyn",SO-2,Sam Houston St.,12.63m,"41' 5.25""",LSU Alumni Gold,2017-04-22,3.3,TJ,W
78,"Roe, LaChyna",SO-2,Tennessee,12.61m,"41' 4.5""",Tennessee Rust Buster,2017-03-25,0.2,TJ,W
79,"Hamann, Laura",JR-3,Cal St. Fullerton,12.59m,"41' 3.75""",2017 Big West Track & Field Championships,2017-05-12,1.0,TJ,W
80,"Szabo, Kristina",JR-3,South Alabama,12.58m,"41' 3.25""",Florida Relays,2017-03-30,0.9,TJ,W
81,"Lavrusha, Valery",SO-2,UT-Arlington,12.57m,"41' 3""",Bobby Lane Invitational,2017-03-25,1.0,TJ,W
82,"Toppin, Anisa",SO-2,N. Carolina A&T,12.56m,"41' 2.5""",MEAC Outdoor Championships,2017-05-04,-1.7,TJ,W
83,"Hassan, Maryam",FR-1,Columbia,12.54m,"41' 1.75""",Ivy League Outdoor Track & Field Championships,2017-05-06,2.0,TJ,W
83,"Hadley, Chloe",SR-4,BYU,12.54m,"41' 1.75""",Utah State Mark Faldmo Invitational,2017-04-14,2.7,TJ,W
85,"Gribbin, Mollie",SR-4,Missouri,12.52m,"41' 1""",SEC Outdoor Track & Field Championships,2017-05-11,-1.1,TJ,W
86,"Jones, Chancis",JR-3,Austin Peay,12.50m,"41' 0.25""",OVC Outdoor Track & Field Championship,2017-05-11,0.0,TJ,W
87,"Rolle, Taryn",JR-3,Drake,12.49m,"40' 11.75""",2017 MVC Outdoor Track and Field Championships,2017-05-12,3.2,TJ,W
88,"Ruffin, Diajah",SR-4,Western Michigan,12.48m,"40' 11.5""",Ball State Challenge,2017-04-14,-0.2,TJ,W
88,"Van Tonder, Renate",FR-1,Louisville,12.48m,"40' 11.5""",2017 Louisville Invitational,2017-04-14,3.0,TJ,W
88,"Edwards, Tanise",JR-3,Maryland-Eastern Shore,12.48m,"40' 11.5""",Virginia Grand Prix,2017-04-29,0.6,TJ,W
88,"Jackson, ShyAndrea",JR-3,BYU,12.48m,"40' 11.5""",2017 BYU Robison Invitational,2017-04-27,0.0,TJ,W
88,"Richey, Ta'Mara",JR-3,Portland State,12.48m,"40' 11.5""",Texas Invitational,2017-04-14,3.3,TJ,W
93,"Bass, Jasmine",SO-2,Long Beach St.,12.47m,"40' 11""",2017 Big West Track & Field Championships,2017-05-12,1.0,TJ,W
93,"Obikudu, Chineme",SO-2,UT-Arlington,12.47m,"40' 11""",Texas Invitational,2017-04-14,2.2,TJ,W
93,"Lewis, Zion",FR-1,Brown,12.47m,"40' 11""",Ivy League Outdoor Track & Field Championships,2017-05-06,2.7,TJ,W
93,"Panton, Domonique",SO-2,Duke,12.47m,"40' 11""",ACC Outdoor Track & Field Championships,2017-05-12,0.2,TJ,W
97,"Whyte, Jehvania",SO-2,Northern Illinois,12.46m,"40' 10.5""",2017 Horned Frog Invitational,2017-04-15,3.8,TJ,W
97,"Revell, Paetyn",JR-3,Texas Tech,12.46m,"40' 10.5""",2017 Horned Frog Invitational,2017-04-15,2.0,TJ,W
97,"Burleson, Lovie",SO-2,Boston U.,12.46m,"40' 10.5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,3.7,TJ,W
100,"Billups, Hanah",SR-4,Howard,12.45m,"40' 10.25""",George Mason Spring Invitational,2017-04-08,0.0,TJ,W
1,"Orji, Keturah",SR-4,Georgia,14.62m,"47' 11.75""",SEC Outdoor Track and Field Championships,2018-05-11,1.5,TJ,W
2,"David, Yanis",JR-3,Florida,14.13m,"46' 4.25""",National Relay Championships,2018-04-27,1.5,TJ,W
3,"Ebwea-Bile, Marie-Josee",JR-3,Kentucky,14.00m,"45' 11.25""",National Relay Championships,2018-04-27,1.1,TJ,W
4,"Cook, Chaquinn",JR-3,Oregon,13.89m,"45' 7""",Mt. SAC Relays,2018-04-19,1.2,TJ,W
