,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
1,"Korir, Emmanuel",FR-1,UTEP,1:43.73,Brutus Hamilton Challenge,2017-04-28,800,M
2,"Harris, Isaiah",SO-2,Penn State,1:45.12,Virginia Challenge,2017-04-21,800,M
3,"Rutto, Eliud",SR-4,Mid. Tenn. State,1:45.70,Mt. SAC Relays,2017-04-13,800,M
4,"Dixon, Devin",FR-1,Texas A&M,1:45.71,SEC Outdoor Track & Field Championships,2017-05-11,800,M
5,"Arroyo, Andres",SR-4,Florida,1:45.74,Virginia Challenge,2017-04-21,800,M
6,"Saruni, Michael",FR-1,UTEP,1:45.82,2017 90th Clyde Littlefield Texas Relays,2017-03-29,800,M
7,"Piazza, Drew",SR-4,Virginia Tech,1:46.02,Virginia Challenge,2017-04-21,800,M
8,"White, Joseph",JR-3,Georgetown,1:46.07,Florida Relays,2017-03-30,800,M
9,"Joseph, Patrick",JR-3,Virginia Tech,1:46.47,Virginia Challenge,2017-04-21,800,M
10,"Jones, Charles",JR-3,Texas Tech,1:46.70,38th Sun Angel Classic,2017-04-06,800,M
11,"Engels, Craig",SR-4,Ole Miss,1:46.93,SEC Outdoor Track & Field Championships,2017-05-11,800,M
12,"Manahan, Ryan",JR-3,Ole Miss,1:46.96,War Eagle Invititaional,2017-04-21,800,M
13,"Heppenstall, Robert",SO-2,Wake Forest,1:47.04,ACC Outdoor Track & Field Championships,2017-05-12,800,M
14,"Orange, Carlton",SO-2,Arkansas,1:47.28,SEC Outdoor Track & Field Championships,2017-05-11,800,M
15,"Perretta, Domenic",FR-1,Penn State,1:47.29,Virginia Challenge,2017-04-21,800,M
16,"Lambourne, Clay",JR-3,Utah State,1:47.31,Stanford Cardinal Classic,2017-04-21,800,M
17,"Henderson, Blair",SR-4,LSU,1:47.32,Mt. SAC Relays,2017-04-13,800,M
18,"Laari, Sampson",SR-4,Mid. Tenn. State,1:47.34,War Eagle Invititaional,2017-04-21,800,M
19,"Hechsel, Mitch",SR-4,Minnesota,1:47.39,Stanford Cardinal Classic,2017-04-21,800,M
20,"Lilly, Carter",JR-3,Iowa,1:47.51,Mt. SAC Relays,2017-04-13,800,M
20,"Kerr, Josh",SO-2,New Mexico,1:47.51@,Mountain West Outdoor Track & Field Championships,2017-05-10,800,M
22,"Lewis, John",SO-2,Clemson,1:47.62,ACC Outdoor Track & Field Championships,2017-05-12,800,M
23,"Dennison, Jaymes",JR-3,Iowa State,1:47.63,38th Sun Angel Classic,2017-04-06,800,M
24,"Crisp, Vincent",SO-2,Texas Tech,1:47.66,38th Sun Angel Classic,2017-04-06,800,M
25,"Roomes, Roshon",FR-1,Iowa State,1:47.69,38th Sun Angel Classic,2017-04-06,800,M
26,"Marshall, Myles",SO-2,Harvard,1:47.79,Stanford Cardinal Classic,2017-04-21,800,M
27,"Makofane, Mpho",JR-3,Clemson,1:47.83,LSU Alumni Gold,2017-04-22,800,M
28,"Faure, Ricky",JR-3,Wyoming,1:47.93@,Mountain West Outdoor Track & Field Championships,2017-05-10,800,M
29,"Lahbi, Jacopo",SR-4,Alabama,1:47.98,Florida Relays,2017-03-30,800,M
30,"Jackson, Terrell",FR-1,Clemson,1:48.01,LSU Alumni Gold,2017-04-22,800,M
31,"Hastings, Ryan",JR-3,Appalachian State,1:48.02,Duke Invitational,2017-04-21,800,M
32,"Mohammed, Moujtaba",JR-3,Nebraska,1:48.09,Big Ten Outdoor Championships,2017-05-12,800,M
33,"Hampton, Jeramey",SO-2,Georgia,1:48.17,Virginia Challenge,2017-04-21,800,M
34,"Prince, Quamel",SR-4,Tennessee St.,1:48.21,Lenny Lyles-Clark Wood Invitational,2017-04-28,800,M
35,"Jewett, Isaiah",SO-2,UC Irvine,1:48.22,adidas/Steve Scott Invitational,2017-04-28,800,M
36,"Hazouri, Brandon",SR-4,Samford,1:48.32,Florida Relays,2017-03-30,800,M
37,"Scheving, Tyler",SR-4,Buffalo,1:48.37,2017 Fred Hardy Invitational,2017-03-24,800,M
37,"Munley, Brennan",JR-3,Michigan,1:48.37,Big Ten Outdoor Championships,2017-05-12,800,M
39,"Homan, Ethan",SR-4,Boston U.,1:48.44,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,800,M
40,"Ciattei, Vincent",JR-3,Virginia Tech,1:48.46,Hokie Twilight,2017-05-04,800,M
40,"Jones, Ian",JR-3,Kentucky,1:48.46,SEC Outdoor Track & Field Championships,2017-05-11,800,M
42,"Martinsson, Erik",SO-2,UT-Arlington,1:48.53,ACU Oliver Jackson Twilight,2017-05-03,800,M
43,"Johnson, Anthony",SR-4,Ohio State,1:48.56,Baldy Castillo Invitational,2017-03-17,800,M
44,"Willig, Ned",SR-4,Michigan,1:48.59,Big Ten Outdoor Championships,2017-05-12,800,M
45,"Curran, Zacharias",SR-4,Baylor,1:48.60,Michael Johnson Invitational,2017-04-22,800,M
46,"Rogers, Alex",SO-2,Texas,1:48.65,2017 90th Clyde Littlefield Texas Relays,2017-03-29,800,M
47,"Crimmins, Brian",SR-4,Buffalo,1:48.67,2017 Fred Hardy Invitational,2017-03-24,800,M
48,"Livingston, Strymar",SR-4,Kansas,1:48.68,2017 90th Clyde Littlefield Texas Relays,2017-03-29,800,M
48,"Migliorati, Stefano",JR-3,East Carolina,1:48.68,Duke Invitational,2017-04-21,800,M
50,"Brown, Eric",SO-2,Wisconsin,1:48.72,John McDonnell Invitational,2017-04-21,800,M
51,"Harris, Nick",SR-4,Colorado,1:48.77,Pac-12 Championships,2017-05-13,800,M
52,"Bartlett, Avery",SO-2,Georgia Tech,1:48.78,Florida Relays,2017-03-30,800,M
53,"Harding, Matthew",FR-1,UNC-Asheville,1:48.82,2017 Beynon Sports Surface Catamount Classic,2017-04-14,800,M
54,"Burton, Jake",SR-4,Florida State,1:48.83,ACC Outdoor Track & Field Championships,2017-05-12,800,M
54,"Lomong, Alexander",FR-1,Ohio State,1:48.83,Baldy Castillo Invitational,2017-03-17,800,M
54,"Streich, Shane",SO-2,Minnesota,1:48.83,Stanford Cardinal Classic,2017-04-21,800,M
57,"Schnulle, Ryan",SR-4,Florida,1:48.84,Virginia Challenge,2017-04-21,800,M
58,"Hatler, Chris",SR-4,Penn,1:48.88,2017 Larry Ellis Invitational,2017-04-21,800,M
59,"Ford, Robert",JR-3,USC,1:48.90,2017 Triton Invitational,2017-04-21,800,M
60,"Sauer, Alek",SO-2,Columbia,1:48.95,Florida Relays,2017-03-30,800,M
61,"Ellison, JaQwae",SO-2,Texas A&M,1:48.97,SEC Outdoor Track & Field Championships,2017-05-11,800,M
62,"Mazanke, Jake",SR-4,Loyola (Ill.),1:48.98,Florida Relays,2017-03-30,800,M
63,"Kiprotich, Justine",SO-2,Michigan State,1:49.04,Spartan Invitational,2017-03-31,800,M
64,"Moore, Jeffrey",JR-3,Sam Houston St.,1:49.07,LSU Alumni Gold,2017-04-22,800,M
65,"Roese, Nate",SR-4,Minnesota,1:49.09,Big Ten Outdoor Championships,2017-05-12,800,M
66,"Rhoads, Michael",FR-1,Air Force,1:49.11@,Mountain West Outdoor Track & Field Championships,2017-05-10,800,M
67,"Littig, Andres",JR-3,Georgia Tech,1:49.15,Torrin Lawrence Memorial,2017-05-06,800,M
68,"James, Michael",SR-4,Coppin State,1:49.16,Florida Relays,2017-03-30,800,M
69,"Sotomayor , Arturo",SO-2,UCLA,1:49.20,Pac-12 vs Big-10 Invitational,2017-03-24,800,M
70,"Causey, Nickolas",JR-3,Army West Point,1:49.22,West Point Twilight,2017-05-11,800,M
71,"Teubel, Will",SR-4,Iowa,1:49.24,Baldy Castillo Invitational,2017-03-17,800,M
72,"White, Kevin",SO-2,Loyola (Ill.),1:49.25,Wisconsin Alumni Classic,2017-05-05,800,M
73,"Fleming, Jared",SR-4,Ohio State,1:49.28,Big Ten Outdoor Championships,2017-05-12,800,M
74,"Knevelbaard, Kasey",SO-2,Southern Utah,1:49.30,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,800,M
74,"Sanchez, Alejandro",SR-4,South Dakota St.,1:49.30,Bryan Clay Invite,2017-04-13,800,M
76,"Grigoriev, Alex",SR-4,UC Davis,1:49.31,Sacramento State Hornet Invitational,2017-03-17,800,M
77,"Ingalls, Joshua",JR-3,Princeton,1:49.36,2017 Larry Ellis Invitational,2017-04-21,800,M
77,"Murphy, Dylan",SR-4,Duke,1:49.36,Duke Invitational,2017-04-21,800,M
79,"Ailshie, Bryce",SO-2,Wyoming,1:49.46@,Mountain West Outdoor Track & Field Championships,2017-05-10,800,M
80,"Huntoon, Jordan",JR-3,Indiana,1:49.47,Big Ten Outdoor Championships,2017-05-12,800,M
80,"Jackson, Tyrone",SR-4,Texas State,1:49.47,Texas State Bobcat Classic,2017-04-28,800,M
82,"Emrich, Zachery",JR-3,Brown,1:49.52,West Point Twilight,2017-05-11,800,M
82,"Rotich, Nickson",FR-1,Eastern Kentucky,1:49.52,Lenny Lyles-Clark Wood Invitational,2017-04-28,800,M
84,"Duffey, Paul",SR-4,Northeastern,1:49.53,NEICAAA Outdoor Track & Field Championships,2017-05-12,800,M
85,"Todd, Michael",SO-2,Liberty,1:49.56,Virginia Challenge,2017-04-21,800,M
85,"Kaiser, Craig",SR-4,Buffalo,1:49.56,2017 Fred Hardy Invitational,2017-03-24,800,M
87,"Napolitano, Rob",SR-4,Columbia,1:49.57,2017 Ocean State Invitational,2017-04-15,800,M
88,"Jones, Otis",SO-2,South Carolina,1:49.62,Florida Relays,2017-03-30,800,M
89,"Davis, Stanley",JR-3,Hampton,1:49.67,Gamecock Invitational,2017-04-15,800,M
90,"Wiebke, Derek",JR-3,Minnesota,1:49.68,Big Ten Outdoor Championships,2017-05-12,800,M
91,"Langstaff, Josiah",SO-2,Columbia,1:49.70,West Point Twilight,2017-05-11,800,M
92,"Garz, Daniel",JR-3,Idaho State,1:49.71,Stanford Invitational,2017-03-31,800,M
92,"Dinger, Tai",SO-2,Stanford,1:49.71,Pac-12 Championships,2017-05-13,800,M
94,"Ellis, Kain",SR-4,Kansas State,1:49.73,38th Sun Angel Classic,2017-04-06,800,M
94,"Rienas, Marc",SO-2,Northeastern,1:49.73,NEICAAA Outdoor Track & Field Championships,2017-05-12,800,M
94,"Rohani, Alexander",JR-3,USC,1:49.73,USC vs. UCLA,2017-04-29,800,M
97,"Haws, Grayson",SR-4,Oklahoma,1:49.79,Baldy Castillo Invitational,2017-03-17,800,M
98,"Hansen, Kirk",JR-3,Notre Dame,1:49.80,Virginia Challenge,2017-04-21,800,M
99,"Lewis, D'Andre",SR-4,Texas Southern,1:49.82,East Texas Invitational,2017-04-15,800,M
100,"Horton, Luke",JR-3,Southern Illinois,1:49.83,Lenny Lyles-Clark Wood Invitational,2017-04-28,800,M
1,"McBride, Brandon",SR-4,Miss State,1:44.63,Jace LaCoste- Mississippi State Invitational,2016-04-30,800,M
2,"Walker, Shaquille",JR-3,BYU,1:44.99,37th Annual Sun Angel Classic,2016-04-08,800,M
3,"Rutto, Eliud",JR-3,Mid. Tenn. State,1:45.59,Mt. SAC Relays,2016-04-14,800,M
4,"Arroyo, Andres",JR-3,Florida,1:45.78,Florida Relays,2016-03-31,800,M
5,"Harris, Isaiah",FR-1,Penn State,1:46.05,Florida Relays,2016-03-31,800,M
6,"Hernandez, Hector",SR-4,Texas A&M,1:46.15,SEC Championships,2016-05-12,800,M
7,"Brazier, Donavan",FR-1,Texas A&M,1:46.19,SEC Championships,2016-05-12,800,M
8,"Kidder, Brannon",SR-4,Penn State,1:46.42,Florida Relays,2016-03-31,800,M
9,"White, Joseph",SO-2,Georgetown,1:46.67,Stanford Twilight,2016-04-22,800,M
10,"Kuhn, Daniel",SO-2,Indiana,1:46.69,Pac-12 vs Big 10 Invitational,2016-03-25,800,M
10,"Harrison, Christian",SR-4,Georgia,1:46.69,SEC Championships,2016-05-12,800,M
12,"Murphy, Clayton",JR-3,Akron,1:46.71,2016 Drake Relays presented by Hy-Vee,2016-04-27,800,M
13,"Hartle, Nick",SR-4,UCLA,1:46.73,UCLA vs. Texas A&M Dual Meet,2016-04-16,800,M
14,"Deng, Goaner",SR-4,Minnesota,1:46.81,37th Annual Sun Angel Classic,2016-04-08,800,M
15,"Koech, Jonah",FR-1,UTEP,1:46.84,Brutus Hamilton Challenge,2016-04-23,800,M
16,"Kibet, Collins",JR-3,Arizona,1:46.90,Pac-12 vs Big 10 Invitational,2016-03-25,800,M
17,"Heppenstall, Robert",FR-1,Wake Forest,1:46.92,Virginia Challenge,2016-04-22,800,M
18,"Orange, Carlton",FR-1,Arkansas,1:46.96,John McDonnell Invitational,2016-04-22,800,M
19,"Engels, Craig",JR-3,Mississippi,1:47.06,Payton Jordan Invitational,2016-05-01,800,M
20,"Garn, Jesse",SR-4,Binghamton,1:47.11,Larry Ellis Invite,2016-04-22,800,M
21,"Hamilton III, Eugene",JR-3,California,1:47.24,Pac-12 vs Big 10 Invitational,2016-03-25,800,M
22,"Joseph, Patrick",JR-3,Virginia Tech,1:47.29,ACC Championships,2016-05-13,800,M
23,"Henderson, Blair",JR-3,LSU,1:47.30,LSU Invitational,2016-04-30,800,M
24,"Lahbi, Jacopo",JR-3,Alabama,1:47.31,War Eagle Invitational,2016-04-22,800,M
25,"Lilly, Carter",SO-2,Iowa,1:47.32,Texas Invitational,2016-04-16,800,M
26,"Jones, Charles",SO-2,Texas Tech,1:47.34,Michael Johnson Classic,2016-04-23,800,M
27,"Sanders, Chris",JR-3,La Salle,1:47.43,Larry Ellis Invite,2016-04-22,800,M
28,"Mudd, Austin",SR-4,Wisconsin,1:47.52,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,800,M
29,"Willig, Ned",SR-4,Brown,1:47.53,Virginia Challenge,2016-04-22,800,M
30,"Morgan, Dameon",SR-4,Mississippi,1:47.55,SEC Championships,2016-05-12,800,M
31,"Ford, Robert",SO-2,USC,1:47.57,Mt. SAC Relays,2016-04-14,800,M
32,"Bell, Brian",FR-1,Houston,1:47.58,Mt. SAC Relays,2016-04-14,800,M
33,"Thomas, Ryan",SR-4,Arkansas,1:47.62,SEC Championships,2016-05-12,800,M
34,"Grosvenor, Grant",SR-4,Oregon,1:47.72,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,M
35,"Harris, Nick",JR-3,Colorado,1:47.89,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,M
36,"Ciattei, Vincent",SO-2,Virginia Tech,1:47.91,ACC Championships,2016-05-13,800,M
37,"Crisp, Vincent",FR-1,Texas Tech,1:47.96,Michael Johnson Classic,2016-04-23,800,M
38,"Yorks, Izaic",SR-4,Washington,1:48.00,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,M
39,"Laari, Sampson",JR-3,Mid. Tenn. State,1:48.01,Tiger Track Classic,2016-04-08,800,M
40,"Teixeira, Otniel",SR-4,Florida State,1:48.03,Florida Relays,2016-03-31,800,M
41,"Holden, Simon",JR-3,Wake Forest,1:48.04,Florida Relays,2016-03-31,800,M
42,"Lewis, John",FR-1,Clemson,1:48.19,Tiger Track Classic,2016-04-08,800,M
43,"Marshall, Myles",FR-1,Harvard,1:48.20,Florida Relays,2016-03-31,800,M
43,"Littig, Andres",SO-2,Georgia Tech,1:48.20,ACC Championships,2016-05-13,800,M
45,"Hechsel, Mitch",JR-3,Minnesota,1:48.30,37th Annual Sun Angel Classic,2016-04-08,800,M
46,"Moore, Jeffrey",SO-2,Sam Houston St.,1:48.42,SHSU Last Chance,2016-05-14,800,M
46,"Livingston, Strymar",JR-3,Kansas,1:48.42,Big 12 Outdoor Track & Field Championships,2016-05-13,800,M
48,"Kinnaird, Tre'Tez",JR-3,Oklahoma State,1:48.43,Mt. SAC Relays,2016-04-14,800,M
49,"Piazza, Drew",JR-3,New Hampshire,1:48.46,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,800,M
50,"Bile, Ahmed",JR-3,Georgetown,1:48.48,Miami Hurricane Alumni Invitational,2016-04-08,800,M
51,"Homan, Ethan",JR-3,Boston U.,1:48.52,Virginia Challenge,2016-04-22,800,M
51,"Jones, Otis",FR-1,South Carolina,1:48.52,SEC Championships,2016-05-12,800,M
53,"Ellison, JaQwae",FR-1,Texas A&M,1:48.54,UCLA vs. Texas A&M Dual Meet,2016-04-16,800,M
53,"Makins, Jordan",SO-2,Penn State,1:48.54,Stanford Twilight,2016-04-22,800,M
55,"Burton, Jake",JR-3,Florida State,1:48.55,Seminole Invitational,2016-04-15,800,M
55,"Sherrer, Holland",SR-4,Mississippi,1:48.55,Virginia Challenge,2016-04-22,800,M
57,"Munley, Brennan",SO-2,Michigan,1:48.58,Mt. SAC Relays,2016-04-14,800,M
58,"Moore, Jonathan",SO-2,Bethune-Cookman,1:48.60,UCF Black and Gold Challenge,2016-03-18,800,M
59,"Smith, Kisean",SR-4,Georgia,1:48.61,Florida Relays,2016-03-31,800,M
60,"Prince, Quamel",JR-3,Tennessee St.,1:48.66,Florida Relays,2016-03-31,800,M
61,"Dickson, Marcus",SO-2,BYU,1:48.69,37th Annual Sun Angel Classic,2016-04-08,800,M
62,"Vaziri, Shyan",SR-4,UC Santa Barbara,1:48.70,2016 Oxy Invitational (College/University),2016-05-07,800,M
63,"Tully, Robert",FR-1,Tulsa,1:48.78,Arkansas Twilight,2016-05-06,800,M
64,"Kerley, My'Lik",SO-2,Stephen F. Austin,1:48.86,Mt. SAC Relays,2016-04-14,800,M
64,"Ross, Connor",FR-1,BYU,1:48.86@,2016 BYU Cougar Invitational,2016-05-12,800,M
66,"Lampinen, Ville",FR-1,Villanova,1:48.89,Miami Hurricane Alumni Invitational,2016-04-08,800,M
67,"Hernandez, Efrain",SO-2,Texas A&M,1:48.90,UCLA vs. Texas A&M Dual Meet,2016-04-16,800,M
68,"Tamayo, Michael",SR-4,Charlotte,1:48.94,Wolfpack Last Chance,2016-05-06,800,M
69,"Daigre, Derrick",SR-4,Washington,1:49.03,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,M
70,"Fleming, Jared",JR-3,Ohio State,1:49.07,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,800,M
70,"Duffey, Paul",JR-3,Northeastern,1:49.07,NEICAAA Outdoor Track & Field Championships,2016-05-13,800,M
72,"Lafayette, J.D.",SO-2,Illinois State,1:49.08,37th Annual Sun Angel Classic,2016-04-08,800,M
73,"Kiprotich, Justine",FR-1,Michigan State,1:49.09,2016 Louisville Invitational,2016-04-15,800,M
74,"Emrich, Zachery",SO-2,Brown,1:49.12,Ocean State Invitational,2016-04-15,800,M
75,"Moore, Brandon",JR-3,Baylor,1:49.14,2016 Baylor Invitational,2016-04-09,800,M
76,"Sauer, Alek",FR-1,Columbia,1:49.15,Virginia Challenge,2016-04-22,800,M
77,"Perrin, Zach",SO-2,Colorado,1:49.16@,CU Invitational,2016-04-08,800,M
78,"Murphy, Dylan",JR-3,Duke,1:49.18,ACC Championships,2016-05-13,800,M
79,"Chavez, Alvaro",JR-3,Connecticut,1:49.19,Larry Ellis Invite,2016-04-22,800,M
80,"James, Michael",JR-3,Coppin State,1:49.21,Florida Relays,2016-03-31,800,M
81,"Binder, DeQuad",SR-4,Texas State,1:49.23,Michael Johnson Classic,2016-04-23,800,M
82,"Brown, Eric",FR-1,Wisconsin,1:49.26,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,800,M
83,"London, Mark",JR-3,Coppin State,1:49.30,Florida Relays,2016-03-31,800,M
84,"Kiley, Nathan",JR-3,Virginia,1:49.31,Virginia Challenge,2016-04-22,800,M
85,"Johnson, Onyx",JR-3,Morgan State,1:49.35,Florida Relays,2016-03-31,800,M
85,"Grayson, Cyril",SR-4,LSU,1:49.35,Miami Hurricane Twilight Invitational,2016-03-25,800,M
87,"Wilkes, Jack",SO-2,LSU,1:49.40,LSU Invitational,2016-04-30,800,M
87,"Timlin, David",JR-3,Indiana State,1:49.40,Pacesetter Sports Invitational,2016-04-23,800,M
89,"Ellis, Kain",JR-3,Kansas State,1:49.45,John McDonnell Invitational,2016-04-22,800,M
90,"Espino, George",SO-2,Southern Utah,1:49.51@,Big Sky Outdoor Track & Field Championships,2016-05-11,800,M
91,"Cianfarini, Kevin",SO-2,Virginia Tech,1:49.53,ACC Championships,2016-05-13,800,M
92,"Bell, Desmond",SR-4,Morehead State,1:49.57,Beach Invitational,2016-04-15,800,M
92,"Eke, Allen",SR-4,Oklahoma,1:49.57,LSU Battle on the Bayou,2016-04-09,800,M
94,"Pisechko, Andrew",JR-3,Arkansas,1:49.67,Arkansas Twilight,2016-05-06,800,M
94,"Sanchez, Alejandro",JR-3,South Dakota St.,1:49.67,2016 Nebraska Invitational,2016-05-07,800,M
94,"Filipczak, Michal",JR-3,Duke,1:49.67,ACC Championships,2016-05-13,800,M
97,"Leithiser, Jake",SR-4,Maine,1:49.68,LSU Alumni Gold,2016-04-23,800,M
98,"Lambourne, Clay",SO-2,Utah State,1:49.69,Mountain West Championships,2016-05-11,800,M
98,"Streich, Shane",FR-1,Minnesota,1:49.69,Virginia Challenge,2016-04-22,800,M
98,"Farnham-Rose, Robbie",JR-3,Alabama,1:49.69,LSU Invitational,2016-04-30,800,M
1,"Saruni, Michael",SO-2,UTEP,1:43.25,2018 Desert Heat Classic,2018-04-28,800,M
2,"Harris, Isaiah",JR-3,Penn State,1:45.31,Big Ten Championships,2018-05-11,800,M
3,"Dixon, Devin",SO-2,Texas A&M,1:45.62,LSU Invitational,2018-04-28,800,M
4,"Williams, Cooper",SO-2,Indiana,1:46.06,Big Ten Championships,2018-05-11,800,M
4,"Kuhn, Daniel",JR-3,Indiana,1:46.06,Big Ten Championships,2018-05-11,800,M
6,"Crisp, Vincent",JR-3,Texas Tech,1:46.31,39th Sun Angel Classic,2018-04-05,800,M
7,"Ford, Robert",SR-4,USC,1:46.64,39th Sun Angel Classic,2018-04-05,800,M
8,"Villarreal, Carlos",SO-2,Arizona,1:46.70,2018 Desert Heat Classic,2018-04-28,800,M
9,"Koech, Jonah",JR-3,UTEP,1:47.12,2018 Desert Heat Classic,2018-04-28,800,M
10,"Jones, Charles",SR-4,Texas Tech,1:47.25,39th Sun Angel Classic,2018-04-05,800,M
11,"Suliman, Waleed",FR-1,Ole Miss,1:47.29,Joe Walker Invite,2018-04-13,800,M
12,"Lomong, Alexander",SO-2,Ohio State,1:47.43,Big Ten Championships,2018-05-11,800,M
13,"Arop, Marco",FR-1,Miss State,1:47.45,SEC Outdoor Track and Field Championships,2018-05-11,800,M
14,"Roomes, Roshon",SO-2,Iowa State,1:47.60,39th Sun Angel Classic,2018-04-05,800,M
15,"Lewis, John",JR-3,Clemson,1:47.75,LSU Alumni Gold,2018-04-21,800,M
16,"Bartlett, Avery",JR-3,Georgia Tech,1:47.76,Florida Relays,2018-03-29,800,M
16,"Ingalls, Joshua",SR-4,Princeton,1:47.76,Ivy League Outdoor Track & Field Championships,2018-05-05,800,M
18,"Hawthorne, Anthony",SO-2,La Salle,1:47.77,2018 West Point Twilight,2018-05-10,800,M
19,"Lambourne, Clay",SR-4,Utah State,1:47.83,Mt. SAC Relays,2018-04-19,800,M
19,"Jones, Otis",JR-3,South Carolina,1:47.83,SEC Outdoor Track and Field Championships,2018-05-11,800,M
19,"Kibet, Collins",SR-4,Arizona,1:47.83,2018 Desert Heat Classic,2018-04-28,800,M
22,"White, Kevin",JR-3,Loyola (Ill.),1:47.87,Wisconsin Twilight,2018-05-04,800,M
23,"Dennison, Jaymes",SR-4,Iowa State,1:47.97,39th Sun Angel Classic,2018-04-05,800,M
23,"Devroe, Dejon",JR-3,Miss State,1:47.97,Florida Relays,2018-03-29,800,M
25,"Wisner, Matt",SO-2,Duke,1:48.04,Duke Invitational,2018-04-20,800,M
25,"Rivera, Rey",FR-1,Georgetown,1:48.04,Virginia Challenge,2018-04-20,800,M
27,"Alvarado, Abraham",SR-4,BYU,1:48.05,Mt. SAC Relays,2018-04-19,800,M
28,"Hernandez, Efrain",SR-4,Texas A&M,1:48.13,LSU Invitational,2018-04-28,800,M
29,"Hollis, Kyren",JR-3,Florida,1:48.20,SEC Outdoor Track and Field Championships,2018-05-11,800,M
30,"Mohammed, Moujtaba",SR-4,Nebraska,1:48.25,Big Ten Championships,2018-05-11,800,M
31,"Ciattei, Vincent",SR-4,Virginia Tech,1:48.29,Duke Invitational,2018-04-20,800,M
32,"Heppenstall, Robert",JR-3,Wake Forest,1:48.34,Virginia Challenge,2018-04-20,800,M
33,"Wilson, Michael",JR-3,New Mexico,1:48.35,Bryan Clay Invitational,2018-04-19,800,M
34,"Hampton, Jeramey",JR-3,Georgia,1:48.39,Home Depot Clyde Littlefield Texas Relays,2018-03-28,800,M
35,"Langstaff, Josiah",JR-3,Columbia,1:48.40,Ivy League Outdoor Track & Field Championships,2018-05-05,800,M
36,"Lagat, Festus",SO-2,Iowa State,1:48.45,39th Sun Angel Classic,2018-04-05,800,M
