,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
93,"Robinson, Daniel",FR-1,USC,10.39,2019 Pac-12 Track & Field Championships,2019-05-04,1.2,100,M
93,"Malone, Treyshon",JR-3,Idaho State,10.39@,Big Sky Outdoor Track & Field Championships,2019-05-08,2.0,100,M
93,"Daniel, Rieker",SO-2,Oregon,10.39,2019 Pac-12 Track & Field Championships,2019-05-04,-0.1,100,M
93,"Ofotan, Justin",FR-1,Penn State,10.39,Big Ten Championships,2019-05-10,1.5,100,M
93,"Booker, Jordan",FR-1,Houston,10.39,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
93,"Mitchell, Quincy",FR-1,Cincinnati,10.39,Tennessee Relays,2019-04-11,2.2,100,M
93,"Powell, Leon",SR-4,UCLA,10.39,USC vs UCLA,2019-04-27,1.4,100,M
1,"Coleman, Christian",JR-3,Tennessee,9.93,SEC Relays,2017-04-28,3.2,100,M
2,"Carnes, Brandon",SR-4,Northern Iowa,9.97,2017 MVC Outdoor Track and Field Championships,2017-05-12,2.2,100,M
2,"Crawford, Lawrence",SO-2,Miss State,9.97,SEC Relays,2017-04-28,3.2,100,M
4,"Skeen, Odean",JR-3,Auburn,9.98,War Eagle Invititaional,2017-04-21,2.0,100,M
5,"Belcher, Christopher",SR-4,N. Carolina A&T,9.99,2017 Aggie Invitational,2017-04-14,3.5,100,M
5,"Williams, Kendal",SO-2,Georgia,9.99,2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.1,100,M
5,"Mitchell-Blake, Nethaneel",SR-4,LSU,9.99,SEC Outdoor Track & Field Championships,2017-05-11,0.6,100,M
8,"Hall-Thompson, Eli",JR-3,Houston,10.00,Penn Relays,2017-04-27,2.7,100,M
8,"Bacon, Jaylen",JR-3,Arkansas State,10.00,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.0,100,M
10,"Willis, Maxwell",FR-1,Baylor,10.03,Big 12 Outdoor Track & Field Championships,2017-05-12,3.8,100,M
11,"Charleston, Cravont",FR-1,North Carolina St.,10.07,ACC Outdoor Track & Field Championships,2017-05-12,2.6,100,M
12,"Thymes, Just'N",SR-4,USC,10.08,2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.1,100,M
13,"King, Kyree",SR-4,Oregon,10.09,Pac-12 Championships,2017-05-13,2.2,100,M
14,"Oduduru, Divine",FR-1,Texas Tech,10.10,Michael Johnson Invitational,2017-04-22,3.0,100,M
14,"Greene, Cejhae",JR-3,Georgia,10.10,Gamecock Invitational,2017-04-15,1.6,100,M
16,"Givans, Senoj-Jay",SR-4,Texas,10.13,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,100,M
16,"Acy, Tremayne",SR-4,LSU,10.13,SEC Relays,2017-04-28,2.9,100,M
18,"Burke, Mario",SO-2,Houston,10.17,Penn Relays,2017-04-27,2.7,100,M
18,"DeMoss, Davon",SO-2,Memphis,10.17,Memphis Invitational 2017,2017-04-28,3.0,100,M
18,"McGruder, Michael",JR-3,Arkansas-Little Rock,10.17,Little Rock Open,2017-04-07,3.8,100,M
21,"Gabriel, Caleb",SR-4,N. Carolina A&T,10.18,2017 Aggie Invitational,2017-04-14,2.7,100,M
21,"Tsumba, Tatenda",SR-4,BYU,10.18,Trojan Invitational,2017-03-17,2.8,100,M
21,"Henderson, Kahlil",SR-4,Auburn,10.18,War Eagle Invititaional,2017-04-21,2.7,100,M
21,"Morris, Julius",JR-3,Western Kentucky,10.18@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,1.0,100,M
25,"Miller, Jalen",JR-3,TCU,10.19,Big 12 Outdoor Track & Field Championships,2017-05-12,2.7,100,M
25,"Carter, Hanoj",SR-4,UL-Lafayette,10.19,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.0,100,M
25,"Piper, Aaron",JR-3,Stephen F. Austin,10.19,Skechers Performance Carl Kight Invitational,2017-04-06,3.4,100,M
28,"Cotton, Kenzo",JR-3,Arkansas,10.20,Baylor Invitational,2017-04-08,2.9,100,M
28,"Larkins, Micah",SO-2,Northwestern St.,10.20,2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.1,100,M
28,"James, Amir",JR-3,Northwestern St.,10.20,Baylor Invitational,2017-04-08,2.9,100,M
28,"Ferguson, Emeilo",JR-3,TCU,10.20,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,100,M
28,"Quinn, Devin",SO-2,Illinois,10.20,Illinois Twilight,2017-04-22,2.0,100,M
33,"Reece, Alex",SR-4,Weber State,10.21,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,3.8,100,M
33,"Brock, TJ",FR-1,USC,10.21,2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.1,100,M
33,"Campbell, Keon",SR-4,Prairie View,10.21,SWAC Outdoor Championship,2017-05-05,2.1,100,M
33,"Titi, Ncincilili",JR-3,South Carolina,10.21,Florida Relays,2017-03-30,2.2,100,M
37,"Jackson, Donte",FR-1,LSU,10.22,SEC Relays,2017-04-28,1.6,100,M
37,"Clark, Ryan",SO-2,Florida,10.22,SEC Outdoor Track & Field Championships,2017-05-11,1.8,100,M
37,"Montgomery, Hakim",SO-2,Troy,10.22,Penn Relays,2017-04-27,2.7,100,M
37,"Lawrence, Hakeem",SR-4,Akron,10.22,Mid-American Outdoor Track & Field Championships,2017-05-11,3.1,100,M
41,"Flowers, Darrion",SO-2,TCU,10.23,2017 Horned Frog Invitational,2017-04-15,2.8,100,M
41,"Anumnu, Charles",SR-4,Texas,10.23,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,100,M
43,"Amoah, Joseph",FR-1,Coppin State,10.24,2017 Morgan State Legacy Track & Field Meet,2017-04-21,2.5,100,M
43,"Chambers, Raheem",FR-1,Auburn,10.24,SEC Outdoor Track & Field Championships,2017-05-11,1.8,100,M
43,"Smith, Terrell",JR-3,Kansas State,10.24,Big 12 Outdoor Track & Field Championships,2017-05-12,2.7,100,M
46,"Burrell, Cameron",JR-3,Houston,10.25,The American Outdoor Track & Field Championships,2017-05-12,2.0,100,M
47,"Rodgers, Derrius",FR-1,Illinois State,10.26,2017 MVC Outdoor Track and Field Championships,2017-05-12,2.2,100,M
47,"Powell, Leon",JR-3,UCLA,10.26,USC vs. UCLA,2017-04-29,0.9,100,M
49,"Chambers, Trevin",FR-1,Texas Tech,10.27@,Texas Tech Red Raider Shoot-Out,2017-04-28,2.1,100,M
49,"Lewis III, John",SO-2,Houston,10.27,Houston Alumni Invitational,2017-04-08,3.8,100,M
49,"Timpson, Jr, Michael",SO-2,Florida,10.27,UF Tom Jones Memorial,2017-04-28,3.4,100,M
49,"Simpson, Damarcus",JR-3,Oregon,10.27,Pac-12 Championships,2017-05-13,2.2,100,M
49,"Ntreh, Christopher",SO-2,Texas,10.27,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,100,M
54,"Fair, Kareem",JR-3,Bethune-Cookman,10.28,Embry-Riddle Spike's Classic (Collegiate),2017-03-31,2.9,100,M
54,"Rowe, Rodney",SO-2,N. Carolina A&T,10.28,UF Tom Jones Memorial,2017-04-28,3.4,100,M
54,"Marshall, Deshawn",SR-4,Ohio State,10.28,2017 Jesse Owens University Classic,2017-04-21,3.5,100,M
54,"Davenport, Michael",FR-1,Virginia Tech,10.28,ACC Outdoor Track & Field Championships,2017-05-12,2.6,100,M
58,"Washington, Josh",SR-4,Arkansas,10.29,Baylor Invitational,2017-04-08,2.9,100,M
58,"Mapps, Desmond",JR-3,Arkansas-Little Rock,10.29,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.0,100,M
58,"Adams, Malachi",SO-2,Western Illinois,10.29,Illinois State Redbird Invitational,2017-04-08,2.7,100,M
58,"Carson, Cra'Vorkian",JR-3,Southern Miss.,10.29@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,1.0,100,M
58,"Parmley, Tristan",JR-3,Indiana State,10.29,2017 MVC Outdoor Track and Field Championships,2017-05-12,2.2,100,M
58,"Charles, Ja'Maun",SO-2,Washington St.,10.29,Pac-12 Championships,2017-05-13,2.2,100,M
58,"Hamilton, Kenshard",SR-4,Kentucky,10.29,Florida Relays,2017-03-30,3.1,100,M
65,"Winters, Jr, David",SR-4,South Carolina,10.30,Gamecock Invitational,2017-04-15,1.6,100,M
65,"Thomas, Joel",JR-3,N. Carolina A&T,10.30,Duke Invitational,2017-04-21,1.0,100,M
67,"Jefferson, Chris",SO-2,Sam Houston St.,10.31,Southland Conference Outdoor Championship,2017-05-12,1.1,100,M
67,"Graves, Caulin",FR-1,Drake,10.31,2017 MVC Outdoor Track and Field Championships,2017-05-12,2.2,100,M
67,"Dorsey, Fred",JR-3,Kentucky,10.31,SEC Relays,2017-04-28,3.2,100,M
70,"Davis, Josh",SO-2,Alabama State,10.32,War Eagle Invititaional,2017-04-21,2.7,100,M
70,"Barnum, Alexander",FR-1,USC,10.32,USC vs. UCLA,2017-04-29,0.9,100,M
72,"Williams, Mustaqeem",SO-2,Tennessee,10.33,SEC Outdoor Track & Field Championships,2017-05-11,0.7,100,M
72,"Crossen, Keion",JR-3,Western Carolina,10.33,Southern Conference Outdoor Championships 2017,2017-05-11,2.5,100,M
74,"Ejiakuekwu, Roy",SO-2,Arkansas,10.34,Baylor Invitational,2017-04-08,2.9,100,M
74,"Walsh, Tahir",SR-4,Mid. Tenn. State,10.34@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.9,100,M
74,"Clarke, Edward",SO-2,Florida State,10.34,FSU Relays,2017-03-24,1.5,100,M
74,"Brown, Clark",FR-1,BYU,10.34@,2017 BYU Cougar Invitational,2017-05-12,0.3,100,M
74,"Hines, Nyheim",SO-2,North Carolina St.,10.34,ACC Outdoor Track & Field Championships,2017-05-12,2.6,100,M
74,"Larry, Lorenzo",SR-4,Wisconsin,10.34,Jim Click Shootout,2017-04-08,0.1,100,M
74,"Robinson, Jamal",SR-4,Eastern Illinois,10.34,OVC Outdoor Track & Field Championship,2017-05-11,3.6,100,M
74,"Kirby, Bryce",SO-2,Boise State,10.34@,Mountain West Outdoor Track & Field Championships,2017-05-10,2.3,100,M
82,"Smith, Xavier",JR-3,Penn State,10.35,Big Ten Outdoor Championships,2017-05-12,0.3,100,M
82,"Wilson, O'Shea",JR-3,Iowa,10.35,Jim Click Shootout,2017-04-08,0.1,100,M
84,"Armstrong, Traveyon",SR-4,Oklahoma,10.36,John Jacobs Invitational,2017-04-21,3.1,100,M
85,"Styles, Therius",JR-3,Coastal Carolina,10.37,War Eagle Invititaional,2017-04-21,2.7,100,M
85,"Sourapas, Christian",SO-2,USC,10.37,USC vs. UCLA,2017-04-29,0.9,100,M
85,"Wells, Mike",JR-3,Wichita State,10.37,John Jacobs Invitational,2017-04-21,3.1,100,M
85,"Tchenawou, Kossi",JR-3,Northern Arizona,10.37,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,3.8,100,M
85,"Smith, Tyler",SO-2,McNeese State,10.37,Southland Conference Outdoor Championship,2017-05-12,3.0,100,M
85,"Brown, Tony",JR-3,Alabama,10.37,SEC Outdoor Track & Field Championships,2017-05-11,1.8,100,M
91,"Mutanga, Tinashe",SR-4,LSU,10.38,2017 90th Clyde Littlefield Texas Relays,2017-03-29,1.4,100,M
91,"Williams, Gawain",JR-3,South Dakota,10.38,USD SDSU Dual,2017-04-08,1.9,100,M
91,"Crenshaw, Khoury",JR-3,Michigan,10.38,Texas Invitational,2017-04-14,0.9,100,M
91,"Resais , Cliff",JR-3,SE Louisiana,10.38,McNeese Spring Time Classic,2017-04-08,1.6,100,M
91,"Brown, Xavier",FR-1,Cal St. Northridge,10.38,Texas Invitational,2017-04-14,3.8,100,M
91,"Lacy, Khalil",FR-1,Stephen F. Austin,10.38,Skechers Performance Carl Kight Invitational,2017-04-06,3.4,100,M
91,"Cummiskey, Brian",SR-4,Buffalo,10.38,Mid-American Outdoor Track & Field Championships,2017-05-11,3.1,100,M
98,"Harris III, Robert",SR-4,Albany,10.39,11th Spring Classic Invitational,2017-03-17,3.0,100,M
98,"Minor, Eli",JR-3,Western Kentucky,10.39@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,1.0,100,M
98,"Dancer, Quentin",FR-1,Kansas,10.39,Big 12 Outdoor Track & Field Championships,2017-05-12,3.8,100,M
1,"Baker, Ronnie",SR-4,TCU,9.95,TCU Invitational,2016-03-17,2.7,100,M
2,"Hester, Tevin",SR-4,Clemson,9.99,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,3.0,100,M
3,"Belcher, Christopher",JR-3,N. Carolina A&T,10.07,MEAC Outdoor Track & Field Championships,2016-05-05,1.9,100,M
4,"Givans, Senoj-Jay",JR-3,Texas,10.08,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,3.0,100,M
5,"Mitchell-Blake, Nethaneel",JR-3,LSU,10.09,Texas Invitational,2016-04-16,1.0,100,M
6,"Coleman, Christian",SO-2,Tennessee,10.11,Seminole Invitational,2016-04-15,0.8,100,M
7,"Woodson, Markesh",SR-4,Missouri,10.13,John McDonnell Invitational,2016-04-22,2.0,100,M
8,"Collins, Leshon",SR-4,Houston,10.15,The American Outdoor Track & Field Championships,2016-05-12,-1.4,100,M
9,"Teeters, John",JR-3,Oklahoma State,10.16,John McDonnell Invitational,2016-04-22,2.0,100,M
9,"Burrell, Cameron",SO-2,Houston,10.16,Tom Tellez Invitational,2016-05-06,1.9,100,M
11,"Taylor, Nicholas",SR-4,Utah Valley,10.18,WAC Outdoor Track and Field Championships,2016-05-11,3.0,100,M
12,"Lawson, Jarrion",SR-4,Arkansas,10.19,John McDonnell Invitational,2016-04-22,2.0,100,M
12,"McGee, Bentrell",SR-4,Jackson State,10.19,2016 SWAC Outdoor Championship,2016-05-06,3.3,100,M
12,"Washington, Marqueze",SR-4,Arkansas,10.19,John McDonnell Invitational,2016-04-22,2.0,100,M
15,"Bluth, Parker",SR-4,Utah State,10.20,Mountain West Championships,2016-05-11,2.1,100,M
15,"White, Malcolm",SO-2,Nebraska,10.20,2016 Nebraska Invitational,2016-05-07,1.8,100,M
17,"Bowens, Nic",SR-4,Utah State,10.21,Mountain West Championships,2016-05-11,3.2,100,M
18,"Jenkins, Devin",SR-4,Texas A&M,10.22,37th Annual Sun Angel Classic,2016-04-08,1.1,100,M
19,"Hicks, Jermey",JR-3,Louisiana Tech,10.23,LSU Alumni Gold,2016-04-23,2.2,100,M
20,"Bacon, Jaylen",SO-2,Arkansas State,10.25,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,1.5,100,M
21,"Clark, Ryan",FR-1,Florida,10.26,Florida Relays,2016-03-31,1.7,100,M
21,"Vincent, Pierce",SR-4,Drake,10.26,2016 Drake Relays presented by Hy-Vee,2016-04-27,3.4,100,M
21,"Williams, Gawain",SO-2,South Dakota,10.26,Summit League Outdoor T&F Championships,2016-05-12,2.9,100,M
24,"Carnes, Brandon",JR-3,Northern Iowa,10.27,Tom Botts Invitational,2016-04-15,3.2,100,M
24,"Burke, Mario",FR-1,Houston,10.27,The American Outdoor Track & Field Championships,2016-05-12,-1.4,100,M
