,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
32,"Golliday, Charde",JR-3,Illinois State,6.30m,"20' 8""",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,3.5,LJ,W
35,"Bender, Hope",SR-4,UC Santa Barbara,6.29m,"20' 7.75""",Big West Outdoor Track & Field Championships,2019-05-10,1.3,LJ,W
35,"Ader, Nicola",SO-2,Nevada,6.29m,"20' 7.75""",Bryan Clay Invitational,2019-04-17,2.4,LJ,W
37,"Samuels, Samiyah",JR-3,Houston,6.28m,"20' 7.25""",Texas A&M Invitational I,2019-04-12,3.1,LJ,W
37,"Caldwell, Khyasia",SO-2,Virginia,6.28m,"20' 7.25""",Virginia Challenge,2019-04-19,3.9,LJ,W
37,"Gordon, Tanalaya",FR-1,Memphis,6.28m,"20' 7.25""",The American Outdoor Track & Field Championships,2019-05-10,0.0,LJ,W
37,"Kirby, Megan",SO-2,Abilene Christian,6.28m,"20' 7.25""",ACU Oliver Jackson Twilight,2019-04-25,1.9,LJ,W
41,"Van Tonder, Renate",JR-3,Louisville,6.27m,"20' 7""",37th Annual Victor Lopez Classic,2019-03-21,0.0,LJ,W
41,"Uche, Ijeoma",SO-2,Brown,6.27m,"20' 7""",Raleigh Relays,2019-03-29,0.8,LJ,W
43,"Morris, Hannah",FR-1,Minnesota,6.26m,"20' 6.5""",Jim Click Shootout,2019-04-06,0.7,LJ,W
43,"Henderson, Ja'la",SR-4,Wyoming,6.26m,"20' 6.5""",Mountain West Outdoor Track & Field Championship,2019-05-08,0.5,LJ,W
43,"Nichols, Monae'",SO-2,Bethune-Cookman,6.26m,"20' 6.5""",Embry-Riddle Spike's Classic (collegiate teams),2019-03-29,0.4,LJ,W
46,"Brasseur, Bo",JR-3,Western Illinois,6.25m,"20' 6.25""",Tom Botts Invitational,2019-04-19,3.8,LJ,W
46,"Young, Asia",JR-3,Purdue,6.25m,"20' 6.25""",Jim Click Shootout,2019-04-06,1.1,LJ,W
48,"Riley, Shylia",SR-4,Nebraska,6.24m,"20' 5.75""",2019 Nebraska Invitational,2019-05-04,1.3,LJ,W
48,"Bajnok, Eszter",JR-3,Virginia Tech,6.24m,"20' 5.75""",ACC Championships,2019-05-09,1.0,LJ,W
48,"Beattie, Erinn",SR-4,UC Davis,6.24m,"20' 5.75""",Big West Outdoor Track & Field Championships,2019-05-10,0.0,LJ,W
51,"Aholou, Tatiana",FR-1,Kentucky,6.23m,"20' 5.25""",SEC Outdoor Track & Field Championships,2019-05-09,0.8,LJ,W
51,"Middleton, Taylor",JR-3,Pittsburgh,6.23m,"20' 5.25""",Virginia Challenge,2019-04-19,1.8,LJ,W
53,"Leon, Gabriela",SO-2,Louisville,6.22m,"20' 5""",Ole Miss Classic,2019-03-30,2.6,LJ,W
53,"Brown, LaJarvia",JR-3,Texas A&M,6.22m,"20' 5""",Texas A&M Invitational I,2019-04-12,2.7,LJ,W
55,"Akobundu, Madeleine",JR-3,N. Carolina A&T,6.21m,"20' 4.5""",MEAC Outdoor Track & Field Championships,2019-05-02,1.3,LJ,W
55,"Smith, Jewel",SR-4,Maryland,6.21m,"20' 4.5""",Florida Relays,2019-03-28,2.0,LJ,W
55,"Ebwea-Excel, Marie-Josee",SR-4,Kentucky,6.21m,"20' 4.5""",Kentucky Track & Field Invitational,2019-04-20,0.7,LJ,W
55,"Paul, Carly",SR-4,Brown,6.21m,"20' 4.5""",Tennessee Relays,2019-04-11,1.8,LJ,W
59,"Collins, Gabrielle",JR-3,Bethune-Cookman,6.20m,"20' 4.25""",MEAC Outdoor Track & Field Championships,2019-05-02,1.6,LJ,W
59,"Hilton, Live",FR-1,Texas State,6.20m,"20' 4.25""",Texas State Bobcat Invitational,2019-03-28,2.7,LJ,W
59,"Fiedler, Henrike",FR-1,Idaho,6.20m,"20' 4.25""",Big Sky Outdoor Track & Field Championships,2019-05-08,1.1,LJ,W
59,"Gray, Jordan",SR-4,Kennesaw State,6.20m,"20' 4.25""",ASUN Outdoor Track & Field Championships,2019-05-10,0.8,LJ,W
63,"Gambrell, Breana",FR-1,Penn State,6.19m,"20' 3.75""",Bison Outdoor Classic,2019-04-13,0.0,LJ,W
64,"Brooks, Kieshonna",JR-3,Ole Miss,6.18m,"20' 3.5""",War Eagle Invitational 2019,2019-04-19,0.8,LJ,W
64,"Keefer, Anna",SO-2,North Carolina,6.18m,"20' 3.5""",ACC Championships,2019-05-09,0.6,LJ,W
64,"Rogers, Janile",SR-4,Illinois,6.18m,"20' 3.5""",The Reveille Meet,2019-04-06,1.5,LJ,W
64,"Mattox, Jaden",JR-3,Purdue,6.18m,"20' 3.5""",Big Ten Championships,2019-05-10,1.1,LJ,W
64,"Matthews, Bria",JR-3,Georgia Tech,6.18m,"20' 3.5""",Torrin Lawrence Memorial,2019-04-26,0.0,LJ,W
64,"Reynolds, Asya",JR-3,Michigan State,6.18m,"20' 3.5""",Louisville Invitational,2019-04-12,1.4,LJ,W
70,"Forrester, Annastacia",JR-3,Western Kentucky,6.17m,"20' 3""",Georgia Tech Invitational (College),2019-04-19,2.5,LJ,W
70,"Arnold, Mackenzie",JR-3,Loyola (Ill.),6.17m,"20' 3""",Texas State Bobcat Invitational,2019-03-28,1.8,LJ,W
72,"Levin, Amanda",SR-4,North Dakota State,6.16m,"20' 2.5""",Bryan Clay Invitational,2019-04-17,0.6,LJ,W
72,"McLeod, Helena",JR-3,Northern Arizona,6.16m,"20' 2.5""",Bryan Clay Invitational,2019-04-17,2.0,LJ,W
72,"Evans, Maya",FR-1,Texas Tech,6.16m,"20' 2.5""",Corky/Crofoot Shootout,2019-04-26,1.8,LJ,W
75,"Poe, Asia",FR-1,Miss State,6.15m,"20' 2.25""",Bryan Clay Invitational,2019-04-17,0.9,LJ,W
75,"Atherley, Michelle",JR-3,Miami (Fla.),6.15m,"20' 2.25""",UF Tom Jones Memorial,2019-04-26,0.9,LJ,W
75,"Wahl, Georgia",SR-4,Texas,6.15m,"20' 2.25""",National Relay Championships,2019-04-26,1.4,LJ,W
75,"Small, Aria",SO-2,Stanford,6.15m,"20' 2.25""",Cardinal Classic,2019-04-19,0.9,LJ,W
75,"Kerley, Virginia",SO-2,Texas A&M,6.15m,"20' 2.25""",Texas A&M Invitational I,2019-04-12,2.1,LJ,W
75,"Meade, Rechelle",JR-3,Idaho,6.15m,"20' 2.25""",Big Sky Outdoor Track & Field Championships,2019-05-08,0.0,LJ,W
75,"Onah, EJ",FR-1,Albany,6.15m,"20' 2.25""",2019 America East Outdoor Championships,2019-05-04,0.0,LJ,W
82,"Ferdinand, Naomi",JR-3,Texas State,6.14m,"20' 1.75""",Texas State Bobcat Invitational,2019-03-28,3.2,LJ,W
82,"Moran, Leah",JR-3,Indiana,6.14m,"20' 1.75""",Tennessee Relays,2019-04-11,0.5,LJ,W
82,"Whitaker, Mackenzie",SO-2,East Carolina,6.14m,"20' 1.75""",East Carolina University Bill Carson Invitational,2019-04-05,1.5,LJ,W
82,"McIntyre, Makaila",JR-3,Western Carolina,6.14m,"20' 1.75""",2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,3.0,LJ,W
86,"Washington, Symone",FR-1,Oklahoma,6.13m,"20' 1.5""",John Jacobs Invitational,2019-04-19,-2.3,LJ,W
86,"Falco, Sophia",SO-2,Texas,6.13m,"20' 1.5""",National Relay Championships,2019-04-26,0.4,LJ,W
86,"Jones, Margaux",SR-4,USC,6.13m,"20' 1.5""",USC Trojan Invite,2019-03-15,1.0,LJ,W
86,"Lewis, Zion",JR-3,Brown,6.13m,"20' 1.5""",Ivy League Outdoor Track & Field Championships,2019-05-04,0.0,LJ,W
86,"ECKELS, Breanna",JR-3,North Texas,6.13m,"20' 1.5""",Baylor Invitational,2019-03-23,1.4,LJ,W
91,"Murrell, Talajah",SR-4,Texas Tech,6.12m,"20' 1""",Corky/Crofoot Shootout,2019-04-26,3.2,LJ,W
91,"Davis, Allison",SO-2,Northern Colorado,6.12m,"20' 1""",2019 Tom Benich Invite,2019-03-30,1.4,LJ,W
91,"Nwofor, Emma",JR-3,Arkansas State,6.12m,"20' 1""",Memphis Tiger invitational,2019-04-26,1.6,LJ,W
94,"Froeynes, Amanda",SO-2,Florida,6.11m,"20' 0.5""",UF Tom Jones Memorial,2019-04-26,2.8,LJ,W
94,"Graham, Jasmyne",JR-3,UNLV,6.11m,"20' 0.5""",Mountain West Outdoor Track & Field Championship,2019-05-08,-2.0,LJ,W
94,"Stevenson, Ciynamon",JR-3,Texas A&M,6.11m,"20' 0.5""",Texas A&M Alumni Muster,2019-04-27,2.9,LJ,W
94,"Patterson, Brittany",SO-2,Sacramento St.,6.11m,"20' 0.5""",2019 Hornet Invitational,2019-03-15,0.5,LJ,W
94,"Leonard, Jaelan",JR-3,Hampton,6.11m,"20' 0.5""",125th Penn Relays,2019-04-25,0.8,LJ,W
94,"Tudor, Alexandra",FR-1,Elon,6.11m,"20' 0.5""",CAA Outdoor Track and Field Championships,2019-05-03,2.9,LJ,W
100,"Smith, Dasia",SR-4,Georgia Tech,6.10m,"20' 0.25""",ACC Championships,2019-05-09,2.7,LJ,W
1,"Orji, Keturah",SR-4,Georgia,6.81m,"22' 4.25""",SEC Outdoor Track and Field Championships,2018-05-11,0.8,LJ,W
2,"Brooks, Taliyah",SR-4,Arkansas,6.78m,"22' 3""",Arkansas Spring Invitational,2018-03-23,1.2,LJ,W
3,"David, Yanis",JR-3,Florida,6.69m,"21' 11.5""",UF Tom Jones Memorial,2018-04-13,2.3,LJ,W
4,"McQueen, Darrielle",SR-4,Florida,6.65m,"21' 10""",SEC Outdoor Track and Field Championships,2018-05-11,1.3,LJ,W
5,"Davis, Tara",FR-1,Georgia,6.63m,"21' 9""",Spec Towns Invitational,2018-04-06,-2.1,LJ,W
5,"Hall, Kate",SO-2,Georgia,6.63m,"21' 9""",Torrin Lawrence Memorial,2018-05-05,1.2,LJ,W
7,"Thomas, Gabrielle",JR-3,Harvard,6.61m,"21' 8.25""",Ivy League Outdoor Track & Field Championships,2018-05-05,2.3,LJ,W
8,"Sow, Rougui",JR-3,South Carolina,6.57m,"21' 6.75""",SEC Outdoor Track and Field Championships,2018-05-11,1.2,LJ,W
9,"Thomas, Jahisha",SR-4,Iowa,6.55m,"21' 6""",Big Ten Championships,2018-05-11,0.7,LJ,W
10,"Alexander, Sarea",JR-3,Incarnate Word,6.54m,"21' 5.5""",Southland Conference Outdoor Track & Field Championships,2018-05-04,0.0,LJ,W
11,"Corrin, Courtney",SO-2,USC,6.50m,"21' 4""",2018 Pac-12 Track & Field Championships,2018-05-12,3.0,LJ,W
11,"Abire, Mercy",SO-2,Oral Roberts,6.50m,"21' 4""",2018 Summit League Championships,2018-05-10,2.8,LJ,W
13,"Gittens, Tyra",FR-1,Texas A&M,6.47m,"21' 2.75""",SEC Outdoor Track and Field Championships,2018-05-11,0.0,LJ,W
13,"Richards, Madisen",SR-4,USC,6.47m,"21' 2.75""",2018 Pac-12 Track & Field Championships,2018-05-12,3.4,LJ,W
15,"Fokam, Michelle",SO-2,Rice,6.46m,"21' 2.5""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.3,LJ,W
16,"Luque, Jhoanmy",SR-4,Iowa State,6.45m,"21' 2""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.1,LJ,W
16,"Spencer, Samara",SO-2,South Dakota,6.45m,"21' 2""",2018 Summit League Championships,2018-05-10,3.1,LJ,W
18,"Carson, Savannah",SR-4,Purdue,6.38m,"20' 11.25""",Big Ten Championships,2018-05-11,1.4,LJ,W
19,"Holmberg, Madeline",JR-3,Penn State,6.37m,"20' 10.75""",Big Ten Championships,2018-05-11,0.9,LJ,W
20,"Thompson, Alyssa",SR-4,Arizona,6.36m,"20' 10.5""",Pac-12 Combined Events Championships,2018-05-05,2.3,LJ,W
21,"Johnson, De'Von",SR-4,Kennesaw State,6.35m,"20' 10""",Miami Hurricane Alumni Invitational,2018-04-06,-0.9,LJ,W
21,"Williams, Kiara",JR-3,Alabama,6.35m,"20' 10""",SEC Outdoor Track and Field Championships,2018-05-11,0.5,LJ,W
21,"Riley, Shylia",JR-3,Nebraska,6.35m,"20' 10""",Texas Tech Corky/Crofoot Shootout,2018-04-27,0.8,LJ,W
24,"Woods, Cidaea'",SR-4,Tennessee,6.34m,"20' 9.75""",Tennessee Relays,2018-04-12,2.1,LJ,W
24,"Gode, Kiely",SR-4,UC Santa Barbara,6.34m,"20' 9.75""",UC Santa Barbara vs. Cal Poly,2018-04-28,0.0,LJ,W
26,"Foster, Rhesa",SO-2,Oregon,6.33m,"20' 9.25""",2018 Pac-12 Track & Field Championships,2018-05-12,3.3,LJ,W
26,"Samuels, Samiyah",SO-2,Houston,6.33m,"20' 9.25""",The American Outdoor Track & Field Championships,2018-05-11,0.3,LJ,W
26,"Barrow, Lisa-Anne",JR-3,San Diego St.,6.33m,"20' 9.25""",Mountain West Challenge,2018-04-06,0.9,LJ,W
26,"Thompson, Ashley",SR-4,South Dakota,6.33m,"20' 9.25""",2018 Summit League Championships,2018-05-10,3.0,LJ,W
30,"Ebwea-Bile, Marie-Josee",JR-3,Kentucky,6.32m,"20' 9""",Tennessee Relays,2018-04-12,2.5,LJ,W
30,"Edwards, G'Auna",FR-1,Texas Tech,6.32m,"20' 9""",Texas Tech Corky/Crofoot Shootout,2018-04-27,1.4,LJ,W
30,"Keefer, Anna",FR-1,North Carolina,6.32m,"20' 9""",Battle of the Blues,2018-04-06,2.5,LJ,W
33,"Allen, Sabina",SR-4,Campbell,6.31m,"20' 8.5""",Virginia Challenge,2018-04-20,-1.2,LJ,W
34,"Nichols, Monae'",FR-1,Bethune-Cookman,6.30m,"20' 8""",UF Tom Jones Memorial,2018-04-13,2.4,LJ,W
34,"Armstead, Aaliyah",JR-3,Indiana,6.30m,"20' 8""",Big Ten Championships,2018-05-11,0.8,LJ,W
36,"Steels, Jasmyn",SO-2,Northwestern St.,6.29m,"20' 7.75""",McNeese State Last Chance,2018-05-12,2.1,LJ,W
37,"Smith, Zhane",FR-1,Purdue,6.28m,"20' 7.25""",2018 Louisville Invitational,2018-04-13,1.9,LJ,W
37,"Allen, Tristyn",JR-3,Sam Houston St.,6.28m,"20' 7.25""",Bryan Clay Invitational,2018-04-19,0.7,LJ,W
37,"ECKELS, Breanna",SO-2,North Texas,6.28m,"20' 7.25""",Beach Invitational,2018-04-20,0.0,LJ,W
37,"Cook, Chaquinn",JR-3,Oregon,6.28m,"20' 7.25""",40th Annual Aztec Invitational,2018-03-24,1.9,LJ,W
37,"Middleton, Taylor",SO-2,Pittsburgh,6.28m,"20' 7.25""",Univ. of Akron - Campbell/Wright Open,2018-05-04,3.1,LJ,W
42,"Turke, Ieva",FR-1,Nebraska,6.27m,"20' 7""",Big Ten Championships,2018-05-11,1.2,LJ,W
42,"Fotopoulou , Filippa",SR-4,Alabama,6.27m,"20' 7""",UF Tom Jones Memorial,2018-04-13,2.6,LJ,W
44,"Barreira, Jessica",JR-3,Arizona State,6.25m,"20' 6.25""",2018 Desert Heat Classic,2018-04-28,2.7,LJ,W
45,"Rothwell, Cha'Mia",SO-2,Dartmouth,6.23m,"20' 5.25""",Virginia Challenge,2018-04-20,-0.4,LJ,W
45,"Murphy, Sydnei",JR-3,Duke,6.23m,"20' 5.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,4.0,LJ,W
45,"Jefferson, LaTyria",JR-3,Kansas,6.23m,"20' 5.25""",Arkansas Spring Invitational,2018-03-23,1.7,LJ,W
48,"Njadoe, Wurrie",SO-2,Kansas State,6.22m,"20' 5""",Texas Tech Corky/Crofoot Shootout,2018-04-27,1.4,LJ,W
49,"Fleming, Tayler",SR-4,UC Riverside,6.21m,"20' 4.5""",Highlander Twilight,2018-04-13,0.8,LJ,W
49,"Gibbons, Alexis",SO-2,Louisville,6.21m,"20' 4.5""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.4,LJ,W
49,"Abdullah-Muhammad, Qetuwrah",SR-4,Mid. Tenn. State,6.21m,"20' 4.5""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.0,LJ,W
49,"Barron, Mia",JR-3,Virginia,6.21m,"20' 4.5""",Virginia Grand Prix,2018-04-28,3.0,LJ,W
53,"Longmire, Destiny",SO-2,San Jose St.,6.20m,"20' 4.25""",2018 Cardinal Classic,2018-04-20,0.0,LJ,W
53,"DeLoach, Taylor",SO-2,Ohio State,6.20m,"20' 4.25""",Big Ten Championships,2018-05-11,1.5,LJ,W
53,"Armstrong, Keishorea",SR-4,Binghamton,6.20m,"20' 4.25""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,1.0,LJ,W
53,"Smith, Shelby",FR-1,Louisiana Tech,6.20m,"20' 4.25""",Leon Johnson NSU Invitational,2018-04-28,2.0,LJ,W
57,"Caldwell, Khyasia",FR-1,Virginia,6.19m,"20' 3.75""",Virginia Grand Prix,2018-04-28,2.1,LJ,W
57,"Alli, Zuliat",SO-2,Texas Tech,6.19m,"20' 3.75""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.2,LJ,W
57,"Cleggett, Dominique",SR-4,Howard,6.19m,"20' 3.75""",Penn Relays,2018-04-26,0.6,LJ,W
57,"Paul, Carly",JR-3,Brown,6.19m,"20' 3.75""",Tiger Track Classic 2018,2018-04-13,2.4,LJ,W
57,"Leonard, Jaelen",SO-2,Hampton,6.19m,"20' 3.75""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,1.0,LJ,W
62,"Phillips, Deja",SR-4,Lamar,6.18m,"20' 3.5""",Beach Invitational,2018-04-20,1.1,LJ,W
62,"Siefring, Jaclyn",SR-4,Akron,6.18m,"20' 3.5""",Univ. of Akron - Campbell/Wright Open,2018-05-04,0.8,LJ,W
62,"Richardson, Kayla",SR-4,Maryland,6.18m,"20' 3.5""",Virginia Challenge,2018-04-20,0.3,LJ,W
62,"Christon, Amaya",SR-4,Oral Roberts,6.18m,"20' 3.5""",2018 Summit League Championships,2018-05-10,2.8,LJ,W
62,"Williamson, Sidne'",JR-3,Missouri State,6.18m,"20' 3.5""",Memphis Tiger Invitational,2018-04-27,0.0,LJ,W
62,"Cole, Chelsey",FR-1,Texas Tech,6.18m,"20' 3.5""",Texas Tech Corky/Crofoot Shootout,2018-04-27,1.9,LJ,W
68,"Finnegan, Kayla",SR-4,Grand Canyon,6.17m,"20' 3""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.4,LJ,W
68,"Bajnok, Eszter",SO-2,Virginia Tech,6.17m,"20' 3""",ACC Outdoor Championships,2018-05-10,0.8,LJ,W
68,"Hinton, Kaylee",JR-3,Texas Tech,6.17m,"20' 3""",Texas Tech Corky/Crofoot Shootout,2018-04-27,2.2,LJ,W
68,"Williams, Jaela",JR-3,UNLV,6.17m,"20' 3""",Mountain West Outdoor Track & Field Championships,2018-05-09,1.6,LJ,W
68,"Neal, Maya",JR-3,Tennessee,6.17m,"20' 3""",Tennessee Challenge,2018-05-05,1.4,LJ,W
73,"Wahl, Georgia",JR-3,Texas,6.16m,"20' 2.5""",LSU Alumni Gold,2018-04-21,2.1,LJ,W
73,"Jordan, Jade",FR-1,Charlotte,6.16m,"20' 2.5""",Virginia Grand Prix,2018-04-28,1.8,LJ,W
73,"Henderson, Ja'la",JR-3,Wyoming,6.16m,"20' 2.5""",Jerry Quiller Classic 2018,2018-03-16,1.8,LJ,W
73,"Collins, Gabby",SO-2,Western Michigan,6.16m,"20' 2.5""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,2.0,LJ,W
73,"Bryan, Danique",JR-3,West Virginia,6.16m,"20' 2.5""",Virginia Grand Prix,2018-04-28,2.7,LJ,W
73,"Farley, Alexis",SO-2,Miss State,6.16m,"20' 2.5""",SEC Outdoor Track and Field Championships,2018-05-11,0.0,LJ,W
73,"Gooden, Jazmine",SO-2,Western Carolina,6.16m,"20' 2.5""",Southern Conference Outdoor Track & Field Championships,2018-05-10,0.0,LJ,W
80,"Schultz, Nina",SO-2,Kansas State,6.15m,"20' 2.25""",Roadrunner Invitational,2018-03-22,3.0,LJ,W
80,"Robinson, Jaimie",FR-1,Alabama,6.15m,"20' 2.25""",Samford Alabama Track Challenge 2018,2018-03-23,1.1,LJ,W
80,"Korie, Melody",JR-3,Louisiana Tech,6.15m,"20' 2.25""",Leon Johnson NSU Invitational,2018-04-28,1.7,LJ,W
80,"Walker, Ivy",SO-2,Texas Tech,6.15m,"20' 2.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.0,LJ,W
80,"Smith, Jewel",JR-3,Maryland,6.15m,"20' 2.25""",USF Bulls Invitational,2018-03-22,0.2,LJ,W
80,"Roberts, Kaizha",FR-1,Prairie View,6.15m,"20' 2.25""",SWAC Outdoor Track and Field Championship,2018-05-04,1.6,LJ,W
80,"Gannon, Alexis",JR-3,North Carolina,6.15m,"20' 2.25""",Virginia Grand Prix,2018-04-28,3.2,LJ,W
87,"Akobundu, Madeleine",SO-2,N. Carolina A&T,6.14m,"20' 1.75""",Weems Baskin Relays,2018-03-23,2.4,LJ,W
87,"Bullock, Dominique",SR-4,Auburn,6.14m,"20' 1.75""",SEC Outdoor Track and Field Championships,2018-05-11,0.9,LJ,W
87,"Schiller, Noelle",FR-1,California,6.14m,"20' 1.75""",2018 Pac-12 Track & Field Championships,2018-05-12,2.3,LJ,W
87,"Hargrave, Chelsey",SR-4,Appalachian State,6.14m,"20' 1.75""",Sun Belt Outdoor Track and Field Championships,2018-05-11,2.1,LJ,W
87,"Henderson, Eriana",SO-2,Colorado,6.14m,"20' 1.75""",Pac-12+ vs Big Ten Invitational,2018-03-23,-2.4,LJ,W
92,"Froeynes, Amanda",FR-1,Florida,6.13m,"20' 1.5""",FSU Relays,2018-03-23,0.7,LJ,W
92,"Lewis, Raynesha",SO-2,Nebraska,6.13m,"20' 1.5""",John McDonnell Invitational,2018-04-13,3.7,LJ,W
94,"Jensen, Piper",SR-4,North Dakota State,6.12m,"20' 1""",South Dakota Invite,2018-04-11,-0.1,LJ,W
94,"Graham, Jasmyne",JR-3,UNLV,6.12m,"20' 1""",Mountain West Outdoor Track & Field Championships,2018-05-09,2.2,LJ,W
94,"McKee, Kelly",JR-3,Virginia,6.12m,"20' 1""",Virginia Challenge,2018-04-20,-1.0,LJ,W
94,"Brown, Lajarvia",SO-2,Texas A&M,6.12m,"20' 1""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.4,LJ,W
94,"Gayles, Daryth",SR-4,Stanford,6.12m,"20' 1""",Stanford Invitational,2018-03-30,0.9,LJ,W
99,"Graham, Erica",SR-4,St. John's,6.11m,"20' 0.5""",Tom Farrell Classic,2018-05-05,0.0,LJ,W
99,"Ellenwood, Georgia",SR-4,Wisconsin,6.11m,"20' 0.5""",Big Ten Championships,2018-05-11,1.2,LJ,W
1,"Emanuel, Keri",SR-4,LSU,6.56m,"21' 6.25""",2014 Clyde Littlefield Texas Relays,2014-03-26,1.0,LJ,W
2,"Porter, Chanice",SO-2,Georgia,6.53m,"21' 5.25""",Alabama Relays,2014-03-20,1.0,LJ,W
3,"Conley, Sydney",SO-2,Kansas,6.50m,"21' 4""",Kansas Relays,2014-04-16,3.5,LJ,W
4,"Farquharson, Rochelle",SR-4,Miss State,6.48m,"21' 3.25""",LSU Alumni Gold,2014-04-19,1.6,LJ,W
5,"Perry, Alexis",SO-2,North Carolina St.,6.45m,"21' 2""",Raleigh Relays (College/University),2014-03-28,1.4,LJ,W
6,"Price, Kylie",JR-3,UCLA,6.43m,"21' 1.25""",Rafer / JJK Collegiate Invitational,2014-04-12,1.2,LJ,W
7,"Clayton, Jen",SR-4,UCF,6.42m,"21' 0.75""",North Florida Invitational,2014-04-26,-0.1,LJ,W
8,"Saunders, Sha'Keela",FR-1,Kentucky,6.38m,"20' 11.25""",Longhorn Invitational,2014-05-03,1.7,LJ,W
8,"Prandini, Jenna",SO-2,Oregon,6.38m,"20' 11.25""",Pac-12 Outdoor Track and Field Championships,2014-05-17,0.6,LJ,W
10,"Twiss, Erica",SR-4,Kansas State,6.37m,"20' 10.75""",KSU Wildcat Open,2014-05-10,1.6,LJ,W
10,"Craddock, Charla",JR-3,Louisiana Tech,6.37m,"20' 10.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,-1.8,LJ,W
12,"Reynolds, Robin",SO-2,Florida,6.36m,"20' 10.5""",UF Tom Jones Memorial,2014-04-19,-0.1,LJ,W
13,"Ugen, Lorraine",SR-4,TCU,6.35m,"20' 10""",Florida Relays,2014-04-03,0.0,LJ,W
14,"Toussaint, Mariah",SR-4,Monmouth,6.34m,"20' 9.75""",Greyhound Invitational,2014-04-18,1.9,LJ,W
14,"Freeman, Der'Renae",SO-2,Florida State,6.34m,"20' 9.75""",ACC Outdoor Track & Field Championships,2014-04-17,0.0,LJ,W
16,"Pledger, Le'Tristan",SO-2,Texas Tech,6.32m,"20' 9""",TTU Red Raider Open,2014-05-03,1.4,LJ,W
16,"Stewart, Natasha",JR-3,South Florida,6.32m,"20' 9""",USF Bulls Invitational,2014-03-20,2.1,LJ,W
18,"Erickson, Roseanne",JR-3,Kent State,6.30m,"20' 8""",Tennessee Relays,2014-04-10,1.4,LJ,W
19,"Owens, Brittany",SO-2,Louisville,6.29m,"20' 7.75""",Border Battle,2014-04-12,2.5,LJ,W
19,"Myers, Tamara",JR-3,Arkansas,6.29m,"20' 7.75""",SEC Outdoor Championship,2014-05-15,-0.7,LJ,W
19,"Spenner, Sami",SR-4,Nebraska-Omaha,6.29m,"20' 7.75""",Summit League Outdoor Track & Field Championships,2014-05-15,3.4,LJ,W
22,"Moen-Davis, LaQue",SO-2,Texas A&M,6.28m,"20' 7.25""",LSU Invitational,2014-05-03,-0.7,LJ,W
22,"Ndem, Edy",SR-4,Virginia,6.28m,"20' 7.25""",Wolfpack Last Chance,2014-05-16,2.2,LJ,W
24,"Mitchell, Tia",JR-3,UL-Lafayette,6.27m,"20' 7""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,1.2,LJ,W
24,"Nelvis, Sharika",SR-4,Arkansas State,6.27m,"20' 7""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,1.0,LJ,W
24,"Sears, Je'Nia",JR-3,Fresno State,6.27m,"20' 7""",2014 Clyde Littlefield Texas Relays,2014-03-26,1.9,LJ,W
24,"Fountain, Whitney",JR-3,Clemson,6.27m,"20' 7""",Georgia Tech Invitational,2014-05-16,0.0,LJ,W
24,"Williams, Tierra",FR-1,Nebraska,6.27m,"20' 7""",Nebraska Quad,2014-04-12,0.9,LJ,W
29,"Stewart, Shanice",JR-3,Texas Tech,6.26m,"20' 6.5""",TTU Red Raider Open,2014-05-03,1.8,LJ,W
29,"Nunn, Nikki",SR-4,Purdue,6.26m,"20' 6.5""",Dave Rankin Invite,2014-05-02,3.5,LJ,W
31,"Denmark, Teiara",SR-4,Hampton,6.25m,"20' 6.25""",Coppin State Don Webster Invitational,2014-04-11,1.9,LJ,W
31,"White, Kierra",JR-3,Mississippi,6.25m,"20' 6.25""",Alabama vs. Mississippi Border Clash,2014-04-11,2.1,LJ,W
33,"Fluellen, Phillicia",SO-2,Florida Int'l,6.24m,"20' 5.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,0.3,LJ,W
33,"Williams, Kendell",FR-1,Georgia,6.24m,"20' 5.75""",SEC Outdoor Championship,2014-05-15,2.8,LJ,W
