,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
13,"Arakawa, Jordan",JR-3,Eastern Washington,66.82m,"219' 3""",Al Manuel,2014-03-28,HT,M
14,"Lehman, Jon",SR-4,Minnesota,66.40m,"217' 10""",Mark Messersmith,2014-05-09,HT,M
15,"Dennis, Ethan",SR-4,Michigan,66.36m,"217' 8""",Kentucky Relays (College Division),2014-04-19,HT,M
16,"Kerjean, Baptiste",SR-4,Abilene Christian,66.33m,"217' 7""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,M
17,"Tuttle, Jeremy",JR-3,LSU,66.05m,"216' 8""",LSU Invitational,2014-05-03,HT,M
18,"Larsson, Alex",FR-1,Georgia,65.45m,"214' 9""",Georgia Spec Towns National Team Invitational,2014-04-11,HT,M
19,"Neu , Connor",SO-2,Youngstown St.,65.26m,"214' 1""",Akron Campbell Wright Open,2014-05-09,HT,M
20,"Richardson, Charodd",JR-3,Alabama,65.07m,"213' 6""",Jace LaCoste Invitational,2014-05-02,HT,M
21,"Litzell, Love",FR-1,Manhattan,64.75m,"212' 5""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
22,"White, Derek",SR-4,California,64.55m,"211' 9""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,M
23,"Palmer, Evan",SR-4,Buffalo,64.53m,"211' 8""",2014 Cornell Outdoor Invitational,2014-05-03,HT,M
24,"James, Antonio",JR-3,Michigan State,64.51m,"211' 8""",Raleigh Relays (College/University),2014-03-28,HT,M
25,"Post, Matt",SR-4,Boise State,64.47m,"211' 6""",Idaho-Utah Border Clash,2014-05-02,HT,M
26,"Sedys, Martynas",SO-2,Kennesaw State,64.33m,"211' 1""",Atlantic Sun Outdoor Track and Field Championships,2014-05-16,HT,M
27,"Strong, Casey",JR-3,Texas A&M,64.29m,"210' 11""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,M
28,"Esparza, Scott",SR-4,California,64.11m,"210' 4""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,M
29,"Loe, Nathan",FR-1,Mississippi,64.08m,"210' 3""",MC Twilight College Invitational,2014-04-04,HT,M
30,"Mills, Akil",SR-4,Illinois State,63.99m,"209' 11""",Jesse Owens Track Classic,2014-04-18,HT,M
31,"Frechou, Renaldo",SO-2,South Alabama,63.93m,"209' 9""",Penn Relays,2014-04-24,HT,M
32,"Wideman, Curtis",JR-3,Southern Illinois,63.86m,"209' 6""",Tennessee Relays,2014-04-10,HT,M
33,"Glauser, Ben",JR-3,Harvard,63.71m,"209' 0""",Ivy League Outdoor Track & Field Championships,2014-05-10,HT,M
34,"Walderzak, Cole",SO-2,Central Michigan,63.39m,"208' 0""",Mid-American Outdoor Track & Field Championships,2014-05-15,HT,M
35,"Lohman, Will",SO-2,Nebraska,63.35m,"207' 10""",Nebraska Invitational,2014-05-10,HT,M
36,"Farley, Kevin",JR-3,SE Missouri,63.03m,"206' 9""",2014 OVC Outdoor T&F Championships,2014-05-02,HT,M
37,"Bombaugh, Sam",SR-4,Louisville,62.96m,"206' 7""",Kentucky Relays (College Division),2014-04-19,HT,M
38,"Morrow, Montrell",SR-4,East Carolina,62.92m,"206' 5""",Florida Relays,2014-04-03,HT,M
39,"Dash, Roderick",SR-4,Fresno State,62.91m,"206' 5""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,M
40,"Kinchen, Jonathan",JR-3,SE Louisiana,62.76m,"205' 11""",Bobcat Invitational,2014-03-27,HT,M
41,"Dickerson, Duncan",SR-4,Columbia,62.75m,"205' 10""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
42,"Milder, Max",SR-4,Northeastern,62.69m,"205' 8""",NEICAAA Outdoor Track & Field Championships,2014-05-08,HT,M
43,"Cottrell, Weston",SO-2,Wichita State,62.65m,"205' 6""",2014 MVC Outdoor Track & Field Championships,2014-05-16,HT,M
44,"Barr, Will",SR-4,Penn State,62.62m,"205' 5""",Jim Thorpe Open,2014-05-09,HT,M
45,"Sineus, Markindey",JR-3,Florida State,62.55m,"205' 2""",FSU Seminole Invitational,2014-04-11,HT,M
46,"Lewis, Eric",SR-4,Detroit,62.38m,"204' 8""",Bison Outdoor Classic,2014-04-12,HT,M
47,"Schneeberger, Jake",JR-3,Colorado St.,62.26m,"204' 3""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,M
48,"Velez, Joseph",SO-2,Ohio State,62.25m,"204' 3""",Jesse Owens Track Classic,2014-04-18,HT,M
49,"Vivace, Brad",JR-3,Louisville,62.19m,"204' 0""",Kentucky Relays (College Division),2014-04-19,HT,M
50,"Steinert, Phil",SR-4,UTSA,62.08m,"203' 8""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,M
51,"Nielsen, Zach",SR-4,Eastern Washington,62.01m,"203' 5""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,HT,M
52,"Westrich, Nils",SO-2,Louisville,61.93m,"203' 2""",Louisville Twilight Classic,2014-05-16,HT,M
53,"Garrett, Richard",SR-4,UTSA,61.90m,"203' 1""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,M
54,"Marshall, Nathaniel",SR-4,Western Illinois,61.66m,"202' 3""",Summit League Outdoor Track & Field Championships,2014-05-15,HT,M
55,"Young, Alex",SO-2,Gardner-Webb,61.62m,"202' 2""",Charlotte 49er Classic,2014-03-20,HT,M
56,"Brown , Cameron",SO-2,Tennessee,61.57m,"202' 0""",Soka Peace Invitational,2014-04-18,HT,M
57,"Levin, David",JR-3,Florida,61.45m,"201' 7""",Florida Relays,2014-04-03,HT,M
58,"Duncan, Brian",JR-3,Missouri,61.42m,"201' 6""",Missouri Relays,2014-04-11,HT,M
59,"Schultz, Tyler",SO-2,Colorado St.,61.35m,"201' 3""",Colorado Invitational,2014-04-11,HT,M
60,"Ferriter, Sean",JR-3,Montana State,61.34m,"201' 3""",Cat - Griz Outdoor Dual Meet,2014-04-26,HT,M
61,"Fraker, Davis",JR-3,Illinois,61.31m,"201' 2""",Musco Invitational,2014-05-03,HT,M
62,"Ionata, Charlie",FR-1,Wake Forest,61.30m,"201' 1""",Coastal Carolina Invitational,2014-03-14,HT,M
63,"Erickson, Scott",JR-3,Wisconsin,61.27m,"201' 0""",Wisconsin Open,2014-05-10,HT,M
64,"Bolton, Brad",SO-2,Michigan,61.26m,"201' 0""",2014 Billy Hayes Invitational,2014-05-03,HT,M
65,"Koeck, William",JR-3,Marquette,61.23m,"200' 11""",Louisville Twilight Classic,2014-05-16,HT,M
66,"Mangum, Carlos",FR-1,Miami,61.11m,"200' 6""",LSU Invitational,2014-05-03,HT,M
67,"Berner, Trevor",JR-3,North Dakota St.,61.05m,"200' 3""",NDSU Tune Up,2014-05-09,HT,M
68,"Robison, Kody",SO-2,Long Beach St.,61.02m,"200' 2""",2014 Cal-Nevada Track & Field Championships,2014-04-04,HT,M
69,"Nicasio, Chris",SR-4,Arkansas State,60.96m,"200' 0""",Tiger Classic 2014,2014-04-04,HT,M
70,"Weldon, Kole",JR-3,Texas Tech,60.92m,"199' 10""",TTU Outdoor Open,2014-04-05,HT,M
71,"Rowley, Lucas",JR-3,Stanford,60.91m,"199' 10""",Longhorn Invitational,2014-05-03,HT,M
72,"Hughes, Albert",JR-3,UC Santa Barbara,60.80m,"199' 6""",Cal Poly/UCSB Dual,2014-05-03,HT,M
73,"Evans, Andrew",SR-4,Kentucky,60.72m,"199' 2""",Florida Relays,2014-04-03,HT,M
73,"Cook, Austin",FR-1,Texas A&M,60.72m,"199' 2""",LSU Alumni Gold,2014-04-19,HT,M
75,"Pott, Alec",SR-4,Colorado St.,60.65m,"199' 0""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,M
76,"Kizirian, Alex",JR-3,Colorado,60.63m,"198' 11""",Jack Christiansen Invitational,2014-04-25,HT,M
77,"Horace, Reuben",SO-2,Boston U.,60.61m,"198' 10""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
78,"Hardin, Bret",JR-3,Marquette,60.59m,"198' 9""",BIG EAST Outdoor Track & Field Championships,2014-05-09,HT,M
79,"Brown, Darian",JR-3,Texas State,60.51m,"198' 6""",TCU College Invitational,2014-03-20,HT,M
79,"Stephens, Denton",SR-4,South Dakota,60.51m,"198' 6""",Summit League Outdoor Track & Field Championships,2014-05-15,HT,M
81,"Christensen, Brek",SR-4,Sam Houston St.,60.49m,"198' 5""",UTSA Invitational,2014-04-19,HT,M
82,"Dan, Isaac",JR-3,California,60.38m,"198' 1""",Payton Jordan Cardinal Invitational,2014-05-04,HT,M
83,"Rothwell, Kyle",SR-4,Idaho,60.36m,"198' 0""",OSU High Performance - Colleges,2014-05-01,HT,M
84,"Anderson, Tyler",SO-2,Wyoming,60.35m,"198' 0""",Cowpoke Open,2014-05-03,HT,M
85,"Jumpp, George",SR-4,New Hampshire,60.28m,"197' 9""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
86,"Patterson, Adam",SR-4,South Alabama,60.27m,"197' 9""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,HT,M
87,"Platel, Jacob",SR-4,Binghamton,60.26m,"197' 8""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
88,"Olsen, Brett",JR-3,SE Louisiana,60.21m,"197' 6""",2014 Lion Invitational,2014-04-17,HT,M
89,"Fields, Chris",SR-4,Indiana State,60.20m,"197' 6""",2014 Billy Hayes Invitational,2014-05-03,HT,M
90,"Wells, Andrew",JR-3,Pittsburgh,60.16m,"197' 4""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
91,"Williams, Keith",SO-2,Eastern Michigan,60.14m,"197' 4""",Mid-American Outdoor Track & Field Championships,2014-05-15,HT,M
92,"Handley, Mahlik",FR-1,Rhode Island,60.12m,"197' 3""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,M
93,"Wilmert, Bryan",JR-3,Cal St. Bakersfield,60.05m,"197' 0""",Ben Brown Invitational,2014-03-15,HT,M
94,"Nguyen, Charles",FR-1,Oklahoma,59.96m,"196' 9""",John Jacobs Invitational,2014-04-18,HT,M
95,"Huckaby, Jordan",SO-2,Texas State,59.94m,"196' 8""",TCU College Invitational,2014-03-20,HT,M
96,"Pocesta, Blerim",SO-2,Manhattan,59.91m,"196' 7""",Army 6 Way Team Meet,2014-04-12,HT,M
97,"Buchanan, Jon",SR-4,Eastern Washington,59.90m,"196' 6""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,HT,M
98,"Cashner, Colin",JR-3,Detroit,59.89m,"196' 6""",Horizon League Outdoor Track & Field Championships,2014-05-02,HT,M
99,"Curtis, Andrew",SR-4,Drake,59.81m,"196' 3""",Musco Invitational,2014-05-03,HT,M
100,"German, Cleveland",SR-4,Charleston Southern,59.76m,"196' 1""",Florida Relays,2014-04-03,HT,M
1,"Dudarev, Gleb",SO-2,Kansas,78.04m,"256' 0""",Kansas Relays,2018-04-18,HT,M
2,"Comenentia, Denzel",JR-3,Georgia,76.29m,"250' 3""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,HT,M
3,"Eriksson, Anders",JR-3,Florida,74.19m,"243' 5""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
4,"Winkler, Rudy",SR-4,Rutgers,73.85m,"242' 3""",Big Ten Championships,2018-05-11,HT,M
5,"Haugh, Daniel",JR-3,Alabama,73.50m,"241' 2""",LSU Invitational,2018-04-28,HT,M
6,"Ellis, Joseph",JR-3,Michigan,72.72m,"238' 7""",Big Ten Championships,2018-05-11,HT,M
7,"Norris, Jake",FR-1,LSU,72.70m,"238' 6""",Pac-12+ vs Big Ten Invitational,2018-03-23,HT,M
8,"Kelly, Adam",JR-3,Princeton,71.92m,"235' 11""",Sam Howell Invitational,2018-04-06,HT,M
9,"Mardal, Thomas",FR-1,Florida,71.88m,"235' 10""",Florida Relays,2018-03-29,HT,M
10,"Orn Jonsson, Hilmar",JR-3,Virginia,71.60m,"234' 11""",ACC Outdoor Championships,2018-05-10,HT,M
11,"Shigo, Morgan",JR-3,Penn State,71.01m,"233' 0""",Virginia Challenge,2018-04-20,HT,M
12,"Arreaga, Kevin",FR-1,Miami,70.64m,"231' 9""",Virginia Challenge,2018-04-20,HT,M
13,"Eager, Brock",JR-3,Washington St.,69.57m,"228' 3""",Stanford Invitational,2018-03-30,HT,M
14,"Shanahan, Michael",SR-4,New Hampshire,69.32m,"227' 5""",2018 UNH Wildcat Invitational,2018-04-14,HT,M
15,"Ravar Ladislau, Cristian",SR-4,Arkansas State,68.73m,"225' 6""",ASU Red Wolf Open,2018-04-20,HT,M
16,"Stroh, Steffan",SR-4,North Dakota State,68.52m,"224' 10""",NDSU Tune Up,2018-05-04,HT,M
17,"Cartwright, Grant",SR-4,Michigan,68.28m,"224' 0""",Big Ten Championships,2018-05-11,HT,M
18,"Loomis, Erick",JR-3,Cal St. Northridge,68.25m,"223' 11""",UCSD Triton Invitational,2018-04-13,HT,M
19,"McFarland, AJ",JR-3,Florida,68.14m,"223' 7""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
20,"Hernandez, Joshua",SO-2,Sam Houston St.,67.66m,"222' 0""",McNeese State Last Chance,2018-05-12,HT,M
21,"Russell, Owen",JR-3,Brown,67.55m,"221' 7""",2018 Larry Ellis Invitational,2018-04-20,HT,M
22,"Percy, Nicholas",SR-4,Nebraska,67.40m,"221' 1""",Big Ten Championships,2018-05-11,HT,M
23,"Dixon, Mitch",SR-4,Kansas State,67.14m,"220' 3""",Texas Invitational,2018-04-13,HT,M
24,"Bultman, Nathan",SO-2,USC,67.12m,"220' 2""",Beach Invitational,2018-04-20,HT,M
25,"Korakidis, Georgios",FR-1,Tennessee,67.09m,"220' 1""",National Relay Championships,2018-04-27,HT,M
26,"Veselinovic, Stevan",JR-3,Charlotte,67.08m,"220' 1""",Virginia Grand Prix,2018-04-28,HT,M
27,"Cline, David",SR-4,Kentucky,66.53m,"218' 3""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
28,"Riddle, Austin",SR-4,Rice,66.35m,"217' 8""",Tom Tellez Invitational,2018-05-04,HT,M
29,"Parker, Tom",SR-4,William and Mary,65.77m,"215' 9""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,M
30,"Clay, Alton",SR-4,UL-Monroe,65.37m,"214' 6""",Southern Miss Open,2018-04-27,HT,M
31,"Zedella, Aaron",SR-4,Ohio State,65.07m,"213' 6""",Big Ten Championships,2018-05-11,HT,M
32,"Stafford, Justin",JR-3,UCLA,64.92m,"213' 0""",UCLA vs. USC Dual,2018-04-29,HT,M
33,"Prodanas, Alexios",SO-2,UMBC,64.76m,"212' 6""",Florida Relays,2018-03-29,HT,M
33,"Whitener, Seth",JR-3,Tennessee,64.76m,"212' 6""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
35,"Miller, Andrew",SR-4,Indiana,64.66m,"212' 2""",Big Ten Championships,2018-05-11,HT,M
36,"Fleming, Grayson",JR-3,Arizona,64.64m,"212' 1""",UCSD Triton Invitational,2018-04-13,HT,M
36,"Targgart, Logan",SO-2,Central Michigan,64.64m,"212' 1""",Joe Walker Invite,2018-04-13,HT,M
38,"McGuigan, Fellan",JR-3,TCU,64.46m,"211' 6""",2018 TCU Invitational,2018-03-16,HT,M
39,"Davis, Ryan",JR-3,East Carolina,64.38m,"211' 3""",Raleigh Relays,2018-03-30,HT,M
40,"Zapalac, Alan",SR-4,Texas,64.35m,"211' 1""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HT,M
41,"Prena, Cullen",SR-4,Ole Miss,64.25m,"210' 9""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
42,"Brown, Amani",JR-3,Washington St.,64.19m,"210' 7""",WSU-UW Dual,2018-04-28,HT,M
43,"Carter, Avery",JR-3,Missouri,64.18m,"210' 7""",Tom Botts,2018-04-20,HT,M
44,"Hurley, Ricky",SO-2,Southern Illinois,64.16m,"210' 6""",2018 MVC Outdoor Track & Field Championships,2018-05-11,HT,M
45,"Bocancea, Silviu",JR-3,California,63.98m,"209' 11""",2018 Big Meet,2018-04-07,HT,M
46,"McKeag, Kieran",FR-1,Minnesota,63.96m,"209' 10""",39th Sun Angel Classic,2018-04-05,HT,M
47,"Litzell, Love",SR-4,Manhattan,63.92m,"209' 8""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,M
48,"Wedig, Tucker",SO-2,Wisconsin,63.81m,"209' 4""",Wisconsin Twilight,2018-05-04,HT,M
49,"Sullins, Erich",JR-3,Arkansas,63.71m,"209' 0""",Arkansas Twilight,2018-05-04,HT,M
50,"Zajac, Matthew",SR-4,Tennessee,63.57m,"208' 7""",Tennessee Challenge,2018-05-05,HT,M
50,"Bryer, Logan",SR-4,Kentucky,63.57m,"208' 7""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
52,"Painter, Michael",SR-4,Stanford,63.41m,"208' 0""",2018 Pac-12 Track & Field Championships,2018-05-12,HT,M
53,"Larsson, Alex",SO-2,Georgia,63.36m,"207' 10""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
53,"Nerdal, Jon",SO-2,Minnesota,63.36m,"207' 10""",2018 Baldy Castillo Invitational,2018-03-16,HT,M
55,"Hamberlin, Josh",SR-4,Grand Canyon,63.35m,"207' 10""",Adidas Steve Scott Invitational,2018-04-27,HT,M
56,"Jeans, Edward",FR-1,Nebraska,63.32m,"207' 9""",Big Ten Championships,2018-05-11,HT,M
57,"Dziedzic, Matsen",SR-4,Illinois,63.31m,"207' 8""",Big Ten Championships,2018-05-11,HT,M
58,"Thompson, Cameron",SO-2,Connecticut,63.19m,"207' 4""",The American Outdoor Track & Field Championships,2018-05-11,HT,M
59,"Alvernaz, Michael",JR-3,Troy,63.09m,"207' 0""",Florida Relays,2018-03-29,HT,M
60,"Bender, Colton",SR-4,South Dakota St.,63.02m,"206' 9""",2018 Drake Relays presented by Hy-Vee,2018-04-25,HT,M
61,"Root, Calvin",SR-4,Montana State,62.96m,"206' 7""",Griz Cat Duel,2018-04-28,HT,M
62,"Dyer, Nate",JR-3,Southern Illinois,62.88m,"206' 3""",2018 MVC Outdoor Track & Field Championships,2018-05-11,HT,M
63,"Lucas, David",JR-3,Penn State,62.83m,"206' 2""",Big Ten Championships,2018-05-11,HT,M
64,"Camp, Ryan",SO-2,TCU,62.73m,"205' 10""",39th Sun Angel Classic,2018-04-05,HT,M
64,"Cook, Austin",SR-4,Texas A&M,62.73m,"205' 10""",SEC Outdoor Track and Field Championships,2018-05-11,HT,M
66,"Kunza, Patrick",SO-2,Missouri,62.70m,"205' 8""",Central Methodist Early Bird,2018-03-17,HT,M
67,"Daniels, Chris",SR-4,Nebraska,62.42m,"204' 9""",Big Ten Championships,2018-05-11,HT,M
68,"Minor, Colin",SR-4,Dartmouth,62.38m,"204' 8""",Virginia Challenge,2018-04-20,HT,M
69,"Matthews, Nick",JR-3,SIU Edwardsville,62.12m,"203' 10""",Ohio Valley Conference Championship,2018-05-10,HT,M
70,"Newman, Tristen",SR-4,Stanford,62.08m,"203' 8""",Payton Jordan Invitational,2018-05-03,HT,M
71,"McGriff, David",SR-4,Lafayette,62.03m,"203' 6""",2018 Larry Ellis Invitational,2018-04-20,HT,M
72,"Talley , Alex",FR-1,North Dakota State,61.78m,"202' 8""",2018 Summit League Championships,2018-05-10,HT,M
73,"Harkey, Zach",JR-3,Eastern Michigan,61.69m,"202' 5""",Toledo Invitational,2018-05-03,HT,M
74,"Davis, Josh",SR-4,North Carolina St.,61.64m,"202' 3""",UF Tom Jones Memorial,2018-04-13,HT,M
75,"Geist, Jordan",FR-1,Arizona,61.60m,"202' 1""",2018 Pac-12 Track & Field Championships,2018-05-12,HT,M
76,"Tirado, Brandon",JR-3,Florida State,61.58m,"202' 0""",Florida Relays,2018-03-29,HT,M
77,"Kusky, Logan",SO-2,Notre Dame,61.46m,"201' 8""",ACC Outdoor Championships,2018-05-10,HT,M
