,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
1,"Little, Mackenzie",SR-4,Stanford,59.47m,"195' 1""",Big Meet,2019-04-06,JT,W
2,"Pryke, Ashley",SR-4,Memphis,57.47m,"188' 6""",Al Schmidt Bulldog Relays Invite,2019-03-22,JT,W
3,"Carter, Kylee",JR-3,Auburn,57.45m,"188' 6""",FSU Relays (College),2019-03-22,JT,W
4,"Gray, Jenna",JR-3,Stanford,56.09m,"184' 0""",Stanford Invitational,2019-03-29,JT,W
5,"Rivera, Sophia",SO-2,Missouri,55.73m,"182' 10""",John McDonnell Invitational,2019-04-12,JT,W
5,"Geisler, Seri",JR-3,Arizona State,55.73m,"182' 10""",Beach Invitational,2019-04-19,JT,W
7,"Wiltrout, Madison",FR-1,North Carolina,55.60m,"182' 5""",ACC Championships,2019-05-09,JT,W
8,"Paredes, Laura",SO-2,Florida State,55.38m,"181' 8""",Florida Relays,2019-03-28,JT,W
9,"Wolinski, Chase",SR-4,Nebraska,54.90m,"180' 1""",Big Ten Championships,2019-05-10,JT,W
10,"Weinberg, Stella",FR-1,Cal St. Northridge,54.46m,"178' 8""",Stanford Invitational,2019-03-29,JT,W
11,"Obst, Marie-Therese",JR-3,Georgia,53.73m,"176' 3""",Florida Relays,2019-03-28,JT,W
12,"Collier, Danielle",JR-3,Miami (Ohio),53.41m,"175' 3""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
13,"Nwanaga, Kelechi",SO-2,UMBC,53.39m,"175' 2""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,JT,W
14,"Stulce, Madalaine",SR-4,Texas A&M,53.22m,"174' 7""",The Reveille Meet,2019-04-06,JT,W
15,"Wolczyk, Brittni",SR-4,Nebraska,53.07m,"174' 1""",2019 Husker Spring Invitational,2019-04-05,JT,W
16,"Zamzow, Ashtin",SR-4,Texas,53.01m,"173' 11""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
17,"Smith, Madison",SO-2,Penn State,52.85m,"173' 5""",Big Ten Championships,2019-05-10,JT,W
18,"Blake, Sarah",JR-3,Miss State,52.73m,"173' 0""",National Relay Championships,2019-04-26,JT,W
19,"Wolfe, Kari",SO-2,North Dakota State,52.45m,"172' 1""",Summit League T&F Outdoor Championships,2019-05-08,JT,W
20,"Fiamoncini, Maura",SO-2,Bucknell,52.04m,"170' 9""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,JT,W
21,"Montgomery, Peyton",SR-4,Auburn,51.99m,"170' 7""",125th Penn Relays,2019-04-25,JT,W
22,"Zelden, Samantha",SO-2,Alabama,51.67m,"169' 6""",FSU Relays (College),2019-03-22,JT,W
23,"Casarotto, Ilaria",SO-2,UCLA,51.53m,"169' 1""",USC vs UCLA,2019-04-27,JT,W
24,"Jaidi, Mona",JR-3,Memphis,51.52m,"169' 0""",The American Outdoor Track & Field Championships,2019-05-10,JT,W
25,"Frank, Kelsey",SR-4,Northwestern St.,51.34m,"168' 5""",LSU Alumni Gold,2019-04-20,JT,W
26,"Jones, Callie",SO-2,Southern Miss.,51.05m,"167' 6""",Conference USA Outdoor Championships,2019-05-09,JT,W
27,"Otto, Sydney",SO-2,Nebraska,50.84m,"166' 9""",Big Ten Championships,2019-05-10,JT,W
28,"Curry, Ava",FR-1,Missouri,50.74m,"166' 6""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
29,"Rigmaiden, Alexis",SO-2,Oregon,50.68m,"166' 3""",Beach Invitational,2019-04-19,JT,W
30,"Barreira, Jessica",SR-4,Arizona State,50.46m,"165' 7""",2019 Baldy Castillo Invitational,2019-03-15,JT,W
31,"Yloenen, Roosa",FR-1,UTEP,50.44m,"165' 6""",Texas A&M Invitational I,2019-04-12,JT,W
32,"Fritz, Rhiley",SO-2,UT-Arlington,50.33m,"165' 1""",Sun Belt Outdoor Track and Field Championships,2019-05-10,JT,W
33,"Glasmann, Christine",SR-4,California,50.29m,"165' 0""",Big Meet,2019-04-06,JT,W
34,"Carlson-Shipley, Kaelyn",SO-2,Arizona,50.22m,"164' 9""",2019 Desert Heat Classic,2019-04-27,JT,W
35,"SaxvanderWeyden, Megan",SR-4,Baylor,50.21m,"164' 9""",USC Trojan Invite,2019-03-15,JT,W
36,"Sievers, Stephanie",SR-4,Penn State,50.00m,"164' 0""",Big Ten Championships,2019-05-10,JT,W
37,"Markert, Celine",SR-4,Texas A&M,49.91m,"163' 9""",Texas A&M Invitational I,2019-04-12,JT,W
38,"Steff, Danielle",SO-2,Monmouth,49.72m,"163' 1""",Coach Pollard Invite,2019-04-12,JT,W
39,"ARCHULETA, Kristyn",JR-3,North Texas,49.62m,"162' 9""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
40,"Brenzil , Alexis",JR-3,Hawaii,49.58m,"162' 8""",Big West Outdoor Track & Field Championships,2019-05-10,JT,W
41,"Kearney, Gabrielle",JR-3,Oklahoma,49.50m,"162' 5""",Roadrunner Invitational,2019-03-21,JT,W
42,"Phelan, Sara",JR-3,Saint Francis University,49.28m,"161' 8""",Virginia Challenge,2019-04-19,JT,W
43,"Moton, Akealy",FR-1,North Dakota State,49.19m,"161' 5""",Summit League T&F Outdoor Championships,2019-05-08,JT,W
43,"Tiracave, Jadyn",FR-1,Navy,49.19m,"161' 5""",Virginia Challenge,2019-04-19,JT,W
45,"Dawson , Destiny",SR-4,Oregon State,49.09m,"161' 1""",Oregon State High Performance Meet,2019-04-26,JT,W
46,"Henry, Kendra",SO-2,Wichita State,49.08m,"161' 0""",The American Outdoor Track & Field Championships,2019-05-10,JT,W
47,"James, Asha",SO-2,FIU,49.07m,"161' 0""",UCF Knights Invite,2019-03-22,JT,W
48,"Campbell, Kathryn",SO-2,Rutgers,48.96m,"160' 7""",Big Ten Championships,2019-05-10,JT,W
49,"Roe, Matilde",FR-1,Northern Arizona,48.86m,"160' 4""",40th Sun Angel Track Classic,2019-04-05,JT,W
50,"McCarrell, Keira",SO-2,Oregon,48.78m,"160' 0""",41st Annual Aztec Invitational,2019-03-22,JT,W
50,"Bogavac, Marija",JR-3,Virginia,48.78m,"160' 0""",ACC Championships,2019-05-09,JT,W
52,"Baker, Dana",FR-1,Duke,48.77m,"160' 0""",HPU VertKlasse Meeting,2019-03-21,JT,W
53,"Clark, Nicole",SR-4,Cal St. Fullerton,48.65m,"159' 7""",2019 Baldy Castillo Invitational,2019-03-15,JT,W
54,"Foster, Emma",SO-2,Navy,48.59m,"159' 5""",Virginia Challenge,2019-04-19,JT,W
55,"Martindale, Sydnie",SR-4,BYU,48.48m,"159' 1""",41st Annual Aztec Invitational,2019-03-22,JT,W
56,"Miller, Virginia",SO-2,Stanford,48.47m,"159' 0""",Big Meet,2019-04-06,JT,W
57,"Serratore, Nicolette",SR-4,James Madison,48.43m,"158' 11""",Roadrunner Invitational,2019-03-21,JT,W
58,"Vaikla, Hanna-Mai",SO-2,South Alabama,48.42m,"158' 10""",Southern Miss Invitational,2019-03-30,JT,W
59,"Kern, Rachel",SO-2,Wake Forest,48.26m,"158' 4""",ACC Championships,2019-05-09,JT,W
60,"Webb, Allie",JR-3,Missouri,48.24m,"158' 3""",Mizzou Spring Open,2019-04-06,JT,W
61,"Moren, Cerah",FR-1,Arizona State,48.11m,"157' 10""",2019 Desert Heat Classic,2019-04-27,JT,W
62,"McAllister, Alexis",SO-2,Southern Utah,48.08m,"157' 9""",2019 BYU Robison Invitational,2019-04-25,JT,W
63,"Tamrouti, Ilhame",FR-1,Loyola (Ill.),48.06m,"157' 8""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
64,"Ashby , Taryn",SO-2,Villanova,48.03m,"157' 7""",Florida Relays,2019-03-28,JT,W
65,"Pease, Rylie",SO-2,Princeton,48.01m,"157' 6""",North Florida Spring Break Invitational,2019-03-21,JT,W
66,"Carter, Ashley",SO-2,Auburn,47.98m,"157' 5""",Tiger Track Classic 2019,2019-04-05,JT,W
67,"Reed, Megan",SR-4,Florida,47.78m,"156' 9""",FSU Relays (College),2019-03-22,JT,W
68,"Konopelski, Danielle",SR-4,Wake Forest,47.77m,"156' 9""",HPU VertKlasse Meeting,2019-03-21,JT,W
69,"Cuthbertson, Payge",JR-3,BYU,47.55m,"156' 0""",2019 Willie Williams Classic College,2019-03-15,JT,W
70,"Hibbard, Karly",SR-4,Belmont,47.52m,"155' 11""",OVC Championship,2019-05-09,JT,W
71,"Diederich, Gabrielle",SO-2,Notre Dame,47.39m,"155' 6""",ACC Championships,2019-05-09,JT,W
72,"Taylor, Katherine",SR-4,Washington,47.36m,"155' 4""",2019 Pac-12 Track & Field Championships,2019-05-04,JT,W
72,"Gatzounas, Sophie",SO-2,Navy,47.36m,"155' 4""",George Mason Spring Invitational,2019-04-13,JT,W
74,"Haley, Tajah",JR-3,Ohio,47.34m,"155' 4""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,JT,W
75,"Gardom, Anna",JR-3,Idaho State,47.30m,"155' 2""",2019 BYU Robison Invitational,2019-04-25,JT,W
76,"Crotty, Ryan",SO-2,Minnesota,47.25m,"155' 0""",Minnesota Women's Twilight,2019-04-24,JT,W
77,"Stanley, Sarah",SR-4,Ohio State,47.22m,"154' 11""",Virginia Challenge,2019-04-19,JT,W
78,"Tennant, Grace",SO-2,Kent State,47.16m,"154' 9""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,JT,W
79,"Doepker, Madison",JR-3,Eastern Washington,47.14m,"154' 8""",Big Sky Outdoor Track & Field Championships,2019-05-08,JT,W
80,"Bailey, Kindel",SR-4,Oregon State,47.09m,"154' 6""",2019 Willamette Invitational,2019-03-23,JT,W
81,"Slater, Jordynn",FR-1,Oregon State,47.08m,"154' 5""",Oregon State High Performance Meet,2019-04-26,JT,W
82,"Mueller , Marissa",SO-2,Iowa,47.02m,"154' 3""",Big Ten Championships,2019-05-10,JT,W
83,"Baker, Noel",SO-2,LSU,46.99m,"154' 2""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
84,"McElroy, Megan",SO-2,Central Michigan,46.90m,"153' 10""",Jesse Owens Classic - The Ohio State University,2019-04-26,JT,W
85,"Mautz, Caitlin",SR-4,Virginia,46.76m,"153' 5""",ACC Championships,2019-05-09,JT,W
86,"Sinkewicz, Amanda",JR-3,Boston College,46.44m,"152' 4""",ACC Championships,2019-05-09,JT,W
87,"Riner, Ashton",SO-2,BYU,46.29m,"151' 10""",2019 Willie Williams Classic College,2019-03-15,JT,W
88,"Bohlman, Alexandra",SO-2,Nevada,46.26m,"151' 9""",Cardinal Classic,2019-04-19,JT,W
88,"Krug, Brittany",SO-2,South Florida,46.26m,"151' 9""",The American Outdoor Track & Field Championships,2019-05-10,JT,W
88,"Meyers, Claire",JR-3,UL-Lafayette,46.26m,"151' 9""",LSU Alumni Gold,2019-04-20,JT,W
91,"Scheifele, Natalie",FR-1,Texas A&M,46.22m,"151' 8""",Roadrunner Invitational,2019-03-21,JT,W
92,"Vonheeder, Carley",JR-3,Montana State,46.21m,"151' 7""",2019 Triton Invitational,2019-04-12,JT,W
93,"Fitzgerald, Emma",SO-2,Wisconsin,46.17m,"151' 6""",Wisconsin Alumni Classic,2019-05-03,JT,W
94,"Bristow, Laurel",FR-1,Akron,46.05m,"151' 1""",Roadrunner Invitational,2019-03-21,JT,W
95,"Douville, Maelle",FR-1,Cal St. Northridge,46.01m,"150' 11""",2019 Desert Heat Classic,2019-04-27,JT,W
95,"Muraskaite, Migle",SO-2,Lamar,46.01m,"150' 11""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,W
97,"Hall, Delaney",SR-4,Oregon State,46.00m,"150' 11""",Pacific Coast Intercollegiate,2019-04-18,JT,W
98,"Thomas, Halee",SO-2,South Alabama,45.98m,"150' 10""",2019 South Alabama Invitational,2019-03-22,JT,W
99,"Henthorn, Darby",JR-3,Montana,45.97m,"150' 10""",Big Sky Outdoor Track & Field Championships,2019-05-08,JT,W
100,"Brandenburg, Annina",SO-2,Abilene Christian,45.96m,"150' 9""",Southland Conference Outdoor Track and Field Championship,2019-05-03,JT,W
1,"Little, Mackenzie",JR-3,Stanford,58.63m,"192' 4""",2018 Big Meet,2018-04-07,JT,W
2,"Olin, Alyssa",SR-4,North Dakota State,58.36m,"191' 6""",2018 Baldy Castillo Invitational,2018-03-16,JT,W
3,"Fiamoncini, Maura",FR-1,Bucknell,56.21m,"184' 5""",Jim Taylor Invitational,2018-03-31,JT,W
4,"Clark, Kristen",SR-4,Texas A&M,56.20m,"184' 4""",LSU Invitational,2018-04-28,JT,W
5,"Murphy, Nicolle",SR-4,Minnesota,56.17m,"184' 3""",Ole Miss Classic,2018-03-31,JT,W
6,"Allgood, Avione",SR-4,Florida,55.73m,"182' 10""",National Relay Championships,2018-04-27,JT,W
7,"Crouser, Haley",SR-4,Texas,55.65m,"182' 7""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,W
8,"Jones, Callie",FR-1,Southern Miss.,54.85m,"179' 11""",FSU Relays,2018-03-23,JT,W
9,"Carter, Kylee",JR-3,Auburn,54.78m,"179' 9""",Penn Relays,2018-04-26,JT,W
10,"Pryke, Ashley",JR-3,Memphis,54.55m,"179' 0""",Rhodes Invitational,2018-03-16,JT,W
11,"Gray, Jenna",SO-2,Stanford,54.53m,"178' 11""",2018 Big Meet,2018-04-07,JT,W
12,"Kearney, Gabrielle",SO-2,Oklahoma,53.87m,"176' 9""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,W
13,"Paredes, Laura",FR-1,Florida State,53.81m,"176' 6""",ACC Outdoor Championships,2018-05-10,JT,W
14,"Rivera, Sophia",FR-1,Wisconsin,53.40m,"175' 2""",California Collegiate Open,2018-03-31,JT,W
15,"Kamasi, Atina",SO-2,Washington St.,53.36m,"175' 1""",WSU-UW Dual,2018-04-28,JT,W
16,"Nwanaga, Kelechi",FR-1,UMBC,53.08m,"174' 2""",America East Outdoor Track & Field Championships,2018-05-05,JT,W
17,"Wolczyk, Brittni",JR-3,Nebraska,52.93m,"173' 8""",Big Ten Championships,2018-05-11,JT,W
17,"Spaic, Vanja",JR-3,Fresno State,52.93m,"173' 8""",UC Irvine Spring Break Classic,2018-03-16,JT,W
19,"Stulce, Madalaine",JR-3,Texas A&M,52.89m,"173' 6""",Houston Alumni Invitational,2018-04-07,JT,W
20,"Riner, Ashton",FR-1,BYU,52.36m,"171' 9""",2018 BYU Robison Invitational,2018-04-26,JT,W
21,"Wolfe, Kari",FR-1,North Dakota State,51.82m,"170' 0""",Stanford Invitational,2018-03-30,JT,W
22,"List, Tianah",FR-1,Alabama,51.70m,"169' 7""",LSU Invitational,2018-04-28,JT,W
23,"ARCHULETA, Kristyn",SO-2,North Texas,51.51m,"169' 0""",Beach Invitational,2018-04-20,JT,W
24,"Dawson , Destiny",JR-3,Oregon State,51.49m,"168' 11""",2018 Pac-12 Track & Field Championships,2018-05-12,JT,W
25,"Estes, Mia",SR-4,Utah State,51.38m,"168' 7""",UC Irvine Spring Break Classic,2018-03-16,JT,W
26,"Montgomery, Tairyn",SO-2,Georgia,51.18m,"167' 11""",Beach Invitational,2018-04-20,JT,W
27,"Wolinski, Chase",JR-3,Nebraska,50.88m,"166' 11""",Big Ten Championships,2018-05-11,JT,W
28,"Woods, Morgan",JR-3,McNeese State,50.78m,"166' 7""",McNeese State Last Chance,2018-05-12,JT,W
29,"SaxvanderWeyden, Megan",JR-3,Baylor,50.71m,"166' 4""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,W
30,"Smith, Madison",FR-1,Penn State,50.02m,"164' 1""",LSU Battle on the Bayou,2018-04-07,JT,W
31,"Glasmann, Christine",JR-3,California,50.00m,"164' 0""",Pac-12+ vs Big Ten Invitational,2018-03-23,JT,W
32,"Jaidi, Mona",SO-2,Memphis,49.98m,"164' 0""",The American Outdoor Track & Field Championships,2018-05-11,JT,W
33,"Miles, Carlea",JR-3,Wichita State,49.75m,"163' 3""",The American Outdoor Track & Field Championships,2018-05-11,JT,W
34,"Sievers, Stephanie",JR-3,Penn State,49.64m,"162' 10""",Bison Outdoor Classic,2018-04-14,JT,W
35,"Miller, Virginia",FR-1,Stanford,49.59m,"162' 8""",Sacramento State Hornet Invitational,2018-03-16,JT,W
36,"Champagnie, Ayesha",JR-3,Minnesota,49.53m,"162' 6""",Big Ten Championships,2018-05-11,JT,W
37,"Montgomery, Peyton",JR-3,Auburn,49.43m,"162' 2""",Penn Relays,2018-04-26,JT,W
38,"Smith, Brenna",SR-4,Liberty,49.26m,"161' 7""",Duke Invitational,2018-04-20,JT,W
39,"Zamzow, Ashtin",SR-4,Texas,49.06m,"160' 11""",Michael Johnson Invitational,2018-04-21,JT,W
40,"Cook, Lillian",SO-2,Dayton,48.99m,"160' 9""",Raleigh Relays,2018-03-30,JT,W
41,"Steff, Danielle",FR-1,Monmouth,48.96m,"160' 7""",Metro Atlantic Outdoor Track & Field Championships,2018-05-05,JT,W
42,"Gardom, Anna",SO-2,Idaho State,48.86m,"160' 4""",Big Sky Outdoor Track & Field Championships,2018-05-08,JT,W
43,"Vodan, Vanessa",SO-2,Kent State,48.84m,"160' 3""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,JT,W
44,"Obst, Marie-Therese",FR-1,Georgia,48.32m,"158' 6""",SEC Outdoor Track and Field Championships,2018-05-11,JT,W
44,"Otto, Sydney",SO-2,Nebraska,48.32m,"158' 6""",Pac-12+ vs Big Ten Invitational,2018-03-23,JT,W
46,"Hildebrand, Michelle",SO-2,Saint Francis University,48.24m,"158' 3""",Jim Taylor Invitational,2018-03-31,JT,W
47,"Casarotto, Ilaria",FR-1,UCLA,48.17m,"158' 0""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,JT,W
48,"Mitchell, Kendra",SR-4,Auburn,48.15m,"158' 0""",SEC Outdoor Track and Field Championships,2018-05-11,JT,W
49,"Ryan, Emma",SR-4,Ohio,48.04m,"157' 7""",Ohio Open,2018-05-04,JT,W
50,"Mautz, Caitlin",SR-4,Virginia,47.99m,"157' 5""","Virginia v. Maryland, Bucknell, Georgetown",2018-04-06,JT,W
51,"Carter, Ashley",FR-1,Auburn,47.93m,"157' 3""",Tiger Track Classic 2018,2018-04-13,JT,W
52,"Serratore, Nicolette",JR-3,James Madison,47.84m,"156' 11""",Raleigh Relays,2018-03-30,JT,W
53,"Madison, Jade",SR-4,Michigan State,47.82m,"156' 11""",Big Ten Championships,2018-05-11,JT,W
54,"Clark, Nicole",JR-3,Cal St. Fullerton,47.77m,"156' 9""",Adidas Steve Scott Invitational,2018-04-27,JT,W
55,"Smith, Zena",SO-2,Montana,47.75m,"156' 8""",Tom Gage Classic,2018-05-04,JT,W
56,"Henry, Kendra",FR-1,Wichita State,47.71m,"156' 6""",The American Outdoor Track & Field Championships,2018-05-11,JT,W
57,"Reed, Megan",JR-3,Florida,47.69m,"156' 5""",Florida Relays,2018-03-29,JT,W
58,"Freedman, Shelby",JR-3,South Carolina,47.67m,"156' 5""",SEC Outdoor Track and Field Championships,2018-05-11,JT,W
59,"Hibbard, Karly",JR-3,Belmont,47.66m,"156' 4""",Ohio Valley Conference Championship,2018-05-10,JT,W
60,"Demetriades , Paige",SO-2,Liberty,47.65m,"156' 4""",Charleston Southern University Spring Break Invitational,2018-03-16,JT,W
61,"Vonheeder, Carley",SO-2,Montana State,47.62m,"156' 3""",Griz Cat Duel,2018-04-28,JT,W
62,"Hall, Delany",JR-3,Oregon State,47.60m,"156' 2""",Beach Invitational,2018-04-20,JT,W
63,"Carlson-Shipley, Kaelyn",FR-1,Arizona,47.59m,"156' 2""",2018 Willie Williams Classic - College/Open,2018-03-16,JT,W
64,"Brenzil , Alexis",SO-2,Hawaii,47.55m,"156' 0""",Sacramento State Hornet Invitational,2018-03-16,JT,W
65,"Gates, Jade",FR-1,DePaul,47.43m,"155' 7""",Illinois Twilight,2018-04-14,JT,W
66,"James, Asha",FR-1,FIU,47.34m,"155' 4""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,JT,W
67,"Traynham, Michelle",SR-4,New Mexico,47.33m,"155' 3""",Don Kirby Tailwind Open,2018-04-07,JT,W
68,"Sirmon, Madelyn",SO-2,Washington St.,47.24m,"155' 0""",WSU-UW Dual,2018-04-28,JT,W
69,"McCarrell, Keira",FR-1,Oregon,47.16m,"154' 9""",40th Annual Aztec Invitational,2018-03-24,JT,W
69,"Cope, Brooke",FR-1,Penn,47.16m,"154' 9""",Ivy League Outdoor Track & Field Championships,2018-05-05,JT,W
71,"Ghalam, Thalia",SO-2,Connecticut,47.03m,"154' 3""",The American Outdoor Track & Field Championships,2018-05-11,JT,W
72,"Balentina, Marelly",SO-2,Jacksonville St.,46.73m,"153' 4""",Yellow Jacket Invitational,2018-03-16,JT,W
73,"Shearman, Tiffany",JR-3,Montana State,46.64m,"153' 0""",Big Sky Outdoor Track & Field Championships,2018-05-08,JT,W
74,"Wiener, Olivia",JR-3,Dartmouth,46.63m,"153' 0""",FSU Relays,2018-03-23,JT,W
75,"Vaikla, Hanna-Mai",FR-1,South Alabama,46.61m,"152' 11""",Sun Belt Outdoor Track and Field Championships,2018-05-11,JT,W
76,"Gustafson, Kendall",SR-4,UCLA,46.56m,"152' 9""",2018 Pac-12 Track & Field Championships,2018-05-12,JT,W
77,"Wilson, Jasmine",SR-4,Memphis,46.53m,"152' 8""",The American Outdoor Track & Field Championships,2018-05-11,JT,W
78,"Fritz, Rhiley",FR-1,UT-Arlington,46.52m,"152' 7""",2018 TCU Invitational,2018-03-16,JT,W
79,"Cuthbertson, Payge",SO-2,BYU,46.41m,"152' 3""",2018 UVU Collegiate Invitational,2018-03-30,JT,W
80,"Hochhalter, Kayla",SR-4,North Dakota State,46.32m,"152' 0""",South Dakota Invite,2018-04-11,JT,W
81,"Phelan, Sara",SO-2,Saint Francis University,46.19m,"151' 6""",Saint Francis University Red Flash Open,2018-04-28,JT,W
82,"Ashby , Taryn",FR-1,Villanova,46.16m,"151' 5""",Penn Relays,2018-04-26,JT,W
83,"Stiles, Emily",SO-2,Boise State,46.11m,"151' 3""",Border Clash 2018,2018-04-27,JT,W
84,"Coquis, Katia",SR-4,Nevada,46.10m,"151' 3""",Bulldog Invitational,2018-04-28,JT,W
84,"Kehl, Kelsey",SO-2,Washington St.,46.10m,"151' 3""",Stanford Invitational,2018-03-30,JT,W
86,"Mueller , Marissa",FR-1,Iowa,46.02m,"151' 0""",Musco Twilight,2018-04-12,JT,W
87,"Marze, Mackenzie",FR-1,UL-Lafayette,46.00m,"150' 11""",2018 Louisiana Classics,2018-03-16,JT,W
88,"Wissing, Charlotte",FR-1,SE Louisiana,45.98m,"150' 10""",Tulane Early Bird Invitational,2018-03-02,JT,W
89,"Ellenwood, Georgia",SR-4,Wisconsin,45.94m,"150' 9""",Big Ten Championships,2018-05-11,JT,W
90,"Stallbaumer, Shaylyn",JR-3,Kansas,45.82m,"150' 4""",National Relay Championships,2018-04-27,JT,W
91,"Rigmaiden, Alexis",FR-1,Oregon,45.80m,"150' 3""",OSU High Performance Meet,2018-04-27,JT,W
91,"Malone, Audrey",SR-4,Texas A&M,45.80m,"150' 3""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,JT,W
93,"Plank, Danielle",SR-4,Nebraska,45.78m,"150' 2""",Texas Tech Corky/Crofoot Shootout,2018-04-27,JT,W
94,"Whipkey, Alyssa",JR-3,East Tenn. St.,45.64m,"149' 9""",High Point VertKlasse,2018-04-06,JT,W
95,"Bohlman, Alexandra",FR-1,Nevada,45.62m,"149' 8""",2018 Rainbow Relays,2018-03-23,JT,W
96,"Patrick, Hannah",SO-2,Lehigh,45.61m,"149' 8""",Penn Relays,2018-04-26,JT,W
97,"Bailey, Kindel",JR-3,Oregon State,45.60m,"149' 7""",Lewis & Clark Spring Break Open 2018,2018-03-16,JT,W
98,"Campbell, Rosemary",SO-2,Penn State,45.51m,"149' 4""",Penn Relays,2018-04-26,JT,W
99,"Doepker, Madison",SO-2,Eastern Washington,45.50m,"149' 3""",OSU High Performance Meet,2018-04-27,JT,W
100,"Koerperich, Hope",JR-3,Northern Iowa,45.40m,"148' 11""",Wisconsin Twilight,2018-05-04,JT,W
1,"Herrs, Elizabeth",SO-2,Oklahoma,57.73m,"189' 5""",Big 12 Outdoor Track and Field Championships,2014-05-16,JT,W
2,"Allgood, Avione",SO-2,Oklahoma,57.63m,"189' 1""",Big 12 Outdoor Track and Field Championships,2014-05-16,JT,W
3,"Miller, Fawn",JR-3,Florida,57.10m,"187' 4""",SEC Outdoor Championship,2014-05-15,JT,W
4,"Vivod, Eva",FR-1,Virginia Tech,56.80m,"186' 4""",Florida Relays,2014-04-03,JT,W
5,"Vucenovic, Marija",SO-2,Florida,56.73m,"186' 1""",2014 Clyde Littlefield Texas Relays,2014-03-26,JT,W
6,"Paterra, Victoria",SR-4,Miami (Ohio),55.91m,"183' 5""",Mid-American Outdoor Track & Field Championships,2014-05-15,JT,W
7,"Malone, Maggie",SO-2,Nebraska,55.37m,"181' 8""",Big Ten Outdoor Track & Field Championships,2014-05-16,JT,W
8,"Jones, Freya",SO-2,Georgia,55.36m,"181' 7""",Georgia Spec Towns National Team Invitational,2014-04-11,JT,W
9,"Bain, Brianna",JR-3,Stanford,55.00m,"180' 5""",Stanford Invitational,2014-04-04,JT,W
10,"Carson, Hannah",SO-2,Texas Tech,54.03m,"177' 3""",2014 Clyde Littlefield Texas Relays,2014-03-26,JT,W
11,"Merckle, Jessie",SO-2,Wake Forest,53.94m,"177' 0""",ACC Outdoor Track & Field Championships,2014-04-17,JT,W
12,"Murphy, Nicolle",FR-1,Minnesota,53.58m,"175' 9""",Big Ten Outdoor Track & Field Championships,2014-05-16,JT,W
13,"Loht, Laura",SR-4,Penn State,53.33m,"175' 0""",Big Ten Outdoor Track & Field Championships,2014-05-16,JT,W
14,"Kopplin, Sabine",SO-2,Virginia Tech,51.70m,"169' 7""",ACC Outdoor Track & Field Championships,2014-04-17,JT,W
