,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
28,"Chemadi, Kigen",JR-3,Mid. Tenn. State,13:46.84,Raleigh Relays,2019-03-29,5000,M
29,"Beadlescomb, Morgan",SO-2,Michigan State,13:47.44,Raleigh Relays,2019-03-29,5000,M
30,"Parsons, Alek",SO-2,Stanford,13:47.59,Cardinal Classic,2019-04-19,5000,M
31,"Bilvado, Jacob",SR-4,Air Force,13:47.65,Stanford Invitational,2019-03-29,5000,M
32,"Olley, Chris",SR-4,San Francisco,13:47.92,Stanford Invitational,2019-03-29,5000,M
33,"Silva, Evert",FR-1,Portland,13:48.04,Payton Jordan Invitational,2019-05-02,5000,M
34,"Facioni, Zach",FR-1,Wake Forest,13:48.16,Raleigh Relays,2019-03-29,5000,M
35,"Ali, Obsa",SR-4,Minnesota,13:48.67,Duke Invitational,2019-04-19,5000,M
36,"Tooker, Aidan",JR-3,Syracuse,13:48.85,Stanford Invitational,2019-03-29,5000,M
37,"Curts, Dan",SR-4,Iowa State,13:48.97,Cardinal Classic,2019-04-19,5000,M
38,"Quax, Theo",FR-1,Northern Arizona,13:49.38,Stanford Invitational,2019-03-29,5000,M
39,"Huxham, Fred",SR-4,Washington,13:49.47,Cardinal Classic,2019-04-19,5000,M
40,"McMillan, Connor",SR-4,BYU,13:50.37,Stanford Invitational,2019-03-29,5000,M
41,"McDonald, Morgan",SR-4,Wisconsin,13:50.92,Bryan Clay Invitational,2019-04-17,5000,M
42,"Too, David",JR-3,Iowa State,13:51.08,Stanford Invitational,2019-03-29,5000,M
43,"Seufer, Peter",JR-3,Virginia Tech,13:51.39,Duke Invitational,2019-04-19,5000,M
44,"Eckstein, Curtis",SO-2,Purdue,13:51.60,Cardinal Classic,2019-04-19,5000,M
45,"Gardner, Andrew",SR-4,Gonzaga,13:52.03,Stanford Invitational,2019-03-29,5000,M
46,"Basten, Alec",SO-2,Minnesota,13:53.30,Drake Relays presented by Hy-Vee,2019-04-24,5000,M
47,"Curtin, Fearghal",SO-2,Arizona State,13:53.31,2019 Pac-12 Track & Field Championships,2019-05-04,5000,M
48,"Zabilski, Brian",SR-4,Columbia,13:53.51,Stanford Invitational,2019-03-29,5000,M
49,"Lundy, Conor",JR-3,Princeton,13:53.98,Stanford Invitational,2019-03-29,5000,M
50,"Hoeft, Owen",SO-2,Minnesota,13:54.26,Drake Relays presented by Hy-Vee,2019-04-24,5000,M
51,"Makepeace, Euan",JR-3,Butler,13:54.62,Mt. SAC Relays,2019-04-18,5000,M
52,"Rowe, Jack",SR-4,San Francisco,13:54.99,Bryan Clay Invitational,2019-04-17,5000,M
53,"Griffith, Cameron",SR-4,Arkansas,13:55.05,SEC Outdoor Track & Field Championships,2019-05-09,5000,M
54,"Shanklin, Ian",FR-1,North Carolina St.,13:55.13,Raleigh Relays,2019-03-29,5000,M
55,"Heslington, Jacob",JR-3,BYU,13:55.25,Bryan Clay Invitational,2019-04-17,5000,M
56,"Hasty, Brodey",FR-1,Northern Arizona,13:55.49,Stanford Invitational,2019-03-29,5000,M
57,"Ryan, Paul",JR-3,Washington St.,13:55.89,Stanford Invitational,2019-03-29,5000,M
58,"Reniewicki, John",SR-4,Arizona State,13:55.90,Stanford Invitational,2019-03-29,5000,M
59,"Webb, Caleb",JR-3,Portland,13:56.24,Payton Jordan Invitational,2019-05-02,5000,M
60,"Long, Zach",SR-4,Tennessee,13:56.56,Stanford Invitational,2019-03-29,5000,M
61,"Burke, Colin",JR-3,UCLA,13:57.20,Mt. SAC Relays,2019-04-18,5000,M
62,"Muhumed, Ahmed",SO-2,Boise State,13:57.26,Stanford Invitational,2019-03-29,5000,M
63,"Teran-Solano, Michael",JR-3,Portland,13:57.30,Payton Jordan Invitational,2019-05-02,5000,M
64,"Tuntivate, Kieran",JR-3,Harvard,13:57.60,Virginia Challenge,2019-04-19,5000,M
65,"Bienenfeld, Aaron",JR-3,Cincinnati,13:57.81,Stanford Invitational,2019-03-29,5000,M
66,"Young, Matt",SO-2,Arkansas,13:57.97,SEC Outdoor Track & Field Championships,2019-05-09,5000,M
67,"Mendez, Clayton",FR-1,Stanford,13:57.99,Cardinal Classic,2019-04-19,5000,M
68,"Gonzales, Ethan",SR-4,Colorado,13:58.12,Cardinal Classic,2019-04-19,5000,M
69,"Armstrong, Elijah",SO-2,Boise State,13:58.25,Stanford Invitational,2019-03-29,5000,M
70,"Farnsworth, Dallin",JR-3,BYU,13:58.84,Bryan Clay Invitational,2019-04-17,5000,M
71,"Hume, Carson",SR-4,Colorado St.,13:58.94,Bryan Clay Invitational,2019-04-17,5000,M
72,"Hamer, Eric",JR-3,Colorado St.,13:59.07,Bryan Clay Invitational,2019-04-17,5000,M
73,"McLeod, Jacob",FR-1,Belmont,13:59.21,Raleigh Relays,2019-03-29,5000,M
74,"Demarest, Brent",SR-4,Virginia,13:59.24,Virginia Grand Prix,2019-04-26,5000,M
75,"Aho, Jack",SO-2,Michigan,13:59.37,Cardinal Classic,2019-04-19,5000,M
76,"Burke, Sean",JR-3,Boston College,13:59.61,Virginia Challenge,2019-04-19,5000,M
77,"Wildschutt, Nadeel",SO-2,Coastal Carolina,13:59.64,Virginia Challenge,2019-04-19,5000,M
77,"Carpenter, Jaret",JR-3,Purdue,13:59.64,Cardinal Classic,2019-04-19,5000,M
79,"Hogan , Paul",SR-4,UMass Lowell,13:59.89,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,5000,M
80,"Carney, Daniel",SR-4,BYU,14:00.04,2019 Oxy Invitational (College/University),2019-05-11,5000,M
81,"Romo, Jaime",SR-4,Eastern Kentucky,14:00.05,Stanford Invitational,2019-03-29,5000,M
82,"Weaver, Connor",SO-2,BYU,14:00.06,2019 Oxy Invitational (College/University),2019-05-11,5000,M
83,"Didericksen, Wyatt",SR-4,Idaho State,14:00.37,Mt. SAC Relays,2019-04-18,5000,M
84,"Aouani, Iliass",JR-3,Syracuse,14:00.38,ACC Championships,2019-05-09,5000,M
85,"Davidson, Jack",JR-3,Santa Clara,14:00.91,Payton Jordan Invitational,2019-05-02,5000,M
85,"Meyrer, Devin",SO-2,Michigan,14:00.91,Cardinal Classic,2019-04-19,5000,M
87,"Torpy, Sean",JR-3,Miami (Ohio),14:01.02,Raleigh Relays,2019-03-29,5000,M
88,"DeHaven, Addison",SR-4,Boise State,14:01.21,Bryan Clay Invitational,2019-04-17,5000,M
89,"Alexander, Andrew",SO-2,Notre Dame,14:01.48,ACC Championships,2019-05-09,5000,M
90,"Barr, Martin",SO-2,Villanova,14:01.63,Stanford Invitational,2019-03-29,5000,M
91,"Proctor, Tibebu",SO-2,Washington,14:02.35,2019 Pac-12 Track & Field Championships,2019-05-04,5000,M
92,"Dee, Jamie",FR-1,Iona,14:02.43,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,5000,M
93,"Mestler, Jackson",JR-3,Oregon,14:02.53,Payton Jordan Invitational,2019-05-02,5000,M
94,"Guermali, Yacine",FR-1,Gonzaga,14:02.64,Cardinal Classic,2019-04-19,5000,M
95,"Perkins, Noah",JR-3,North Florida,14:02.65,Florida Relays,2019-03-28,5000,M
96,"Miehe, Tyson",SR-4,Wisconsin,14:02.79,Bryan Clay Invitational,2019-04-17,5000,M
97,"Rowe, Jordan",JR-3,Lamar,14:02.83,Mike Fanelli Track Classic,2019-03-28,5000,M
98,"Coppi, Mason",JR-3,Furman,14:02.93,Cardinal Classic,2019-04-19,5000,M
99,"Curtin, Fearghal",SO-2,Arizona State,14:03.07,Stanford Invitational,2019-03-29,5000,M
100,"Wolk, Nick",JR-3,Pittsburgh,14:03.28,Virginia Challenge,2019-04-19,5000,M
