,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
16,"Hall, Justin",JR-3,Texas Tech,7.88m,"25' 10.25""",Big 12 Outdoor Track and Field Championships,2019-05-10,-0.1,LJ,M
16,"Price, Bobby",JR-3,Norfolk State,7.88m,"25' 10.25""",MEAC Outdoor Track & Field Championships,2019-05-02,1.9,LJ,M
18,"Thibodeau, Jesse",JR-3,Princeton,7.87m,"25' 10""",Miami Hurricane Alumni Invitational,2019-04-12,1.4,LJ,M
19,"Lucy, Elijah",SR-4,Nebraska,7.84m,"25' 8.75""",2019 Husker Spring Invitational,2019-04-05,3.3,LJ,M
20,"Scott, Jordan",JR-3,Virginia,7.83m,"25' 8.25""",ACC Championships,2019-05-09,1.3,LJ,M
21,"McQuirter, Lagarious",FR-1,Houston,7.82m,"25' 8""",Houston Alumni Invitational,2019-04-06,4.0,LJ,M
22,"Glenn, Kenny",SR-4,Miami (Ohio),7.80m,"25' 7.25""",2019 Billy Hayes Invitational,2019-05-03,0.8,LJ,M
23,"Hicklin , Brandon",FR-1,N. Carolina A&T,7.79m,"25' 6.75""",MEAC Outdoor Track & Field Championships,2019-05-02,2.7,LJ,M
24,"Harper, Denzel",JR-3,Louisiana Tech,7.76m,"25' 5.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.3,LJ,M
25,"Allen, Rayvon",SO-2,Wichita State,7.75m,"25' 5.25""",The American Outdoor Track & Field Championships,2019-05-10,1.7,LJ,M
25,"Brown, Jamie",SR-4,Alabama State,7.75m,"25' 5.25""",2019 SWAC Outdoor T&F Championships,2019-05-03,2.0,LJ,M
25,"Cade, Marcus",FR-1,Alabama State,7.75m,"25' 5.25""",2019 SWAC Outdoor T&F Championships,2019-05-03,1.7,LJ,M
28,"Austin, PJ",FR-1,Arizona,7.74m,"25' 4.75""",Jim Click Shootout,2019-04-06,0.0,LJ,M
28,"Ware, Obdarius",FR-1,UL-Lafayette,7.74m,"25' 4.75""",Sun Belt Outdoor Track and Field Championships,2019-05-10,0.0,LJ,M
30,"Malone, Treyshon",JR-3,Idaho State,7.73m,"25' 4.5""",Beach Invitational,2019-04-19,1.9,LJ,M
30,"Fraga, Samory",SR-4,Kent State,7.73m,"25' 4.5""",Tennessee Relays,2019-04-11,2.5,LJ,M
30,"McGee, Keshun",JR-3,Eastern Washington,7.73m,"25' 4.5""",Big Sky Outdoor Track & Field Championships,2019-05-08,0.0,LJ,M
30,"Jeter, Jacorious",SR-4,Northwestern St.,7.73m,"25' 4.5""",SFA Carl Kight Invitational,2019-04-03,1.1,LJ,M
30,"Schrage, Harrison",JR-3,UCLA,7.73m,"25' 4.5""",USC vs UCLA,2019-04-27,1.3,LJ,M
35,"Enochs, Seth",SO-2,UC Irvine,7.72m,"25' 4""",Big West Outdoor Track & Field Championships,2019-05-10,2.2,LJ,M
35,"King, Adrian",SR-4,Grand Canyon,7.72m,"25' 4""",WAC Outdoor Track and Field Championships,2019-05-09,-0.9,LJ,M
35,"Bridgett, A'Nan",FR-1,Rutgers,7.72m,"25' 4""",Virginia Challenge,2019-04-19,0.1,LJ,M
38,"Tate, Jalen",SO-2,Tennessee,7.70m,"25' 3.25""",Stanford Invitational,2019-03-29,0.8,LJ,M
39,"MacArthur, Albert",JR-3,Utah Valley,7.69m,"25' 2.75""",UNLV Invitational and Sheila Tarr Multis,2019-03-14,2.8,LJ,M
40,"Jegede, Marcus",SR-4,Louisville,7.68m,"25' 2.5""",37th Annual Victor Lopez Classic,2019-03-21,0.0,LJ,M
41,"Lewis, Alexander",SR-4,Montana State,7.67m,"25' 2""",Bryan Clay Invitational,2019-04-17,1.8,LJ,M
41,"Eckleben, Erik",JR-3,Coastal Carolina,7.67m,"25' 2""",Coastal Carolina Invitational,2019-03-08,0.8,LJ,M
41,"Erm, Johannes",SO-2,Georgia,7.67m,"25' 2""",Torrin Lawrence Memorial,2019-04-26,3.2,LJ,M
44,"Jefferson, Trumaine",SR-4,Houston,7.66m,"25' 1.75""",Texas A&M Invitational I,2019-04-12,2.1,LJ,M
45,"Henderson, William",SO-2,Penn State,7.65m,"25' 1.25""",Virginia Challenge,2019-04-19,0.3,LJ,M
46,"Pittman, Isaiah",SR-4,Stephen F. Austin,7.64m,"25' 0.75""",ACU Last Chance 2019,2019-05-12,0.3,LJ,M
47,"Nairn, Laquan",JR-3,Arkansas,7.63m,"25' 0.5""",SEC Outdoor Track & Field Championships,2019-05-09,0.5,LJ,M
48,"Healy, Sam",JR-3,UL-Monroe,7.62m,"25' 0""",Sun Belt Outdoor Track and Field Championships,2019-05-10,0.0,LJ,M
49,"Shell, Carter",SO-2,Arkansas State,7.61m,"24' 11.75""",Sun Belt Outdoor Track and Field Championships,2019-05-10,0.0,LJ,M
49,"Davis, Jamar",FR-1,North Carolina St.,7.61m,"24' 11.75""",Tennessee Relays,2019-04-11,2.7,LJ,M
49,"Jones, Kenan",FR-1,LSU,7.61m,"24' 11.75""",LSU Invitational,2019-04-27,3.8,LJ,M
52,"Briscoe, Jr., Ronnie",SO-2,Texas State,7.60m,"24' 11.25""",Sun Belt Outdoor Track and Field Championships,2019-05-10,0.0,LJ,M
52,"Washington, Eric",JR-3,Southern Miss.,7.60m,"24' 11.25""",Southern Miss Open,2019-04-27,0.5,LJ,M
54,"James, Tristan",SR-4,Oregon,7.59m,"24' 11""",2019 Pac-12 Track & Field Championships,2019-05-04,0.1,LJ,M
55,"Chase, Ryan",JR-3,New Mexico,7.58m,"24' 10.5""",Bryan Clay Invitational,2019-04-17,3.0,LJ,M
55,"Bourke, Colm",SR-4,UL-Monroe,7.58m,"24' 10.5""",Sun Belt Outdoor Track and Field Championships,2019-05-10,1.2,LJ,M
55,"Igbinoghene, Noah",SO-2,Auburn,7.58m,"24' 10.5""",SEC Outdoor Track & Field Championships,2019-05-09,-0.2,LJ,M
58,"Vann, Greg",SR-4,Oklahoma,7.57m,"24' 10""",National Relay Championships,2019-04-26,0.7,LJ,M
58,"Roomes, Mason",SO-2,Minnesota,7.57m,"24' 10""",Tomcat Twilight,2019-04-18,0.4,LJ,M
60,"Irving, Jacore",SO-2,Florida State,7.56m,"24' 9.75""",ACC Championships,2019-05-09,0.2,LJ,M
60,"Hobbs, Nathan",FR-1,New Hampshire,7.56m,"24' 9.75""",2019 America East Outdoor Championships,2019-05-04,3.0,LJ,M
60,"Monroe, Derrick",SR-4,Arizona State,7.56m,"24' 9.75""",2019 Desert Heat Classic,2019-04-27,0.3,LJ,M
60,"Battikha, Tanner",JR-3,New Mexico,7.56m,"24' 9.75""",Bryan Clay Invitational,2019-04-17,1.4,LJ,M
60,"Bellard, Da'Quan",SR-4,LSU,7.56m,"24' 9.75""",LSU Battle on the Bayou,2019-04-06,1.7,LJ,M
60,"Holmes, Isaiah",JR-3,UCLA,7.56m,"24' 9.75""",2019 Willie Williams Classic College,2019-03-15,0.0,LJ,M
60,"Rayford, Cameron",JR-3,Northern Arizona,7.56m,"24' 9.75""",Bryan Clay Invitational,2019-04-17,2.2,LJ,M
60,"Watson, Ayende",FR-1,Virginia,7.56m,"24' 9.75""",ACC Championships,2019-05-09,2.8,LJ,M
60,"Fisher, Davion",JR-3,Ohio State,7.56m,"24' 9.75""",Virginia Challenge,2019-04-19,2.6,LJ,M
69,"McBride, Chris",SR-4,Clemson,7.55m,"24' 9.25""",ACC Championships,2019-05-09,1.0,LJ,M
69,"Warren, John",SR-4,Southern Miss.,7.55m,"24' 9.25""",Conference USA Outdoor Championships,2019-05-09,1.2,LJ,M
69,"Olojo, Olushola",SR-4,Memphis,7.55m,"24' 9.25""",Memphis Tiger invitational,2019-04-26,2.6,LJ,M
69,"Schmidt, Spenser",SR-4,Oregon,7.55m,"24' 9.25""",2019 Pac-12 Track & Field Championships,2019-05-04,0.0,LJ,M
73,"Steverson, Markeit",SO-2,Northwestern St.,7.54m,"24' 9""",Southland Conference Outdoor Track and Field Championship,2019-05-03,2.0,LJ,M
73,"Tinch, Cordell",FR-1,Kansas,7.54m,"24' 9""",Big 12 Outdoor Track and Field Championships,2019-05-10,0.4,LJ,M
73,"Lawson, TJ",JR-3,Kent State,7.54m,"24' 9""",Jesse Owens Classic - The Ohio State University,2019-04-26,0.7,LJ,M
73,"Delince, Karon",SO-2,East Tenn. St.,7.54m,"24' 9""",2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,1.6,LJ,M
77,"Thomas, Courtney",FR-1,Arkansas State,7.53m,"24' 8.5""",Memphis Tiger invitational,2019-04-26,2.8,LJ,M
77,"Cotto, Victor",SO-2,Albany,7.53m,"24' 8.5""",2019 America East Outdoor Championships,2019-05-04,0.7,LJ,M
77,"Service, Reed",SO-2,FIU,7.53m,"24' 8.5""",Miami Hurricane Alumni Invitational,2019-04-12,2.4,LJ,M
77,"Owens, Ayden",FR-1,USC,7.53m,"24' 8.5""",Bryan Clay Invitational,2019-04-17,1.0,LJ,M
81,"Burns, Eric",JR-3,Loyola (Ill.),7.52m,"24' 8.25""",Bryan Clay Invitational,2019-04-17,2.2,LJ,M
81,"Purnell, Jaden",SR-4,Oral Roberts,7.52m,"24' 8.25""",Summit League T&F Outdoor Championships,2019-05-08,3.0,LJ,M
81,"Geredes, Jared",SO-2,California,7.52m,"24' 8.25""",2019 Pac-12 Track & Field Championships,2019-05-04,0.0,LJ,M
81,"Bynum, Isa",SO-2,Colorado St.,7.52m,"24' 8.25""",Bryan Clay Invitational,2019-04-17,2.5,LJ,M
85,"Lewis, Brandon",FR-1,North Dakota State,7.51m,"24' 7.75""",Texas State Bobcat Invitational,2019-03-28,1.6,LJ,M
85,"Seawright, Daniel",SO-2,South Carolina St.,7.51m,"24' 7.75""",MEAC Outdoor Track & Field Championships,2019-05-02,0.8,LJ,M
87,"Douglas, Ja'Von",SO-2,North Carolina St.,7.50m,"24' 7.25""",ACC Championships,2019-05-09,1.1,LJ,M
87,"Spears, Tyson",JR-3,Georgia Tech,7.50m,"24' 7.25""",ACC Championships,2019-05-09,1.8,LJ,M
87,"Feggett, Trini",FR-1,Western Carolina,7.50m,"24' 7.25""",2019 Catamount Classic,2019-04-12,0.4,LJ,M
87,"Seward, DaJuan",SR-4,Ohio State,7.50m,"24' 7.25""",Virginia Challenge,2019-04-19,3.4,LJ,M
87,"Walker, Jullane",JR-3,Kansas State,7.50m,"24' 7.25""",National Relay Championships,2019-04-26,0.2,LJ,M
92,"Creary, Dameon",SO-2,Campbell,7.49m,"24' 7""",Gamecock Invitational Outdoor,2019-04-13,1.3,LJ,M
92,"Thomas, Ryan",SR-4,Georgia Tech,7.49m,"24' 7""",ACC Championships,2019-05-09,0.6,LJ,M
94,"Thorn, Colby",JR-3,Winthrop,7.48m,"24' 6.5""",2019 Adidas Winthrop University Invitational,2019-03-21,2.9,LJ,M
94,"Horton, Hakeem",SR-4,East Carolina,7.48m,"24' 6.5""",The American Outdoor Track & Field Championships,2019-05-10,0.7,LJ,M
94,"Sylla, Patrick",FR-1,TCU,7.48m,"24' 6.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,3.9,LJ,M
97,"Seals, Jalen",SO-2,Baylor,7.47m,"24' 6.25""",Big 12 Outdoor Track and Field Championships,2019-05-10,1.1,LJ,M
97,"Davis, Terrel",JR-3,Hartford,7.47m,"24' 6.25""",2019 America East Outdoor Championships,2019-05-04,0.3,LJ,M
99,"Pyle, Tom",SR-4,Kansas State,7.46m,"24' 5.75""",Texas State Bobcat Invitational,2019-03-28,3.2,LJ,M
99,"James, LaRon",SR-4,Northwestern St.,7.46m,"24' 5.75""",McNeese State Cowboy Relays,2019-03-09,2.7,LJ,M
1,"Simpson, Damarcus",SR-4,Oregon,8.33m,"27' 4""",2018 Pac-12 Track & Field Championships,2018-05-12,3.0,LJ,M
2,"Holloway, Grant",SO-2,Florida,8.32m,"27' 3.75""",SEC Outdoor Track and Field Championships,2018-05-11,2.9,LJ,M
3,"Williams, Will",SR-4,Texas A&M,8.25m,"27' 1""",SEC Outdoor Track and Field Championships,2018-05-11,3.8,LJ,M
4,"Duckworth, Tim",SR-4,Kentucky,8.19m,"26' 10.5""",SEC Outdoor Track and Field Championships,2018-05-11,2.5,LJ,M
5,"McClain, Terrell",SR-4,Akron,8.18m,"26' 10""",Beach Invitational,2018-04-20,1.6,LJ,M
6,"Brown, Charles",JR-3,Texas Tech,8.16m,"26' 9.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.6,LJ,M
7,"Kerr, Jared",SO-2,Houston,8.14m,"26' 8.5""",The American Outdoor Track & Field Championships,2018-05-11,1.1,LJ,M
8,"Ruffin, Rodney",JR-3,SE Louisiana,8.10m,"26' 7""",SELU Lions SU Jaguars Dual,2018-03-23,3.0,LJ,M
9,"Lewis, Odaine",JR-3,Texas Tech,8.08m,"26' 6.25""",ACU Wes Kittley Invitational,2018-03-23,2.1,LJ,M
10,"Knight, Corion",SR-4,Florida State,8.06m,"26' 5.5""",ACC Outdoor Championships,2018-05-10,3.3,LJ,M
11,"Bazile, Zack",SR-4,Ohio State,8.03m,"26' 4.25""",Big Ten Championships,2018-05-11,1.3,LJ,M
12,"Bates, KeAndre",SR-4,Florida,8.00m,"26' 3""",SEC Outdoor Track and Field Championships,2018-05-11,3.5,LJ,M
13,"Mobley , Desmond",SR-4,Western Kentucky,7.99m,"26' 2.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.9,LJ,M
13,"Randrianasolo, Yann",JR-3,South Carolina,7.99m,"26' 2.75""",Tennessee Relays,2018-04-12,2.8,LJ,M
15,"Darrow, Kyle",SR-4,Northeastern,7.97m,"26' 1.75""",UCONN Northeast Challenge,2018-04-14,2.6,LJ,M
16,"Triki, Tahar",SO-2,Texas A&M,7.96m,"26' 1.5""",SEC Outdoor Track and Field Championships,2018-05-11,1.3,LJ,M
17,"Latimer, Jordan",JR-3,Akron,7.94m,"26' 0.75""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,0.4,LJ,M
18,"Briggs, Kemonie",JR-3,Long Beach St.,7.92m,"26' 0""",2018 Big West Championships,2018-05-11,1.3,LJ,M
19,"Adams, Barden",SR-4,Kansas,7.90m,"25' 11""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.3,LJ,M
20,"Harper, Denzel",SO-2,Louisiana Tech,7.89m,"25' 10.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.9,LJ,M
20,"Fincham-Dukes, Jacob",JR-3,Oklahoma State,7.89m,"25' 10.75""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,1.0,LJ,M
22,"Newton, Scotty",SR-4,TCU,7.88m,"25' 10.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.0,LJ,M
22,"Wells, Jonathan",JR-3,Illinois,7.88m,"25' 10.25""",Mt. SAC Relays,2018-04-19,-3.0,LJ,M
24,"Jegede, Marcus",JR-3,Louisville,7.86m,"25' 9.5""",2018 Louisville Invitational,2018-04-13,1.4,LJ,M
25,"Belardo, Jared",JR-3,Wichita State,7.85m,"25' 9.25""",The American Outdoor Track & Field Championships,2018-05-11,3.3,LJ,M
26,"Harvey, Julian",SR-4,SIU Edwardsville,7.84m,"25' 8.75""",Ohio Valley Conference Championship,2018-05-10,-1.8,LJ,M
26,"Abubakar, Mohammed",SR-4,Kentucky,7.84m,"25' 8.75""",National Relay Championships,2018-04-27,2.7,LJ,M
28,"MacArthur, Albert",SO-2,Utah Valley,7.83m,"25' 8.25""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,2.6,LJ,M
29,"Fraga, Samory",JR-3,Kent State,7.82m,"25' 8""",Tennessee Relays,2018-04-12,1.8,LJ,M
30,"James, Tristan",JR-3,Oregon,7.80m,"25' 7.25""",2018 Pac-12 Track & Field Championships,2018-05-12,2.4,LJ,M
30,"Warren, John",JR-3,Southern Miss.,7.80m,"25' 7.25""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.6,LJ,M
30,"Gordon, Allen",FR-1,Ole Miss,7.80m,"25' 7.25""",SEC Outdoor Track and Field Championships,2018-05-11,2.5,LJ,M
33,"Hall, Justin",SO-2,Texas Tech,7.79m,"25' 6.75""",Texas Tech Corky/Crofoot Shootout,2018-04-27,2.3,LJ,M
33,"Jefferson, Trumaine",JR-3,Houston,7.79m,"25' 6.75""",The American Outdoor Track & Field Championships,2018-05-11,1.0,LJ,M
35,"Veith, Hunter",SR-4,Wichita State,7.78m,"25' 6.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,0.9,LJ,M
35,"Bryan, Christopher",JR-3,UMKC,7.78m,"25' 6.25""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.1,LJ,M
35,"Erm, Johannes",FR-1,Georgia,7.78m,"25' 6.25""",Spec Towns Invitational,2018-04-06,-1.5,LJ,M
38,"Riley, Adrian",SR-4,UTSA,7.77m,"25' 6""",Roadrunner Invitational,2018-03-22,0.2,LJ,M
39,"Grey, Rayvon",SO-2,LSU,7.76m,"25' 5.5""",SEC Outdoor Track and Field Championships,2018-05-11,3.6,LJ,M
40,"Fisher, Kenneth",SR-4,Florida State,7.75m,"25' 5.25""",National Relay Championships,2018-04-27,1.2,LJ,M
40,"Dickerson, Antwan",SR-4,Houston,7.75m,"25' 5.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.4,LJ,M
40,"Childs, Steven",JR-3,UC Davis,7.75m,"25' 5.25""",Titan Team Challenge,2018-03-31,0.8,LJ,M
43,"Allen, Rayvon",FR-1,Wichita State,7.71m,"25' 3.5""",The American Outdoor Track & Field Championships,2018-05-11,1.3,LJ,M
43,"Blake, JuVaughn",FR-1,LSU,7.71m,"25' 3.5""",SEC Outdoor Track and Field Championships,2018-05-11,1.9,LJ,M
43,"Green, Denzel",FR-1,Stephen F. Austin,7.71m,"25' 3.5""",Texas Invitational,2018-04-13,1.4,LJ,M
46,"Scott, Jordan",SO-2,Virginia,7.70m,"25' 3.25""","Virginia v. Maryland, Bucknell, Georgetown",2018-04-06,2.4,LJ,M
46,"Newport, Oliver",SR-4,Louisville,7.70m,"25' 3.25""",2018 Louisville Invitational,2018-04-13,2.4,LJ,M
46,"Hodebar, Enzo",FR-1,Florida,7.70m,"25' 3.25""",SEC Outdoor Track and Field Championships,2018-05-11,0.0,LJ,M
49,"Schrage, Harrison",SO-2,Arkansas,7.69m,"25' 2.75""",Arkansas Spring Invitational,2018-03-23,2.8,LJ,M
49,"Flannigan, Marcus",SR-4,Grand Canyon,7.69m,"25' 2.75""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,2.3,LJ,M
49,"Reagan, Joe",JR-3,South Dakota,7.69m,"25' 2.75""",2018 Summit League Championships,2018-05-10,2.1,LJ,M
49,"Shell, Carter",FR-1,Arkansas State,7.69m,"25' 2.75""",Spec Towns Invitational,2018-04-06,0.1,LJ,M
53,"Johnson, Zachary",FR-1,Sam Houston St.,7.67m,"25' 2""",Southland Conference Outdoor Track & Field Championships,2018-05-04,0.8,LJ,M
53,"Jones, Tyler",FR-1,Kennesaw State,7.67m,"25' 2""",ASUN Outdoor Track & Field Championships,2018-05-11,0.9,LJ,M
55,"Akindele, Dayo",JR-3,Kennesaw State,7.66m,"25' 1.75""",Winthrop Adidas University Invitational,2018-03-22,2.5,LJ,M
55,"Saluri, Karl",SR-4,Georgia,7.66m,"25' 1.75""",Spec Towns Invitational,2018-04-06,-1.1,LJ,M
55,"Wallace, Armani",JR-3,Florida State,7.66m,"25' 1.75""",ACC Outdoor Championships,2018-05-10,2.1,LJ,M
58,"Hylton, Lloyd",SR-4,Morgan State,7.65m,"25' 1.25""",Florida Relays,2018-03-29,0.2,LJ,M
59,"Smith, Jason",SO-2,Long Beach St.,7.64m,"25' 0.75""",2018 Big West Championships,2018-05-11,2.1,LJ,M
59,"Seawright, Daniel",FR-1,South Carolina St.,7.64m,"25' 0.75""",MEAC Outdoor Track & Field Championships,2018-05-03,1.0,LJ,M
59,"Mechler, Nathaniel",SO-2,Houston,7.64m,"25' 0.75""",Bryan Clay Invitational,2018-04-19,2.1,LJ,M
62,"Riley, Travis",JR-3,Kentucky,7.63m,"25' 0.5""",Florida Relays,2018-03-29,0.3,LJ,M
62,"Wilson, O'Shea",SR-4,Iowa,7.63m,"25' 0.5""",Mt. SAC Relays,2018-04-19,-1.5,LJ,M
64,"Edwards, Austin",FR-1,Cincinnati,7.62m,"25' 0""",Oliver Nikoloff Invitational,2018-03-30,2.0,LJ,M
64,"Courter, Bryant",SO-2,South Dakota St.,7.62m,"25' 0""",2018 Summit League Championships,2018-05-10,4.0,LJ,M
66,"Kiplesund, Ingar",FR-1,Tennessee,7.61m,"24' 11.75""",National Relay Championships,2018-04-27,2.5,LJ,M
66,"Strange, Jah",SO-2,Sacramento St.,7.61m,"24' 11.75""",Causeway Classic Dual Meet,2018-04-27,3.2,LJ,M
66,"Davis, Terrel",SO-2,Hartford,7.61m,"24' 11.75""",Weems Baskin Relays,2018-03-23,3.8,LJ,M
69,"Parharm, Jemal",SR-4,UL-Monroe,7.60m,"24' 11.25""",Texas State Bobcat Invitational,2018-03-29,0.5,LJ,M
70,"Roomes, Mason",FR-1,Minnesota,7.59m,"24' 11""",National Relay Championships,2018-04-27,2.8,LJ,M
70,"Briscoe, Jr., Ronnie",FR-1,Texas State,7.59m,"24' 11""",Sun Belt Outdoor Track and Field Championships,2018-05-11,2.1,LJ,M
70,"Adams, Tyler",JR-3,Sam Houston St.,7.59m,"24' 11""",Southland Conference Outdoor Track & Field Championships,2018-05-04,-2.4,LJ,M
73,"Nasser, Saladin",SR-4,Long Beach St.,7.58m,"24' 10.5""",Beach Invitational,2018-04-20,1.8,LJ,M
73,"McGee, Keshun",SO-2,Eastern Washington,7.58m,"24' 10.5""",Big Sky Outdoor Track & Field Championships,2018-05-08,0.0,LJ,M
73,"Rayford, Cameron",SO-2,Northern Arizona,7.58m,"24' 10.5""",Bryan Clay Invitational,2018-04-19,3.8,LJ,M
73,"Tanksley, Alec",FR-1,Western Kentucky,7.58m,"24' 10.5""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.9,LJ,M
77,"Owens, Rubin",SR-4,Arkansas,7.57m,"24' 10""",National Relay Championships,2018-04-27,1.3,LJ,M
77,"Walker, Jullane",SO-2,Kansas State,7.57m,"24' 10""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.8,LJ,M
77,"Dorsey, Fred",SR-4,Kentucky,7.57m,"24' 10""",SEC Outdoor Track and Field Championships,2018-05-11,1.5,LJ,M
77,"Workcuff, Darryl",SR-4,Mount St. Mary's,7.57m,"24' 10""",Northeast Conference Championship,2018-05-05,1.1,LJ,M
81,"Harris, Treyton",JR-3,Indiana,7.56m,"24' 9.75""",Penn Relays,2018-04-26,1.3,LJ,M
82,"Purnell, Jaden",JR-3,Oral Roberts,7.55m,"24' 9.25""",2018 Summit League Championships,2018-05-10,3.4,LJ,M
82,"Jeter, Jacorious",JR-3,Northwestern St.,7.55m,"24' 9.25""",McNeese State Last Chance,2018-05-12,2.2,LJ,M
82,"Nairn, Laquan",SO-2,Arkansas,7.55m,"24' 9.25""",National Relay Championships,2018-04-27,0.3,LJ,M
85,"Rubalcaba, Mark",JR-3,Auburn,7.54m,"24' 9""",Tiger Track Classic 2018,2018-04-13,0.6,LJ,M
85,"Brown, Jamie",JR-3,Alabama State,7.54m,"24' 9""",Tiger Track Classic 2018,2018-04-13,1.9,LJ,M
85,"Ortega, Donivan",SO-2,UTEP,7.54m,"24' 9""",2018 UTEP Springtime,2018-03-24,1.7,LJ,M
88,"Seals, Jalen",FR-1,Baylor,7.53m,"24' 8.5""",National Relay Championships,2018-04-27,1.8,LJ,M
88,"McBride, Isaiah",JR-3,UT-Arlington,7.53m,"24' 8.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,1.4,LJ,M
88,"Brown, Tyler",SR-4,Eastern Michigan,7.53m,"24' 8.5""",Tennessee Relays,2018-04-12,3.1,LJ,M
88,"Battikha, Tanner",SO-2,New Mexico,7.53m,"24' 8.5""",Mountain West Outdoor Track & Field Championships,2018-05-09,2.8,LJ,M
92,"Foster, Emanuel",SO-2,Ole Miss,7.52m,"24' 8.25""",Spec Towns Invitational,2018-04-06,0.0,LJ,M
92,"Barger, Cory",SR-4,Sacramento St.,7.52m,"24' 8.25""",Big Sky Outdoor Track & Field Championships,2018-05-08,3.2,LJ,M
92,"King, Adrian",JR-3,Grand Canyon,7.52m,"24' 8.25""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.0,LJ,M
92,"Cheval, Thomas",SR-4,Oklahoma,7.52m,"24' 8.25""",40th Annual Aztec Invitational,2018-03-24,2.1,LJ,M
92,"Lewis, Alexander",JR-3,Montana State,7.52m,"24' 8.25""",Tom Gage Classic,2018-05-04,3.6,LJ,M
97,"Brave, Quemell",SR-4,Winthrop,7.51m,"24' 7.75""",49er Classic,2018-03-15,1.9,LJ,M
97,"Moffett, Malik",SR-4,Penn State,7.51m,"24' 7.75""",Virginia Challenge,2018-04-20,-0.3,LJ,M
97,"Washington, Kameron",FR-1,Texas Tech,7.51m,"24' 7.75""",ACU Wes Kittley Invitational,2018-03-23,4.0,LJ,M
97,"Paschall, Zay",SR-4,North Carolina,7.51m,"24' 7.75""",Virginia Grand Prix,2018-04-28,-0.6,LJ,M
1,"Ward, Laderrick",JR-3,SIU-Edwardsville,8.00m,"26' 3""",2014 SIUE Gateway Invite,2014-04-19,1.9,LJ,M
2,"Pienaar, Roelf",FR-1,Arkansas State,7.97m,"26' 1.75""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.4,LJ,M
3,"Spencer, Kendall",SR-4,New Mexico,7.95m,"26' 1""",Tailwind Open,2014-05-02,2.1,LJ,M
4,"Higgs, Raymond",SR-4,Arkansas,7.94m,"26' 0.75""",SEC Outdoor Championship,2014-05-15,2.5,LJ,M
5,"Gotch, Jarvis",JR-3,Louisiana Tech,7.93m,"26' 0.25""",UTEP Invitational,2014-04-12,3.4,LJ,M
5,"Dendy, Marquis",JR-3,Florida,7.93m,"26' 0.25""",2014 Clyde Littlefield Texas Relays,2014-03-26,2.0,LJ,M
7,"Lawson, Jarrion",SO-2,Arkansas,7.92m,"26' 0""",SEC Outdoor Championship,2014-05-15,1.3,LJ,M
8,"Crawford, Corey",JR-3,Rutgers,7.91m,"25' 11.5""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,2.7,LJ,M
9,"Hooper, Ted",SR-4,UC Riverside,7.88m,"25' 10.25""",adidas/Steve Scott Invit. (college),2014-05-02,0.4,LJ,M
9,"Wesley, Corey",SO-2,UL-Monroe,7.88m,"25' 10.25""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.2,LJ,M
11,"Madzivire, Paul",JR-3,Florida State,7.87m,"25' 10""",FSU Twilight,2014-05-09,0.0,LJ,M
12,"Benson, Shujaa",JR-3,Texas Tech,7.84m,"25' 8.75""",Big 12 Outdoor Track and Field Championships,2014-05-16,1.7,LJ,M
13,"May, Anthony",SR-4,Arkansas,7.83m,"25' 8.25""",SEC Outdoor Championship,2014-05-15,2.7,LJ,M
14,"Hudson, Cameron",SO-2,East Carolina,7.82m,"25' 8""",Conference USA Outdoor Track & Field Championships,2014-05-15,-1.3,LJ,M
14,"Wilson, Jerome",JR-3,Texas Tech,7.82m,"25' 8""",Big 12 Outdoor Track and Field Championships,2014-05-16,1.1,LJ,M
16,"Field, Devin",SO-2,Kansas State,7.81m,"25' 7.5""",Big 12 Outdoor Track and Field Championships,2014-05-16,0.3,LJ,M
16,"Peden, Jamal",SR-4,Stephen F. Austin,7.81m,"25' 7.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,3.5,LJ,M
